GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,B21AA2000,B21AB2000,B21AC2000,B21AD2000,B21AE2000,B21AF2000,B21AG2000,B21AH2000,B21AI2000,B21AJ2000
"G0100410","2000","Alabama","01","010","Crenshaw County","041","0410","Crenshaw County",4850,1518,29,25,42,5238,1870,22,18,53
"G0100430","2000","Alabama","01","010","Cullman County","043","0430","Cullman County",36889,401,148,362,414,38122,342,142,282,381
"G0100450","2000","Alabama","01","010","Dale County","045","0450","Dale County",18431,4689,162,533,541,18110,5313,135,702,513
"G0100470","2000","Alabama","01","010","Dallas County","047","0470","Dallas County",7856,12963,26,128,119,8640,16369,24,104,136
"G0100490","2000","Alabama","01","010","DeKalb County","049","0490","DeKalb County",29005,484,270,1245,504,30647,599,248,913,537
"G0100510","2000","Alabama","01","010","Elmore County","051","0510","Elmore County",25229,7340,142,284,347,25508,6257,144,285,338
"G0100530","2000","Alabama","01","010","Escambia County","053","0530","Escambia County",12300,6266,568,154,187,12454,5571,589,104,247
"G0100550","2000","Alabama","01","010","Etowah County","055","0550","Etowah County",41264,6879,161,718,484,44473,8312,184,505,479
"G0100570","2000","Alabama","01","010","Fayette County","057","0570","Fayette County",7822,1013,20,35,45,8253,1194,18,45,50
"G0100590","2000","Alabama","01","010","Franklin County","059","0590","Franklin County",13575,617,52,936,149,14426,697,51,570,150
"G0100610","2000","Alabama","01","010","Geneva County","061","0610","Geneva County",10947,1269,102,114,97,11495,1474,95,83,88
"G0100630","2000","Alabama","01","010","Greene County","063","0630","Greene County",955,3697,7,6,16,949,4316,5,12,11
"G0100650","2000","Alabama","01","010","Hale County","065","0650","Hale County",3368,4643,16,42,41,3476,5488,14,39,58
"G0100670","2000","Alabama","01","010","Henry County","067","0670","Henry County",5206,2379,18,98,53,5504,2889,16,79,68
"G0100690","2000","Alabama","01","010","Houston County","069","0690","Houston County",31143,9998,166,470,393,33743,11842,163,442,427
"G0100710","2000","Alabama","01","010","Jackson County","071","0710","Jackson County",24142,977,465,174,523,25410,1042,481,158,554
"G0100730","2000","Alabama","01","010","Jefferson County","073","0730","Jefferson County",184510,118699,698,5523,2659,200129,141909,710,4543,2667
"G0100750","2000","Alabama","01","010","Lamar County","075","0750","Lamar County",6707,870,8,58,37,7109,1036,10,25,44
"G0100770","2000","Alabama","01","010","Lauderdale County","077","0770","Lauderdale County",37390,3922,97,329,343,40353,4741,126,312,353
"G0100790","2000","Alabama","01","010","Lawrence County","079","0790","Lawrence County",13380,2164,914,87,521,13687,2484,951,65,550
"G0100810","2000","Alabama","01","010","Lee County","081","0810","Lee County",42705,12023,150,1225,527,42542,14048,123,1207,542
"G0100830","2000","Alabama","01","010","Limestone County","083","0830","Limestone County",27459,4843,153,570,309,27570,3909,151,422,290
"G0100850","2000","Alabama","01","010","Lowndes County","085","0850","Lowndes County",1736,4516,8,17,25,1748,5369,7,18,29
"G0100870","2000","Alabama","01","010","Macon County","087","0870","Macon County",1737,9163,20,78,77,1628,11240,19,45,98
"G0100890","2000","Alabama","01","010","Madison County","089","0890","Madison County",98385,29666,1066,3311,2591,101016,33359,1063,3616,2627
"G0100910","2000","Alabama","01","010","Marengo County","091","0910","Marengo County",5224,5232,11,59,43,5433,6423,8,42,64
"G0100930","2000","Alabama","01","010","Marion County","093","0930","Marion County",14495,680,53,111,112,15084,454,38,82,105
"G0100950","2000","Alabama","01","010","Marshall County","095","0950","Marshall County",37037,603,220,1709,442,39754,604,213,1191,458
"G0100970","2000","Alabama","01","010","Mobile County","097","0970","Mobile County",122787,60990,1344,3909,2014,129412,72475,1338,3420,2154
"G0100990","2000","Alabama","01","010","Monroe County","099","0990","Monroe County",6811,4512,113,48,92,7236,5235,123,55,99
"G0101010","2000","Alabama","01","010","Montgomery County","101","1010","Montgomery County",53122,50382,328,1456,1071,56058,58201,240,1620,1032
"G0101030","2000","Alabama","01","010","Morgan County","103","1030","Morgan County",46374,5927,389,1073,688,48111,6558,358,888,698
"G0101050","2000","Alabama","01","010","Perry County","105","1050","Perry County",1735,3623,3,12,37,1925,4488,6,5,27
"G0101070","2000","Alabama","01","010","Pickens County","107","1070","Pickens County",5675,4018,13,41,62,6045,4981,12,33,69
"G0101090","2000","Alabama","01","010","Pike County","109","1090","Pike County",8694,4893,100,104,194,9296,5942,94,82,206
"G0101110","2000","Alabama","01","010","Randolph County","111","1110","Randolph County",8285,2369,22,63,71,8809,2608,23,63,67
"G0101130","2000","Alabama","01","010","Russell County","113","1130","Russell County",13777,9344,78,254,251,14432,10975,104,259,282
"G0101150","2000","Alabama","01","010","St. Clair County","115","1150","St. Clair County",29105,2924,114,220,289,29183,2339,128,176,264
"G0101170","2000","Alabama","01","010","Shelby County","117","1170","Shelby County",63162,4963,213,1402,517,65509,5643,260,1114,510
"G0101190","2000","Alabama","01","010","Sumter County","119","1190","Sumter County",1862,4875,4,21,33,1974,5952,10,23,44
"G0101210","2000","Alabama","01","010","Talladega County","121","1210","Talladega County",26322,12342,98,231,292,27508,12997,86,167,278
"G0101230","2000","Alabama","01","010","Tallapoosa County","123","1230","Tallapoosa County",14729,4752,48,72,103,15745,5766,61,76,123
"G0101250","2000","Alabama","01","010","Tuscaloosa County","125","1250","Tuscaloosa County",55346,21757,179,1409,681,56974,26570,193,1090,676
"G0101270","2000","Alabama","01","010","Walker County","127","1270","Walker County",31437,2061,116,201,302,33726,2303,85,174,308
"G0101290","2000","Alabama","01","010","Washington County","129","1290","Washington County",5847,2324,612,11,75,5912,2543,677,13,83
"G0101310","2000","Alabama","01","010","Wilcox County","131","1310","Wilcox County",1757,4350,10,15,10,1869,5129,9,19,15
"G0101330","2000","Alabama","01","010","Winston County","133","1330","Winston County",11789,44,57,173,103,12388,50,57,84,98
"G0200130","2000","Alaska","02","020","Aleutians East Borough","013","0130","Aleutians East Borough",451,40,546,663,50,195,5,459,259,29
"G0200160","2000","Alaska","02","020","Aleutians West Census Area","016","0160","Aleutians West Census Area",1426,132,630,1207,118,762,33,515,571,71
"G0200200","2000","Alaska","02","020","Anchorage Municipality","020","0200","Anchorage Municipality",96807,7845,8628,10599,7789,91202,7354,10313,11960,7786
"G0200500","2000","Alaska","02","020","Bethel Census Area","050","0500","Bethel Census Area",1150,47,6831,117,355,856,14,6283,91,262
"G0200600","2000","Alaska","02","020","Bristol Bay Borough","060","0600","Bristol Bay Borough",373,4,294,2,12,288,3,256,8,18
"G0200680","2000","Alaska","02","020","Denali Borough","068","0680","Denali Borough",949,22,51,23,56,674,5,39,31,43
"G0200700","2000","Alaska","02","020","Dillingham Census Area","070","0700","Dillingham Census Area",577,13,1771,31,175,488,5,1681,27,154
"G0200900","2000","Alaska","02","020","Fairbanks North Star Borough","090","0900","Fairbanks North Star Borough",34350,2527,2593,1543,2204,30089,2316,3121,1836,2261
"G0201000","2000","Alaska","02","020","Haines Borough","100","1000","Haines Borough",1020,0,131,16,44,954,3,144,13,67
"G0201100","2000","Alaska","02","020","Juneau City and Borough","110","1100","Juneau City and Borough",11659,152,1683,920,1055,11310,96,1813,957,1066
"G0201220","2000","Alaska","02","020","Kenai Peninsula Borough","122","1220","Kenai Peninsula Borough",22277,162,1954,428,1032,20564,67,1759,553,895
"G0201300","2000","Alaska","02","020","Ketchikan Gateway Borough","130","1300","Ketchikan Gateway Borough",5419,43,1056,308,363,5041,27,1053,379,381
"G0201500","2000","Alaska","02","020","Kodiak Island Borough","150","1500","Kodiak Island Borough",4433,87,1034,1439,369,3871,47,994,1290,349
"G0201640","2000","Alaska","02","020","Lake and Peninsula Borough","164","1640","Lake and Peninsula Borough",186,1,702,9,71,156,0,638,4,56
"G0201700","2000","Alaska","02","020","Matanuska-Susitna Borough","170","1700","Matanuska-Susitna Borough",27168,253,1621,437,1352,24770,158,1643,560,1360
"G0201800","2000","Alaska","02","020","Nome Census Area","180","1800","Nome Census Area",1014,22,3684,43,206,763,13,3231,39,181
"G0201850","2000","Alaska","02","020","North Slope Borough","185","1850","North Slope Borough",724,39,2625,269,253,538,14,2425,267,231
"G0201880","2000","Alaska","02","020","Northwest Arctic Borough","188","1880","Northwest Arctic Borough",528,11,3114,52,142,360,4,2830,42,125
"G0202010","2000","Alaska","02","020","Prince Of Wales-Outer Ketchikan","201","2010","Prince of Wales-Outer Ketchikan Census Area",1863,6,1235,23,223,1402,3,1142,33,216
"G0202200","2000","Alaska","02","020","Sitka City and Borough","220","2200","Sitka City and Borough",3168,13,801,201,322,2884,15,840,248,343
"G0202320","2000","Alaska","02","020","Skagway-Hoonah-Angoon","232","2320","Skagway-Hoonah-Angoon Census Area",1105,5,620,24,94,893,0,583,27,85
"G0202400","2000","Alaska","02","020","Southeast Fairbanks Census Area","240","2400","Southeast Fairbanks Census Area",2563,59,393,31,148,2314,63,392,65,146
"G0202610","2000","Alaska","02","020","Valdez-Cordova Census Area","261","2610","Valdez-Cordova Census Area",4190,19,667,259,293,3548,14,684,245,276
"G0202700","2000","Alaska","02","020","Wade Hampton Census Area","270","2700","Wade Hampton Census Area",191,3,3375,6,91,142,1,3128,5,86
"G0202800","2000","Alaska","02","020","Wrangell-Petersburg","280","2800","Wrangell-Petersburg Census Area",2578,11,527,92,269,2304,4,547,99,253
"G0202820","2000","Alaska","02","020","Yakutat City and Borough","282","2820","Yakutat City and Borough",267,1,173,6,32,140,0,147,10,32
"G0202900","2000","Alaska","02","020","Yukon-Koyukuk Census Area","290","2900","Yukon-Koyukuk Census Area",892,5,2474,28,155,698,1,2170,27,101
"G0400010","2000","Arizona","04","040","Apache County","001","0010","Apache County",6791,113,26245,749,505,6745,60,27130,600,485
"G0400030","2000","Arizona","04","040","Cochise County","003","0030","Cochise County",45369,3025,755,8010,2198,44900,2296,595,8426,2181
"G0400050","2000","Arizona","04","040","Coconino County","005","0050","Coconino County",36925,628,16126,2996,1386,36456,587,17035,2823,1358
"G0400070","2000","Arizona","04","040","Gila County","007","0070","Gila County",19594,119,3258,1807,471,20357,78,3372,1826,453
"G0400090","2000","Arizona","04","040","Graham County","009","0090","Graham County",11583,518,2555,2706,366,10890,107,2450,1965,349
"G0400110","2000","Arizona","04","040","Greenlee County","011","0110","Greenlee County",3324,22,80,896,140,3015,22,62,831,155
"G0400120","2000","Arizona","04","040","La Paz County","012","0120","La Paz County",7500,90,1175,1085,273,7119,65,1295,858,255
"G0400130","2000","Arizona","04","040","Maricopa County","013","0130","Maricopa County",1177465,58860,27507,226933,45708,1198894,55691,29199,208131,43761
"G0400150","2000","Arizona","04","040","Mohave County","015","0150","Mohave County",69367,474,1837,3765,1656,70249,359,1896,3789,1640
"G0400170","2000","Arizona","04","040","Navajo County","017","0170","Navajo County",22609,573,22481,1784,980,22143,284,24051,1651,914
"G0400190","2000","Arizona","04","040","Pima County","019","0190","Pima County",308439,13474,13231,63926,13492,324948,12120,13947,66592,13577
"G0400210","2000","Arizona","04","040","Pinal County","021","0210","Pinal County",65671,3141,6995,17454,2569,60888,1817,7039,11927,2226
"G0400230","2000","Arizona","04","040","Santa Cruz County","023","0230","Santa Cruz County",14030,78,125,3662,468,15138,67,126,4146,541
"G0400250","2000","Arizona","04","040","Yavapai County","025","0250","Yavapai County",75031,385,1299,3726,1680,78902,270,1387,3253,1584
"G0400270","2000","Arizona","04","040","Yuma County","027","0270","Yuma County",55409,2191,1354,19252,2593,53860,1359,1272,20174,2562
"G0500010","2000","Arkansas","05","050","Arkansas County","001","0010","Arkansas County",7481,2239,19,75,67,8121,2609,25,44,69
"G0500030","2000","Arkansas","05","050","Ashley County","003","0030","Ashley County",8270,3007,21,272,117,8622,3554,29,202,115
"G0500050","2000","Arkansas","05","050","Baxter County","005","0050","Baxter County",18033,18,97,88,188,19514,25,104,135,184
"G0500070","2000","Arkansas","05","050","Benton County","007","0070","Benton County",68442,362,1183,4263,1436,70957,267,1348,3793,1355
"G0500090","2000","Arkansas","05","050","Boone County","009","0090","Boone County",15982,21,114,100,154,17150,18,126,130,153
"G0500110","2000","Arkansas","05","050","Bradley County","011","0110","Bradley County",3790,1714,14,660,50,4193,1893,16,225,45
"G0500130","2000","Arkansas","05","050","Calhoun County","013","0130","Calhoun County",2113,598,5,26,21,2167,745,7,29,33
"G0500150","2000","Arkansas","05","050","Carroll County","015","0150","Carroll County",11666,18,103,533,191,12075,9,119,440,203
"G0500170","2000","Arkansas","05","050","Chicot County","017","0170","Chicot County",3072,3568,8,149,49,3032,4049,10,109,71
"G0500190","2000","Arkansas","05","050","Clark County","019","0190","Clark County",8528,2339,49,271,139,8963,2847,59,207,144
"G0500210","2000","Arkansas","05","050","Clay County","021","0210","Clay County",8348,14,61,24,64,8923,19,60,17,79
"G0500230","2000","Arkansas","05","050","Cleburne County","023","0230","Cleburne County",11451,15,50,29,99,12162,14,63,48,115
"G0500250","2000","Arkansas","05","050","Cleveland County","025","0250","Cleveland County",3588,506,8,45,38,3679,627,19,28,33
"G0500270","2000","Arkansas","05","050","Columbia County","027","0270","Columbia County",7674,4244,32,136,108,8220,4988,35,77,89
"G0500290","2000","Arkansas","05","050","Conway County","029","0290","Conway County",8349,1240,44,114,126,8788,1414,57,90,114
"G0500310","2000","Arkansas","05","050","Craighead County","031","0310","Craighead County",35577,2929,134,691,439,37755,3466,139,587,431
"G0500330","2000","Arkansas","05","050","Crawford County","033","0330","Crawford County",24214,248,530,747,576,24873,217,539,685,618
"G0500350","2000","Arkansas","05","050","Crittenden County","035","0350","Crittenden County",12703,11010,65,294,164,13193,12924,59,292,162
"G0500370","2000","Arkansas","05","050","Cross County","037","0370","Cross County",7193,2135,18,48,67,7413,2493,26,55,78
"G0500390","2000","Arkansas","05","050","Dallas County","039","0390","Dallas County",2558,1810,8,69,25,2688,1964,14,45,29
"G0500410","2000","Arkansas","05","050","Desha County","041","0410","Desha County",3736,3171,24,174,58,4011,3936,30,142,59
"G0500430","2000","Arkansas","05","050","Drew County","043","0430","Drew County",6404,2412,23,147,92,6758,2673,24,122,68
"G0500450","2000","Arkansas","05","050","Faulkner County","045","0450","Faulkner County",37240,3342,234,651,546,38733,3956,215,585,512
"G0500470","2000","Arkansas","05","050","Franklin County","047","0470","Franklin County",8407,85,71,115,117,8684,25,71,73,123
"G0500490","2000","Arkansas","05","050","Fulton County","049","0490","Fulton County",5580,11,33,10,68,5791,12,45,21,71
"G0500510","2000","Arkansas","05","050","Garland County","051","0510","Garland County",37889,3342,282,563,685,40361,3531,255,537,623
"G0500530","2000","Arkansas","05","050","Grant County","053","0530","Grant County",7818,198,37,69,47,7913,208,37,64,73
"G0500550","2000","Arkansas","05","050","Greene County","055","0550","Greene County",17727,24,86,121,259,18652,24,72,123,243
"G0500570","2000","Arkansas","05","050","Hempstead County","057","0570","Hempstead County",7295,3294,49,587,182,7630,3866,50,440,194
"G0500590","2000","Arkansas","05","050","Hot Spring County","059","0590","Hot Spring County",13022,1431,65,112,196,13486,1684,71,101,185
"G0500610","2000","Arkansas","05","050","Howard County","061","0610","Howard County",5140,1467,31,264,70,5385,1659,27,204,53
"G0500630","2000","Arkansas","05","050","Independence County","063","0630","Independence County",15907,359,73,241,214,16583,338,82,211,225
"G0500650","2000","Arkansas","05","050","Izard County","065","0650","Izard County",6398,179,43,16,82,6375,12,40,36,68
"G0500670","2000","Arkansas","05","050","Jackson County","067","0670","Jackson County",6992,1622,30,56,87,7848,1613,30,52,88
"G0500690","2000","Arkansas","05","050","Jefferson County","069","0690","Jefferson County",20484,19945,112,402,306,20356,21843,90,409,331
"G0500710","2000","Arkansas","05","050","Johnson County","071","0710","Johnson County",10598,160,73,349,152,10746,153,68,309,173
"G0500730","2000","Arkansas","05","050","Lafayette County","073","0730","Lafayette County",2609,1470,17,20,23,2704,1653,15,17,31
"G0500750","2000","Arkansas","05","050","Lawrence County","075","0750","Lawrence County",8394,43,51,18,88,8985,36,51,15,93
"G0500770","2000","Arkansas","05","050","Lee County","077","0770","Lee County",2926,3625,9,51,19,2283,3576,11,49,31
"G0500790","2000","Arkansas","05","050","Lincoln County","079","0790","Lincoln County",5250,3078,31,96,55,4152,1693,27,57,53
"G0500810","2000","Arkansas","05","050","Little River County","081","0810","Little River County",4987,1352,93,84,114,5168,1547,105,64,114
"G0500830","2000","Arkansas","05","050","Logan County","083","0830","Logan County",10755,120,67,68,144,10935,116,80,58,143
"G0500850","2000","Arkansas","05","050","Lonoke County","085","0850","Lonoke County",23766,1588,116,227,291,24323,1816,143,279,279
"G0500870","2000","Arkansas","05","050","Madison County","087","0870","Madison County",6796,10,88,147,71,6869,6,86,85,85
"G0500890","2000","Arkansas","05","050","Marion County","089","0890","Marion County",7776,12,74,22,102,7964,8,48,39,95
"G0500910","2000","Arkansas","05","050","Miller County","091","0910","Miller County",14814,4284,127,207,275,15121,5013,128,170,304
"G0500930","2000","Arkansas","05","050","Mississippi County","093","0930","Mississippi County",16318,7823,76,384,275,17181,9174,58,384,306
"G0500950","2000","Arkansas","05","050","Monroe County","095","0950","Monroe County",2939,1787,9,20,58,3149,2191,18,24,59
"G0500970","2000","Arkansas","05","050","Montgomery County","097","0970","Montgomery County",4322,15,57,85,53,4500,12,46,94,61
"G0500990","2000","Arkansas","05","050","Nevada County","099","0990","Nevada County",3245,1476,23,50,39,3415,1628,15,41,23
"G0501010","2000","Arkansas","05","050","Newton County","101","1010","Newton County",4244,7,26,20,55,4141,5,22,30,58
"G0501030","2000","Arkansas","05","050","Ouachita County","103","1030","Ouachita County",8269,5133,35,74,111,8931,5992,38,80,127
"G0501050","2000","Arkansas","05","050","Perry County","105","1050","Perry County",4848,80,47,32,54,4914,97,53,25,59
"G0501070","2000","Arkansas","05","050","Phillips County","107","1070","Phillips County",4957,6967,17,95,93,5422,8645,29,106,114
"G0501090","2000","Arkansas","05","050","Pike County","109","1090","Pike County",5131,191,33,167,48,5272,201,40,147,73
"G0501110","2000","Arkansas","05","050","Poinsett County","111","1110","Poinsett County",11330,876,29,124,93,11974,949,30,111,98
"G0501130","2000","Arkansas","05","050","Polk County","113","1130","Polk County",9423,10,153,199,173,9732,22,149,203,165
"G0501150","2000","Arkansas","05","050","Pope County","115","1150","Pope County",24997,737,182,431,382,26058,686,188,435,373
"G0501170","2000","Arkansas","05","050","Prairie County","117","1170","Prairie County",4019,605,14,25,34,4073,703,20,19,27
"G0501190","2000","Arkansas","05","050","Pulaski County","119","1190","Pulaski County",111911,53629,704,4466,2490,119300,61568,705,4128,2573
"G0501210","2000","Arkansas","05","050","Randolph County","121","1210","Randolph County",8617,102,53,36,106,9031,75,44,28,103
"G0501230","2000","Arkansas","05","050","St. Francis County","123","1230","St. Francis County",7529,7013,50,159,316,6655,7362,23,127,95
"G0501250","2000","Arkansas","05","050","Saline County","125","1250","Saline County",39281,1037,210,436,403,40294,801,200,438,429
"G0501270","2000","Arkansas","05","050","Scott County","127","1270","Scott County",5148,12,73,241,77,5137,13,81,146,68
"G0501290","2000","Arkansas","05","050","Searcy County","129","1290","Searcy County",3972,0,32,26,58,4063,3,30,24,53
"G0501310","2000","Arkansas","05","050","Sebastian County","131","1310","Sebastian County",45855,3415,879,4504,1487,48890,3671,931,3854,1585
"G0501330","2000","Arkansas","05","050","Sevier County","133","1330","Sevier County",6149,375,150,1047,121,6395,403,136,848,133
"G0501350","2000","Arkansas","05","050","Sharp County","135","1350","Sharp County",7972,49,58,26,116,8658,35,58,25,122
"G0501370","2000","Arkansas","05","050","Stone County","137","1370","Stone County",5501,5,43,14,97,5684,4,46,13,92
"G0501390","2000","Arkansas","05","050","Union County","139","1390","Union County",14509,6850,52,226,177,15673,7737,57,173,175
"G0501410","2000","Arkansas","05","050","Van Buren County","141","1410","Van Buren County",7704,22,66,48,119,7969,28,56,59,121
"G0501430","2000","Arkansas","05","050","Washington County","143","1430","Washington County",68770,1926,973,5608,1734,70026,1613,999,4375,1691
"G0501450","2000","Arkansas","05","050","White County","145","1450","White County",30607,1137,140,423,446,32204,1257,152,364,435
"G0501470","2000","Arkansas","05","050","Woodruff County","147","1470","Woodruff County",2862,1188,12,17,43,3070,1500,8,13,28
"G0501490","2000","Arkansas","05","050","Yell County","149","1490","Yell County",9002,149,68,1163,163,9310,161,55,889,179
"G0600010","2000","California","06","060","Alameda County","001","0010","Alameda County",348905,100039,4512,215684,40160,355429,115559,4634,217755,41064
"G0600030","2000","California","06","060","Alpine County","003","0030","Alpine County",475,5,105,12,38,415,2,123,10,23
"G0600050","2000","California","06","060","Amador County","005","0050","Amador County",15475,1319,352,1765,417,14638,40,274,390,430
"G0600070","2000","California","06","060","Butte County","007","0070","Butte County",83387,1559,1946,8666,3988,88341,1257,1920,8172,3935
"G0600090","2000","California","06","060","Calaveras County","009","0090","Calaveras County",18349,201,337,614,621,18633,103,368,608,720
"G0600110","2000","California","06","060","Colusa County","011","0110","Colusa County",5973,58,228,2866,434,6117,45,211,2453,419
"G0600130","2000","California","06","060","Contra Costa County","013","0130","Contra Costa County",303666,41481,2946,90949,24228,317824,47332,2884,93020,24486
"G0600150","2000","California","06","060","Del Norte County","015","0150","Del Norte County",11723,1138,888,867,570,9970,46,882,872,551
"G0600170","2000","California","06","060","El Dorado County","017","0170","El Dorado County",69845,488,793,4537,2300,70364,325,773,4547,2327
"G0600190","2000","California","06","060","Fresno County","019","0190","Fresno County",213153,21116,6259,140827,19121,220892,21221,6531,131596,18691
"G0600210","2000","California","06","060","Glenn County","021","0210","Glenn County",9431,99,257,3059,527,9557,56,295,2679,493
"G0600230","2000","California","06","060","Humboldt County","023","0230","Humboldt County",52781,665,3517,2731,2838,54398,446,3724,2700,2718
"G0600250","2000","California","06","060","Imperial County","025","0250","Imperial County",35382,4325,1285,30727,2611,34908,1299,1381,27862,2581
"G0600270","2000","California","06","060","Inyo County","027","0270","Inyo County",7001,18,867,511,364,7366,11,935,492,380
"G0600290","2000","California","06","060","Kern County","029","0290","Kern County",204259,22175,4962,94291,13695,203322,17623,5037,82559,13722
"G0600310","2000","California","06","060","Kings County","031","0310","Kings County",37538,8033,1171,24483,3107,31954,2714,1007,16358,3096
"G0600330","2000","California","06","060","Lake County","033","0330","Lake County",24719,645,850,1592,990,25570,588,922,1381,1052
"G0600350","2000","California","06","060","Lassen County","035","0350","Lassen County",16372,2869,603,921,476,10964,123,501,566,433
"G0600370","2000","California","06","060","Los Angeles County","037","0370","Los Angeles County",2307561,433924,39334,1688708,234578,2329501,497033,37654,1715842,235203
"G0600390","2000","California","06","060","Madera County","039","0390","Madera County",36917,1433,1520,16051,2990,39695,3639,1692,15704,3468
"G0600410","2000","California","06","060","Marin County","041","0410","Marin County",101433,4881,606,11317,4315,106367,2261,455,11390,4264
"G0600430","2000","California","06","060","Mariposa County","043","0430","Mariposa County",7720,80,302,364,296,7514,34,300,237,283
"G0600450","2000","California","06","060","Mendocino County","045","0450","Mendocino County",34323,341,1977,4611,1648,35348,195,2126,3980,1716
"G0600470","2000","California","06","060","Merced County","047","0470","Merced County",57981,3958,1293,35767,5932,60369,4106,1217,33963,5968
"G0600490","2000","California","06","060","Modoc County","049","0490","Modoc County",4073,48,206,324,129,4047,17,192,279,134
"G0600510","2000","California","06","060","Mono County","051","0510","Mono County",5968,47,165,725,154,4850,14,144,651,135
"G0600530","2000","California","06","060","Monterey County","053","0530","Monterey County",112548,9692,2291,73331,10079,112134,5358,1911,64485,9933
"G0600550","2000","California","06","060","Napa County","055","0550","Napa County",48642,995,569,9428,2382,50754,650,476,8159,2224
"G0600570","2000","California","06","060","Nevada County","057","0570","Nevada County",42515,154,395,1332,1221,43433,105,419,1246,1213
"G0600590","2000","California","06","060","Orange County","059","0590","Orange County",911283,24950,10178,410538,59096,933369,22699,9728,406393,58055
"G0600610","2000","California","06","060","Placer County","061","0610","Placer County",107637,1095,1127,8078,3955,112416,936,1072,8057,4026
"G0600630","2000","California","06","060","Plumas County","063","0630","Plumas County",9536,84,248,275,260,9577,46,282,232,284
"G0600650","2000","California","06","060","Riverside County","065","0650","Riverside County",499609,48668,9191,178166,33750,513869,47753,8977,171558,33846
"G0600670","2000","California","06","060","Sacramento County","067","0670","Sacramento County",380285,59688,6469,117079,35294,402955,62116,6890,116625,36098
"G0600690","2000","California","06","060","San Benito County","069","0690","San Benito County",17385,323,302,7545,1386,17310,250,314,7068,1351
"G0600710","2000","California","06","060","San Bernardino County","071","0710","San Bernardino County",500852,76377,9957,222825,43013,506108,78971,9958,218345,43028
"G0600730","2000","California","06","060","San Diego County","073","0730","San Diego County",943108,85063,12487,307985,66454,928731,76417,11850,316225,65513
"G0600750","2000","California","06","060","San Francisco County","075","0750","San Francisco County",204043,29961,1962,141700,17162,181685,30554,1496,152077,16093
"G0600770","2000","California","06","060","San Joaquin County","077","0770","San Joaquin County",160999,18927,3160,81473,17068,166608,18762,3217,76378,17006
"G0600790","2000","California","06","060","San Luis Obispo County","079","0790","San Luis Obispo County",105461,3889,1247,11822,4285,103238,1113,1088,10344,4194
"G0600810","2000","California","06","060","San Mateo County","081","0810","San Mateo County",208197,12675,1566,109418,17795,212486,12165,1574,113579,17706
"G0600830","2000","California","06","060","Santa Barbara County","083","0830","Santa Barbara County",143570,5232,2435,39966,8560,146848,3963,2349,37761,8663
