GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,A00AA1810
"G2101670","1810","Kentucky","21","210","Mercer County","167","1670","Mercer",12630
"G2101730","1810","Kentucky","21","210","Montgomery County","173","1730","Montgomery",12975
"G2101770","1810","Kentucky","21","210","Muhlenberg County","177","1770","Muhlenberg",4181
"G2101790","1810","Kentucky","21","210","Nelson County","179","1790","Nelson",14078
"G2101810","1810","Kentucky","21","210","Nicholas County","181","1810","Nicholas",4898
"G2101830","1810","Kentucky","21","210","Ohio County","183","1830","Ohio",3792
"G2101910","1810","Kentucky","21","210","Pendleton County","191","1910","Pendleton",3061
"G2101990","1810","Kentucky","21","210","Pulaski County","199","1990","Pulaski",6897
"G2102030","1810","Kentucky","21","210","Rockcastle County","203","2030","Rockcastle",1731
"G2102090","1810","Kentucky","21","210","Scott County","209","2090","Scott",12419
"G2102110","1810","Kentucky","21","210","Shelby County","211","2110","Shelby",14877
"G2102270","1810","Kentucky","21","210","Warren County","227","2270","Warren",11937
"G2102290","1810","Kentucky","21","210","Washington County","229","2290","Washington",13248
"G2102310","1810","Kentucky","21","210","Wayne County","231","2310","Wayne",5430
"G2102390","1810","Kentucky","21","210","Woodford County","239","2390","Woodford",9659
"G2250005","1810","Louisiana Territory",,"225","Arkansas County",,"0005","Arkansas",874
"G2250015","1810","Louisiana Territory",,"225","Cape Girardeau County",,"0015","Cape Girardeau",3888
"G2250035","1810","Louisiana Territory",,"225","New Madrid County",,"0035","New Madrid",2103
"G2250055","1810","Louisiana Territory",,"225","St Charles County",,"0055","St Charles",3505
"G2250075","1810","Louisiana Territory",,"225","Ste Genevieve County",,"0075","Ste Genevieve",4620
"G2250095","1810","Louisiana Territory",,"225","St Louis County",,"0095","St Louis",5667
"G2258005","1810","Louisiana Territory",,"225","Hopefield - St Francis County",,"8005","Hopefield - St Francis",188
"G2400010","1810","Maryland","24","240","Allegany County","001","0010","Allegany",6909
"G2400030","1810","Maryland","24","240","Anne Arundel County","003","0030","Anne Arundel",26668
"G2400050","1810","Maryland","24","240","Baltimore County","005","0050","Baltimore",29255
"G2400090","1810","Maryland","24","240","Calvert County","009","0090","Calvert",8005
"G2400110","1810","Maryland","24","240","Caroline County","011","0110","Caroline",9453
"G2400150","1810","Maryland","24","240","Cecil County","015","0150","Cecil",13066
"G2400170","1810","Maryland","24","240","Charles County","017","0170","Charles",20245
"G2400190","1810","Maryland","24","240","Dorchester County","019","0190","Dorchester",18108
"G2400210","1810","Maryland","24","240","Frederick County","021","0210","Frederick",34437
"G2400250","1810","Maryland","24","240","Harford County","025","0250","Harford",21258
"G2400290","1810","Maryland","24","240","Kent County","029","0290","Kent",11450
"G2400310","1810","Maryland","24","240","Montgomery County","031","0310","Montgomery",17980
"G2400330","1810","Maryland","24","240","Prince George's County","033","0330","Prince Georges",20589
"G2400350","1810","Maryland","24","240","Queen Anne's County","035","0350","Queen Anne's",16648
"G2400370","1810","Maryland","24","240","St. Mary's County","037","0370","St Mary's",12794
"G2400390","1810","Maryland","24","240","Somerset County","039","0390","Somerset",17195
"G2400410","1810","Maryland","24","240","Talbot County","041","0410","Talbot",14230
"G2400430","1810","Maryland","24","240","Washington County","043","0430","Washington",18730
"G2400470","1810","Maryland","24","240","Worcester County","047","0470","Worcester",16971
"G2405100","1810","Maryland","24","240","Baltimore city","510","5100","Baltimore City",46555
"G2500010","1810","Massachusetts","25","250","Barnstable County","001","0010","Barnstable",22211
"G2500030","1810","Massachusetts","25","250","Berkshire County","003","0030","Berkshire",35907
"G2500050","1810","Massachusetts","25","250","Bristol County","005","0050","Bristol",37168
"G2500055","1810","Massachusetts","25","250","Cumberland County",,"0055","Cumberland",42831
"G2500070","1810","Massachusetts","25","250","Dukes County","007","0070","Dukes",3290
"G2500090","1810","Massachusetts","25","250","Essex County","009","0090","Essex",71888
"G2500150","1810","Massachusetts","25","250","Hampshire County","015","0150","Hampshire",76275
"G2500153","1810","Massachusetts","25","250","Hancock County",,"0153","Hancock",30031
"G2500155","1810","Massachusetts","25","250","Kennebec County",,"0155","Kennebec",32564
"G2500157","1810","Massachusetts","25","250","Lincoln County",,"0157","Lincoln",42992
"G2500170","1810","Massachusetts","25","250","Middlesex County","017","0170","Middlesex",52789
"G2500190","1810","Massachusetts","25","250","Nantucket County","019","0190","Nantucket",6807
"G2500210","1810","Massachusetts","25","250","Norfolk County","021","0210","Norfolk",31245
"G2500215","1810","Massachusetts","25","250","Oxford County",,"0215","Oxford",17630
"G2500230","1810","Massachusetts","25","250","Plymouth County","023","0230","Plymouth",35169
"G2500235","1810","Massachusetts","25","250","Somerset County",,"0235","Somerset",12910
"G2500250","1810","Massachusetts","25","250","Suffolk County","025","0250","Suffolk",34381
"G2500255","1810","Massachusetts","25","250","Washington County",,"0255","Washington",7870
"G2500270","1810","Massachusetts","25","250","Worcester County","027","0270","Worcester",64910
"G2500275","1810","Massachusetts","25","250","York County",,"0275","York",41877
"G2509993","1810","Massachusetts","25","250","Massachusetts (ME part) [multi-county reporting area ]",,"9993","Massachusetts [ME part] - multi-county group",228705
"G2509997","1810","Massachusetts","25","250","Massachusetts (non-ME part) [multi-county reporting area]",,"9997","Massachusetts [non-ME part] - multi-county group",472040
"G2650115","1810","Michigan Territory",,"265","Detroit District",,"0115","Detroit District",2227
"G2650135","1810","Michigan Territory",,"265","Erie District",,"0135","Erie District",1340
"G2650155","1810","Michigan Territory",,"265","Huron District",,"0155","Huron District",580
"G2650235","1810","Michigan Territory",,"265","Michilimackinac County",,"0235","Michilimackinac",615
"G2850015","1810","Mississippi Territory",,"285","Adams County",,"0015","Adams",10002
"G2850035","1810","Mississippi Territory",,"285","Amite County",,"0035","Amite",4750
"G2850055","1810","Mississippi Territory",,"285","Baldwin County",,"0055","Baldwin",1427
"G2850075","1810","Mississippi Territory",,"285","Claiborne County",,"0075","Claiborne",3102
"G2850095","1810","Mississippi Territory",,"285","Franklin County",,"0095","Franklin",2016
"G2850115","1810","Mississippi Territory",,"285","Jefferson County",,"0115","Jefferson",4001
"G2850135","1810","Mississippi Territory",,"285","Madison County",,"0135","Madison",4699
"G2850175","1810","Mississippi Territory",,"285","Warren County",,"0175","Warren",1114
"G2850195","1810","Mississippi Territory",,"285","Washington County",,"0195","Washington",2920
"G2850215","1810","Mississippi Territory",,"285","Wayne County",,"0215","Wayne",1253
"G2850235","1810","Mississippi Territory",,"285","Wilkinson County",,"0235","Wilkinson",5068
"G3300050","1810","New Hampshire","33","330","Cheshire County","005","0050","Cheshire",40988
"G3300070","1810","New Hampshire","33","330","Coos County","007","0070","Coos",3991
"G3300090","1810","New Hampshire","33","330","Grafton County","009","0090","Grafton",28462
"G3300110","1810","New Hampshire","33","330","Hillsborough County","011","0110","Hillsborough",49249
"G3300150","1810","New Hampshire","33","330","Rockingham County","015","0150","Rockingham",50175
"G3300170","1810","New Hampshire","33","330","Strafford County","017","0170","Strafford",41595
"G3400030","1810","New Jersey","34","340","Bergen County","003","0030","Bergen",16603
"G3400050","1810","New Jersey","34","340","Burlington County","005","0050","Burlington",24979
"G3400090","1810","New Jersey","34","340","Cape May County","009","0090","Cape May",3632
"G3400110","1810","New Jersey","34","340","Cumberland County","011","0110","Cumberland",12670
"G3400130","1810","New Jersey","34","340","Essex County","013","0130","Essex",25984
"G3400150","1810","New Jersey","34","340","Gloucester County","015","0150","Gloucester",19744
"G3400190","1810","New Jersey","34","340","Hunterdon County","019","0190","Hunterdon",24556
"G3400230","1810","New Jersey","34","340","Middlesex County","023","0230","Middlesex",20381
"G3400250","1810","New Jersey","34","340","Monmouth County","025","0250","Monmouth",22150
"G3400270","1810","New Jersey","34","340","Morris County","027","0270","Morris",21828
"G3400330","1810","New Jersey","34","340","Salem County","033","0330","Salem",12761
"G3400350","1810","New Jersey","34","340","Somerset County","035","0350","Somerset",14725
"G3400370","1810","New Jersey","34","340","Sussex County","037","0370","Sussex",25549
"G3600010","1810","New York","36","360","Albany County","001","0010","Albany",34661
"G3600030","1810","New York","36","360","Allegany County","003","0030","Allegany",1942
"G3600070","1810","New York","36","360","Broome County","007","0070","Broome",8130
"G3600110","1810","New York","36","360","Cayuga County","011","0110","Cayuga",29843
"G3600170","1810","New York","36","360","Chenango County","017","0170","Chenango",21704
"G3600190","1810","New York","36","360","Clinton County","019","0190","Clinton",8002
"G3600210","1810","New York","36","360","Columbia County","021","0210","Columbia",32390
"G3600230","1810","New York","36","360","Cortland County","023","0230","Cortland",8869
"G3600250","1810","New York","36","360","Delaware County","025","0250","Delaware",20303
"G3600270","1810","New York","36","360","Dutchess County","027","0270","Dutchess",51363
"G3600310","1810","New York","36","360","Essex County","031","0310","Essex",9477
"G3600330","1810","New York","36","360","Franklin County","033","0330","Franklin",2617
"G3600370","1810","New York","36","360","Genesee County","037","0370","Genesee",12588
"G3600390","1810","New York","36","360","Greene County","039","0390","Greene",19536
"G3600430","1810","New York","36","360","Herkimer County","043","0430","Herkimer",22046
"G3600450","1810","New York","36","360","Jefferson County","045","0450","Jefferson",15140
"G3600470","1810","New York","36","360","Kings County","047","0470","Kings",8303
"G3600490","1810","New York","36","360","Lewis County","049","0490","Lewis",6433
"G3600530","1810","New York","36","360","Madison County","053","0530","Madison",25144
"G3600570","1810","New York","36","360","Montgomery County","057","0570","Montgomery",41214
"G3600610","1810","New York","36","360","New York County","061","0610","New York",96373
"G3600630","1810","New York","36","360","Niagara County","063","0630","Niagara",8971
"G3600650","1810","New York","36","360","Oneida County","065","0650","Oneida",33792
"G3600670","1810","New York","36","360","Onondaga County","067","0670","Onondaga",25987
"G3600690","1810","New York","36","360","Ontario County","069","0690","Ontario",42032
"G3600710","1810","New York","36","360","Orange County","071","0710","Orange",34347
"G3600770","1810","New York","36","360","Otsego County","077","0770","Otsego",38802
"G3600810","1810","New York","36","360","Queens County","081","0810","Queens",19336
"G3600830","1810","New York","36","360","Rensselaer County","083","0830","Rensselaer",36309
"G3600850","1810","New York","36","360","Richmond County","085","0850","Richmond",5347
"G3600870","1810","New York","36","360","Rockland County","087","0870","Rockland",7758
"G3600890","1810","New York","36","360","St. Lawrence County","089","0890","St Lawrence",7885
"G3600910","1810","New York","36","360","Saratoga County","091","0910","Saratoga",33147
"G3600930","1810","New York","36","360","Schenectady County","093","0930","Schenectady",10201
"G3600950","1810","New York","36","360","Schoharie County","095","0950","Schoharie",18945
"G3600990","1810","New York","36","360","Seneca County","099","0990","Seneca",16609
"G3601010","1810","New York","36","360","Steuben County","101","1010","Steuben",7246
"G3601030","1810","New York","36","360","Suffolk County","103","1030","Suffolk",21113
"G3601050","1810","New York","36","360","Sullivan County","105","1050","Sullivan",6108
"G3601070","1810","New York","36","360","Tioga County","107","1070","Tioga",7899
"G3601110","1810","New York","36","360","Ulster County","111","1110","Ulster",26576
"G3601150","1810","New York","36","360","Washington County","115","1150","Washington",44289
"G3601190","1810","New York","36","360","Westchester County","119","1190","Westchester",30272
"G3700070","1810","North Carolina","37","370","Anson County","007","0070","Anson",8831
"G3700090","1810","North Carolina","37","370","Ashe County","009","0090","Ashe",3694
"G3700130","1810","North Carolina","37","370","Beaufort County","013","0130","Beaufort",7203
"G3700150","1810","North Carolina","37","370","Bertie County","015","0150","Bertie",11218
"G3700170","1810","North Carolina","37","370","Bladen County","017","0170","Bladen",5671
"G3700190","1810","North Carolina","37","370","Brunswick County","019","0190","Brunswick",4778
"G3700210","1810","North Carolina","37","370","Buncombe County","021","0210","Buncombe",9277
"G3700230","1810","North Carolina","37","370","Burke County","023","0230","Burke",11007
"G3700250","1810","North Carolina","37","370","Cabarrus County","025","0250","Cabarrus",6158
"G3700290","1810","North Carolina","37","370","Camden County","029","0290","Camden",5347
"G3700310","1810","North Carolina","37","370","Carteret County","031","0310","Carteret",4823
"G3700330","1810","North Carolina","37","370","Caswell County","033","0330","Caswell",11757
"G3700370","1810","North Carolina","37","370","Chatham County","037","0370","Chatham",12977
"G3700410","1810","North Carolina","37","370","Chowan County","041","0410","Chowan",5297
"G3700470","1810","North Carolina","37","370","Columbus County","047","0470","Columbus",3022
"G3700490","1810","North Carolina","37","370","Craven County","049","0490","Craven",12676
"G3700510","1810","North Carolina","37","370","Cumberland County","051","0510","Cumberland",9382
"G3700530","1810","North Carolina","37","370","Currituck County","053","0530","Currituck",6985
"G3700610","1810","North Carolina","37","370","Duplin County","061","0610","Duplin",7863
"G3700650","1810","North Carolina","37","370","Edgecombe County","065","0650","Edgecombe",12423
"G3700690","1810","North Carolina","37","370","Franklin County","069","0690","Franklin",10166
"G3700730","1810","North Carolina","37","370","Gates County","073","0730","Gates",5965
"G3700770","1810","North Carolina","37","370","Granville County","077","0770","Granville",15576
"G3700790","1810","North Carolina","37","370","Greene County","079","0790","Greene",4867
"G3700810","1810","North Carolina","37","370","Guilford County","081","0810","Guilford",11420
"G3700830","1810","North Carolina","37","370","Halifax County","083","0830","Halifax",13620
"G3700870","1810","North Carolina","37","370","Haywood County","087","0870","Haywood",2780
"G3700910","1810","North Carolina","37","370","Hertford County","091","0910","Hertford",6052
"G3700950","1810","North Carolina","37","370","Hyde County","095","0950","Hyde",6029
"G3700970","1810","North Carolina","37","370","Iredell County","097","0970","Iredell",10972
"G3701010","1810","North Carolina","37","370","Johnston County","101","1010","Johnston",6867
"G3701030","1810","North Carolina","37","370","Jones County","103","1030","Jones",4968
"G3701070","1810","North Carolina","37","370","Lenoir County","107","1070","Lenoir",5572
"G3701090","1810","North Carolina","37","370","Lincoln County","109","1090","Lincoln",16359
"G3701170","1810","North Carolina","37","370","Martin County","117","1170","Martin",5987
"G3701190","1810","North Carolina","37","370","Mecklenburg County","119","1190","Mecklenburg",14272
"G3701230","1810","North Carolina","37","370","Montgomery County","123","1230","Montgomery",8430
"G3701250","1810","North Carolina","37","370","Moore County","125","1250","Moore",6367
"G3701270","1810","North Carolina","37","370","Nash County","127","1270","Nash",7268
"G3701290","1810","North Carolina","37","370","New Hanover County","129","1290","New Hanover",11465
"G3701310","1810","North Carolina","37","370","Northampton County","131","1310","Northampton",13082
"G3701330","1810","North Carolina","37","370","Onslow County","133","1330","Onslow",6669
"G3701350","1810","North Carolina","37","370","Orange County","135","1350","Orange",20135
"G3701390","1810","North Carolina","37","370","Pasquotank County","139","1390","Pasquotank",7674
"G3701430","1810","North Carolina","37","370","Perquimans County","143","1430","Perquimans",6052
"G3701450","1810","North Carolina","37","370","Person County","145","1450","Person",6642
"G3701470","1810","North Carolina","37","370","Pitt County","147","1470","Pitt",9169
"G3701510","1810","North Carolina","37","370","Randolph County","151","1510","Randolph",10112
"G3701530","1810","North Carolina","37","370","Richmond County","153","1530","Richmond",6695
"G3701550","1810","North Carolina","37","370","Robeson County","155","1550","Robeson",7528
"G3701570","1810","North Carolina","37","370","Rockingham County","157","1570","Rockingham",10316
"G3701590","1810","North Carolina","37","370","Rowan County","159","1590","Rowan",21543
"G3701610","1810","North Carolina","37","370","Rutherford County","161","1610","Rutherford",13202
"G3701630","1810","North Carolina","37","370","Sampson County","163","1630","Sampson",6620
"G3701690","1810","North Carolina","37","370","Stokes County","169","1690","Stokes",11645
"G3701710","1810","North Carolina","37","370","Surry County","171","1710","Surry",10366
"G3701770","1810","North Carolina","37","370","Tyrrell County","177","1770","Tyrrell",3364
"G3701830","1810","North Carolina","37","370","Wake County","183","1830","Wake",17086
"G3701850","1810","North Carolina","37","370","Warren County","185","1850","Warren",11004
"G3701870","1810","North Carolina","37","370","Washington County","187","1870","Washington",3464
"G3701910","1810","North Carolina","37","370","Wayne County","191","1910","Wayne",8687
"G3701930","1810","North Carolina","37","370","Wilkes County","193","1930","Wilkes",9054
"G3900010","1810","Ohio","39","390","Adams County","001","0010","Adams",9434
"G3900090","1810","Ohio","39","390","Athens County","009","0090","Athens",2791
"G3900130","1810","Ohio","39","390","Belmont County","013","0130","Belmont",11097
"G3900170","1810","Ohio","39","390","Butler County","017","0170","Butler",11150
"G3900210","1810","Ohio","39","390","Champaign County","021","0210","Champaign",6303
"G3900250","1810","Ohio","39","390","Clermont County","025","0250","Clermont",9965
"G3900270","1810","Ohio","39","390","Clinton County","027","0270","Clinton",2674
"G3900290","1810","Ohio","39","390","Columbiana County","029","0290","Columbiana",10878
"G3900350","1810","Ohio","39","390","Cuyahoga County","035","0350","Cuyahoga",1459
"G3900410","1810","Ohio","39","390","Delaware County","041","0410","Delaware",2000
"G3900450","1810","Ohio","39","390","Fairfield County","045","0450","Fairfield",11361
"G3900470","1810","Ohio","39","390","Fayette County","047","0470","Fayette",1854
"G3900490","1810","Ohio","39","390","Franklin County","049","0490","Franklin",3486
"G3900530","1810","Ohio","39","390","Gallia County","053","0530","Gallia",4181
"G3900550","1810","Ohio","39","390","Geauga County","055","0550","Geauga",2917
"G3900570","1810","Ohio","39","390","Greene County","057","0570","Greene",5870
"G3900590","1810","Ohio","39","390","Guernsey County","059","0590","Guernsey",3051
"G3900610","1810","Ohio","39","390","Hamilton County","061","0610","Hamilton",15258
"G3900710","1810","Ohio","39","390","Highland County","071","0710","Highland",5766
"G3900810","1810","Ohio","39","390","Jefferson County","081","0810","Jefferson",17260
"G3900830","1810","Ohio","39","390","Knox County","083","0830","Knox",2149
"G3900890","1810","Ohio","39","390","Licking County","089","0890","Licking",3852
"G3900970","1810","Ohio","39","390","Madison County","097","0970","Madison",1603
"G3901090","1810","Ohio","39","390","Miami County","109","1090","Miami",3941
"G3901130","1810","Ohio","39","390","Montgomery County","113","1130","Montgomery",7722
"G3901190","1810","Ohio","39","390","Muskingum County","119","1190","Muskingum",10036
"G3901290","1810","Ohio","39","390","Pickaway County","129","1290","Pickaway",7124
"G3901330","1810","Ohio","39","390","Portage County","133","1330","Portage",2995
"G3901350","1810","Ohio","39","390","Preble County","135","1350","Preble",3304
"G3901410","1810","Ohio","39","390","Ross County","141","1410","Ross",15514
"G3901450","1810","Ohio","39","390","Scioto County","145","1450","Scioto",3399
"G3901510","1810","Ohio","39","390","Stark County","151","1510","Stark",2734
"G3901550","1810","Ohio","39","390","Trumbull County","155","1550","Trumbull",8671
"G3901570","1810","Ohio","39","390","Tuscarawas County","157","1570","Tuscarawas",3045
"G3901650","1810","Ohio","39","390","Warren County","165","1650","Warren",9925
"G3901670","1810","Ohio","39","390","Washington County","167","1670","Washington",5991
"G4170015","1810","Orleans Territory",,"417","Ascension Parish",,"0015","Ascension",2219
"G4170035","1810","Orleans Territory",,"417","Assumption Parish",,"0035","Assumption",2472
"G4170055","1810","Orleans Territory",,"417","Attakapas Parish",,"0055","Attakapas",7369
"G4170075","1810","Orleans Territory",,"417","Avoyelles Parish",,"0075","Avoyelles",1209
"G4170095","1810","Orleans Territory",,"417","Catahoula Parish",,"0095","Catahoula",1164
"G4170115","1810","Orleans Territory",,"417","Concordia Parish",,"0115","Concordia",2895
"G4170135","1810","Orleans Territory",,"417","Iberville Parish",,"0135","Iberville",2679
"G4170155","1810","Orleans Territory",,"417","Lafourche Parish",,"0155","Lafourche",1995
"G4170175","1810","Orleans Territory",,"417","Natchitoches Parish",,"0175","Natchitoches",2870
"G4170195","1810","Orleans Territory",,"417","Opelousas Parish",,"0195","Opelousas",5048
"G4170215","1810","Orleans Territory",,"417","Orleans Parish",,"0215","Orleans",24552
"G4170235","1810","Orleans Territory",,"417","Ouachitta Parish",,"0235","Ouachitta",1077
"G4170255","1810","Orleans Territory",,"417","Plaquemines Parish",,"0255","Plaquemines",1549
"G4170275","1810","Orleans Territory",,"417","Pointe Coupee Parish",,"0275","Pointe Coupee",4539
"G4170295","1810","Orleans Territory",,"417","Rapides Parish",,"0295","Rapides",2200
"G4170315","1810","Orleans Territory",,"417","St Bernard Parish",,"0315","St Bernard",1020
"G4170335","1810","Orleans Territory",,"417","St Charles Parish",,"0335","St Charles",3291
"G4170355","1810","Orleans Territory",,"417","St James Parish",,"0355","St James",3955
"G4170375","1810","Orleans Territory",,"417","St John Baptiste Parish",,"0375","St John Baptiste",2990
"G4170395","1810","Orleans Territory",,"417","West Baton Rouge Parish",,"0395","West Baton Rouge",1463
"G4200010","1810","Pennsylvania","42","420","Adams County","001","0010","Adams",15152
