GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,B5S001,B5S002,B5S003,B5S004,B5S005,B5S006,B5S007,B5S008,B5S009,B5S010,B5S011,B5S012,B5S013,B5S014
"G2800430","1960","Mississippi","280","Grenada","0430","Grenada",4455,4350,1,0,0,0,2,4897,4700,3,1,0,0,0
"G2800450","1960","Mississippi","280","Hancock","0450","Hancock",5972,1075,0,0,0,0,0,5812,1171,7,0,0,0,2
"G2800470","1960","Mississippi","280","Harrison","0470","Harrison",54685,9212,25,35,11,23,11,45548,9845,25,34,9,6,20
"G2800490","1960","Mississippi","280","Hinds","0490","Hinds",53379,35181,10,9,10,1,15,58826,39569,11,17,8,2,7
"G2800510","1960","Mississippi","280","Holmes","0510","Holmes",3692,9286,0,0,5,0,2,3903,10202,0,0,3,0,3
"G2800530","1960","Mississippi","280","Humphreys","0530","Humphreys",2886,6406,0,0,19,0,0,2872,6894,1,0,14,0,1
"G2800550","1960","Mississippi","280","Issaquena","0550","Issaquena",602,1179,1,0,0,0,0,574,1220,0,0,0,0,0
"G2800570","1960","Mississippi","280","Itawamba","0570","Itawamba",7015,419,0,0,0,0,0,7191,453,1,0,0,1,0
"G2800590","1960","Mississippi","280","Jackson","0590","Jackson",22596,5305,3,3,0,0,20,22062,5512,5,2,0,0,14
"G2800610","1960","Mississippi","280","Jasper","0610","Jasper",4194,4134,27,1,1,1,5,4208,4303,31,0,0,1,3
"G2800630","1960","Mississippi","280","Jefferson","0630","Jefferson",1219,3706,0,0,0,0,0,1270,3946,1,0,0,0,0
"G2800650","1960","Mississippi","280","Jefferson Davis","0650","Jefferson Davis",3047,3645,3,0,0,0,0,3079,3763,3,0,0,0,0
"G2800670","1960","Mississippi","280","Jones","0670","Jones",21806,7344,23,2,0,0,1,22289,8049,22,5,0,0,1
"G2800690","1960","Mississippi","280","Kemper","0690","Kemper",2398,3598,106,0,1,0,0,2430,3614,129,0,0,1,0
"G2800710","1960","Mississippi","280","Lafayette","0710","Lafayette",7347,3499,3,1,9,0,15,6763,3709,2,0,5,0,2
"G2800730","1960","Mississippi","280","Lamar","0730","Lamar",5845,1127,0,0,0,0,1,5598,1104,0,0,0,0,0
"G2800750","1960","Mississippi","280","Lauderdale","0750","Lauderdale",20627,10761,5,0,0,0,1,23008,12703,10,3,0,0,1
"G2800770","1960","Mississippi","280","Lawrence","0770","Lawrence",3199,1902,0,0,0,0,0,3155,1959,0,0,0,0,0
"G2800790","1960","Mississippi","280","Leake","0790","Leake",5269,3732,249,0,0,0,0,5290,3850,270,0,0,0,0
"G2800810","1960","Mississippi","280","Lee","0810","Lee",14812,4881,0,1,0,0,0,15488,5403,1,3,0,0,0
"G2800830","1960","Mississippi","280","Leflore","0830","Leflore",7936,14426,7,0,69,0,1,8763,15881,3,1,54,0,1
"G2800850","1960","Mississippi","280","Lincoln","0850","Lincoln",9089,3951,4,1,0,0,1,9318,4389,4,2,0,0,0
"G2800870","1960","Mississippi","280","Lowndes","0870","Lowndes",13890,8473,7,0,2,0,3,14981,9270,5,2,1,1,4
"G2800890","1960","Mississippi","280","Madison","0890","Madison",4517,11550,0,0,3,0,2,4750,12080,0,0,0,1,1
"G2800910","1960","Mississippi","280","Marion","0910","Marion",7677,3758,0,0,0,0,1,7731,4125,0,0,0,0,1
"G2800930","1960","Mississippi","280","Marshall","0930","Marshall",3528,8421,0,0,0,0,0,3736,8818,0,0,0,0,0
"G2800950","1960","Mississippi","280","Monroe","0950","Monroe",10690,5688,1,0,1,0,0,11242,6324,1,1,2,2,1
"G2800970","1960","Mississippi","280","Montgomery","0970","Montgomery",3524,2896,1,0,0,0,0,3825,3072,2,0,0,0,0
"G2800990","1960","Mississippi","280","Neshoba","0990","Neshoba",7328,2279,581,0,1,0,1,7698,2407,631,0,0,1,0
"G2801010","1960","Mississippi","280","Newton","1010","Newton",6347,2966,174,0,0,0,0,6603,3217,210,0,0,0,0
"G2801030","1960","Mississippi","280","Noxubee","1030","Noxubee",2312,5849,23,0,0,0,0,2412,6215,15,0,0,0,0
"G2801050","1960","Mississippi","280","Oktibbeha","1050","Oktibbeha",8557,5479,0,1,10,0,1,6170,5956,0,0,1,0,0
"G2801070","1960","Mississippi","280","Panola","1070","Panola",6166,7998,1,0,6,0,0,6399,8218,1,0,2,0,0
"G2801090","1960","Mississippi","280","Pearl River","1090","Pearl River",8642,2473,6,0,0,0,4,8579,2704,3,0,0,0,0
"G2801110","1960","Mississippi","280","Perry","1110","Perry",3166,1176,1,0,0,0,0,3167,1235,0,0,0,0,0
"G2801130","1960","Mississippi","280","Pike","1130","Pike",9500,7382,1,0,1,0,1,10155,8015,7,0,1,0,0
"G2801150","1960","Mississippi","280","Pontotoc","1150","Pontotoc",6876,1641,1,0,0,0,0,7070,1643,0,1,0,0,0
"G2801170","1960","Mississippi","280","Prentiss","1170","Prentiss",7662,1028,0,0,0,0,0,8101,1157,0,0,0,1,0
"G2801190","1960","Mississippi","280","Quitman","1190","Quitman",3809,6399,0,0,28,0,0,3906,6855,1,0,21,0,0
"G2801210","1960","Mississippi","280","Rankin","1210","Rankin",10784,6284,0,2,0,0,0,10720,6522,1,4,3,0,2
"G2801230","1960","Mississippi","280","Scott","1230","Scott",6453,3894,19,0,0,0,0,6597,4195,27,0,0,0,2
"G2801250","1960","Mississippi","280","Sharkey","1250","Sharkey",1607,3550,2,0,11,0,0,1640,3919,2,0,5,0,2
"G2801270","1960","Mississippi","280","Simpson","1270","Simpson",6667,3529,0,0,1,2,2,6587,3665,0,0,0,0,1
"G2801290","1960","Mississippi","280","Smith","1290","Smith",5550,1626,5,0,0,0,0,5506,1609,4,3,0,0,0
"G2801310","1960","Mississippi","280","Stone","1310","Stone",2668,852,1,0,0,0,0,2634,857,0,1,0,0,0
"G2801330","1960","Mississippi","280","Sunflower","1330","Sunflower",7554,15481,16,0,77,2,2,7176,15374,6,0,56,3,3
"G2801350","1960","Mississippi","280","Tallahatchie","1350","Tallahatchie",4261,7475,20,0,36,0,2,4319,7925,18,1,22,0,2
"G2801370","1960","Mississippi","280","Tate","1370","Tate",3865,5015,0,0,0,0,0,3831,5424,2,0,0,0,1
"G2801390","1960","Mississippi","280","Tippah","1390","Tippah",6004,1382,0,0,0,0,0,6333,1361,1,3,7,0,2
"G2801410","1960","Mississippi","280","Tishomingo","1410","Tishomingo",6478,350,1,0,0,0,0,6732,327,1,0,0,0,0
"G2801430","1960","Mississippi","280","Tunica","1430","Tunica",1727,6563,0,0,2,0,0,1778,6752,0,0,4,0,0
"G2801450","1960","Mississippi","280","Union","1450","Union",7713,1624,0,0,0,0,0,7879,1688,0,0,0,0,0
"G2801470","1960","Mississippi","280","Walthall","1470","Walthall",3706,2925,0,0,0,0,0,3706,3174,0,0,0,1,0
"G2801490","1960","Mississippi","280","Warren","1490","Warren",10813,9050,2,0,46,0,0,11634,10610,8,2,41,0,0
"G2801510","1960","Mississippi","280","Washington","1510","Washington",17683,20212,5,3,160,0,12,17556,22885,5,5,104,1,7
"G2801530","1960","Mississippi","280","Wayne","1530","Wayne",5248,2859,0,4,0,1,0,5201,2940,2,3,0,0,0
"G2801550","1960","Mississippi","280","Webster","1550","Webster",3913,1264,1,0,0,0,10,4025,1355,1,0,0,0,11
"G2801570","1960","Mississippi","280","Wilkinson","1570","Wilkinson",1897,4640,0,0,0,0,0,1910,4788,0,0,0,0,0
"G2801590","1960","Mississippi","280","Winston","1590","Winston",5350,4100,56,0,0,0,0,5503,4178,59,0,0,0,0
"G2801610","1960","Mississippi","280","Yalobusha","1610","Yalobusha",3410,2716,0,0,0,1,0,3552,2822,1,0,0,0,0
"G2801630","1960","Mississippi","280","Yazoo","1630","Yazoo",6231,9017,15,0,0,0,1,6631,9742,12,0,0,0,4
"G2900010","1960","Missouri","290","Adair","0010","Adair",9867,31,0,7,10,1,13,10114,39,0,14,4,2,3
"G2900030","1960","Missouri","290","Andrew","0030","Andrew",5507,2,2,0,0,0,0,5545,3,3,0,0,0,0
"G2900050","1960","Missouri","290","Atchison","0050","Atchison",4535,1,0,0,2,0,1,4669,2,1,0,0,0,2
"G2900070","1960","Missouri","290","Audrain","0070","Audrain",11872,786,2,1,0,0,0,12545,868,1,4,0,0,0
"G2900090","1960","Missouri","290","Barry","0090","Barry",9257,0,0,2,0,0,0,9654,5,1,1,0,0,1
"G2900110","1960","Missouri","290","Barton","0110","Barton",5518,0,3,0,0,0,1,5587,1,3,0,0,0,0
"G2900130","1960","Missouri","290","Bates","0130","Bates",7829,72,1,0,0,0,0,7941,62,0,0,0,0,0
"G2900150","1960","Missouri","290","Benton","0150","Benton",4367,12,0,0,0,0,1,4345,10,2,0,0,0,0
"G2900170","1960","Missouri","290","Bollinger","0170","Bollinger",4601,0,0,0,0,0,0,4566,0,0,0,0,0,0
"G2900190","1960","Missouri","290","Boone","0190","Boone",25582,1559,5,26,28,4,97,26147,1709,5,16,12,2,10
"G2900210","1960","Missouri","290","Buchanan","0210","Buchanan",41927,1242,8,2,2,4,12,46011,1340,9,7,1,5,11
"G2900230","1960","Missouri","290","Butler","0230","Butler",15836,1200,5,1,0,1,2,16288,1311,4,4,0,3,1
"G2900250","1960","Missouri","290","Caldwell","0250","Caldwell",4329,1,0,0,0,0,0,4496,4,0,0,0,0,0
"G2900270","1960","Missouri","290","Callaway","0270","Callaway",11083,1107,1,1,2,0,0,10739,921,1,0,0,1,2
"G2900290","1960","Missouri","290","Camden","0290","Camden",4621,3,2,3,0,0,0,4476,8,0,3,0,0,0
"G2900310","1960","Missouri","290","Cape Girardeau","0310","Cape Girardeau",19893,537,2,9,3,0,0,20903,655,1,11,1,0,5
"G2900330","1960","Missouri","290","Carroll","0330","Carroll",6671,126,0,0,0,0,0,6918,132,0,0,0,0,0
"G2900350","1960","Missouri","290","Carter","0350","Carter",2024,0,0,0,0,0,0,1949,0,0,0,0,0,0
"G2900370","1960","Missouri","290","Cass","0370","Cass",15095,191,14,9,1,0,7,14241,116,3,10,0,3,12
"G2900390","1960","Missouri","290","Cedar","0390","Cedar",4547,0,7,0,0,0,2,4624,0,2,0,0,1,2
"G2900410","1960","Missouri","290","Chariton","0410","Chariton",5908,416,3,0,0,0,0,5952,436,3,1,0,1,0
"G2900430","1960","Missouri","290","Christian","0430","Christian",6142,2,0,0,0,0,0,6212,2,1,0,0,0,0
"G2900450","1960","Missouri","290","Clark","0450","Clark",4360,3,1,0,0,0,0,4356,5,0,0,0,0,0
"G2900470","1960","Missouri","290","Clay","0470","Clay",42855,361,16,8,9,0,31,43786,362,22,16,4,1,3
"G2900490","1960","Missouri","290","Clinton","0490","Clinton",5477,148,0,0,0,0,0,5780,183,0,0,0,0,0
"G2900510","1960","Missouri","290","Cole","0510","Cole",19384,2224,1,4,0,0,5,18196,937,1,5,0,0,4
"G2900530","1960","Missouri","290","Cooper","0530","Cooper",7270,675,0,3,0,0,0,6977,521,0,0,0,0,2
"G2900550","1960","Missouri","290","Crawford","0550","Crawford",6310,2,2,0,0,0,0,6330,2,1,0,0,0,0
"G2900570","1960","Missouri","290","Dade","0570","Dade",3746,32,1,0,0,0,0,3762,34,1,1,0,0,0
"G2900590","1960","Missouri","290","Dallas","0590","Dallas",4697,0,2,0,0,0,0,4612,0,3,0,0,0,0
"G2900610","1960","Missouri","290","Daviess","0610","Daviess",4714,18,2,0,0,0,0,4754,12,2,0,0,0,0
"G2900630","1960","Missouri","290","DeKalb","0630","De Kalb",3589,0,0,0,0,0,0,3636,0,1,0,0,0,0
"G2900650","1960","Missouri","290","Dent","0650","Dent",5152,0,0,0,0,0,0,5292,1,0,0,0,0,0
"G2900670","1960","Missouri","290","Douglas","0670","Douglas",4931,0,0,0,0,0,0,4718,2,1,0,0,1,0
"G2900690","1960","Missouri","290","Dunklin","0690","Dunklin",18446,767,4,1,0,0,0,19061,846,4,8,0,1,1
"G2900710","1960","Missouri","290","Franklin","0710","Franklin",21871,279,1,1,0,1,1,22143,264,1,2,1,0,1
"G2900730","1960","Missouri","290","Gasconade","0730","Gasconade",6076,0,0,0,0,0,0,6115,2,1,0,0,1,0
"G2900750","1960","Missouri","290","Gentry","0750","Gentry",4321,0,3,0,2,0,0,4458,4,4,0,1,0,0
"G2900770","1960","Missouri","290","Greene","0770","Greene",59459,1247,47,17,16,6,9,64296,1111,20,23,7,8,10
"G2900790","1960","Missouri","290","Grundy","0790","Grundy",5954,8,1,0,0,0,0,6247,10,0,0,0,0,0
"G2900810","1960","Missouri","290","Harrison","0810","Harrison",5750,1,1,0,0,0,0,5847,0,4,0,0,0,0
"G2900830","1960","Missouri","290","Henry","0830","Henry",9213,115,1,6,2,1,2,9756,123,4,2,1,0,0
"G2900850","1960","Missouri","290","Hickory","0850","Hickory",2308,0,0,0,0,0,0,2208,0,0,0,0,0,0
"G2900870","1960","Missouri","290","Holt","0870","Holt",3949,1,3,0,0,0,2,3924,1,1,1,0,0,3
"G2900890","1960","Missouri","290","Howard","0890","Howard",4818,520,0,1,0,0,3,4943,571,0,2,0,0,1
"G2900910","1960","Missouri","290","Howell","0910","Howell",10785,42,1,1,1,1,0,11146,44,5,1,0,0,0
"G2900930","1960","Missouri","290","Iron","0930","Iron",3952,25,1,0,0,1,0,4039,23,0,0,0,0,0
"G2900950","1960","Missouri","290","Jackson","0950","Jackson",256411,40133,203,105,60,107,128,281110,43889,226,150,52,53,105
"G2900970","1960","Missouri","290","Jasper","0970","Jasper",36925,504,27,5,0,4,7,40790,545,36,11,1,1,7
"G2900990","1960","Missouri","290","Jefferson","0990","Jefferson",33150,414,2,1,3,4,0,32372,417,4,4,1,3,2
"G2901010","1960","Missouri","290","Johnson","1010","Johnson",14450,498,13,15,2,1,23,13564,368,5,20,2,3,17
"G2901030","1960","Missouri","290","Knox","1030","Knox",3265,8,1,0,0,0,0,3274,10,0,0,0,0,0
"G2901050","1960","Missouri","290","Laclede","1050","Laclede",9318,73,0,1,0,0,0,9493,96,0,9,0,1,0
"G2901070","1960","Missouri","290","Lafayette","1070","Lafayette",12175,467,2,0,1,0,2,12124,501,1,0,0,0,1
"G2901090","1960","Missouri","290","Lawrence","1090","Lawrence",11371,29,8,1,0,4,1,11818,18,6,2,0,2,0
"G2901110","1960","Missouri","290","Lewis","1110","Lewis",5224,234,3,3,2,0,0,5278,233,3,2,1,0,1
"G2901130","1960","Missouri","290","Lincoln","1130","Lincoln",7036,276,0,0,0,0,2,7195,267,0,0,0,0,7
"G2901150","1960","Missouri","290","Linn","1150","Linn",8005,100,0,0,1,0,1,8579,125,2,0,2,0,0
"G2901170","1960","Missouri","290","Livingston","1170","Livingston",7398,137,0,0,3,1,0,8023,199,7,0,2,0,1
"G2901190","1960","Missouri","290","McDonald","1190","Mcdonald",5828,3,20,1,0,0,0,5917,2,20,2,0,0,5
"G2901210","1960","Missouri","290","Macon","1210","Macon",7832,149,3,0,0,1,0,8325,158,3,2,0,0,0
"G2901230","1960","Missouri","290","Madison","1230","Madison",4590,14,0,0,0,0,0,4743,18,1,0,0,0,0
"G2901250","1960","Missouri","290","Maries","1250","Maries",3737,0,0,0,0,0,0,3542,1,1,0,1,0,0
"G2901270","1960","Missouri","290","Marion","1270","Marion",13346,737,0,2,1,0,7,14593,829,0,6,0,1,0
"G2901290","1960","Missouri","290","Mercer","1290","Mercer",2854,2,0,0,0,0,0,2893,1,0,0,0,0,0
"G2901310","1960","Missouri","290","Miller","1310","Miller",6905,11,0,0,0,0,0,6869,9,1,1,0,0,4
"G2901330","1960","Missouri","290","Mississippi","1330","Mississippi",7773,2412,0,0,0,0,0,7978,2529,2,1,0,0,0
"G2901350","1960","Missouri","290","Moniteau","1350","Moniteau",5036,63,0,0,0,0,0,5312,89,0,0,0,0,0
"G2901370","1960","Missouri","290","Monroe","1370","Monroe",5058,265,0,0,0,0,0,5117,248,0,0,0,0,0
"G2901390","1960","Missouri","290","Montgomery","1390","Montgomery",5197,267,0,0,0,1,2,5356,272,0,1,0,1,0
"G2901410","1960","Missouri","290","Morgan","1410","Morgan",4701,84,0,0,0,0,0,4608,82,1,0,0,0,0
"G2901430","1960","Missouri","290","New Madrid","1430","New Madrid",12529,3127,4,0,0,0,0,12479,3209,2,0,0,0,0
"G2901450","1960","Missouri","290","Newton","1450","Newton",14639,70,24,0,0,0,3,15240,83,25,1,0,1,7
"G2901470","1960","Missouri","290","Nodaway","1470","Nodaway",11082,5,1,1,0,1,6,11111,3,2,3,0,0,0
"G2901490","1960","Missouri","290","Oregon","1490","Oregon",4821,1,1,0,0,0,0,5020,2,0,0,0,0,0
"G2901510","1960","Missouri","290","Osage","1510","Osage",5530,8,0,0,0,0,0,5323,6,0,0,0,0,0
"G2901530","1960","Missouri","290","Ozark","1530","Ozark",3453,0,1,0,0,0,0,3288,0,1,1,0,0,0
"G2901550","1960","Missouri","290","Pemiscot","1550","Pemiscot",13777,4987,1,0,0,0,2,14057,5268,3,0,0,0,0
"G2901570","1960","Missouri","290","Perry","1570","Perry",7343,6,0,1,0,2,2,7285,3,0,0,0,0,0
"G2901590","1960","Missouri","290","Pettis","1590","Pettis",16143,820,0,5,0,0,5,17184,947,2,8,0,1,5
"G2901610","1960","Missouri","290","Phelps","1610","Phelps",13576,79,1,9,13,3,53,11571,72,0,12,0,2,5
"G2901630","1960","Missouri","290","Pike","1630","Pike",7564,631,1,0,0,0,0,7841,667,0,1,0,1,0
"G2901650","1960","Missouri","290","Platte","1650","Platte",11614,181,19,6,3,0,9,11392,107,6,6,1,0,6
"G2901670","1960","Missouri","290","Polk","1670","Polk",6827,0,1,1,1,0,0,6921,0,1,1,0,0,0
"G2901690","1960","Missouri","290","Pulaski","1690","Pulaski",30873,2025,94,44,10,70,23,12440,747,23,140,3,53,22
"G2901710","1960","Missouri","290","Putnam","1710","Putnam",3472,0,0,0,0,0,0,3525,2,0,0,0,0,0
"G2901730","1960","Missouri","290","Ralls","1730","Ralls",3997,111,0,0,0,0,0,3868,101,1,0,0,0,0
"G2901750","1960","Missouri","290","Randolph","1750","Randolph",10005,534,1,0,1,1,3,10861,599,3,4,0,0,2
"G2901770","1960","Missouri","290","Ray","1770","Ray",7880,171,2,0,0,0,0,7836,184,0,1,0,1,0
"G2901790","1960","Missouri","290","Reynolds","1790","Reynolds",2587,0,2,0,0,4,0,2565,0,1,1,0,1,0
"G2901810","1960","Missouri","290","Ripley","1810","Ripley",4550,0,1,0,0,0,0,4541,2,0,2,0,0,0
"G2901830","1960","Missouri","290","St Charles","1830","St Charles",25499,422,6,8,4,1,2,26555,446,5,12,4,3,3
"G2901850","1960","Missouri","290","St Clair","1850","St Clair",4183,16,0,0,0,0,0,4202,20,0,0,0,0,0
"G2901860","1960","Missouri","290","Ste Genevieve","1860","Ste Genevieve",6059,36,0,0,0,0,0,5987,34,0,0,0,0,0
"G2901870","1960","Missouri","290","St Francois","1870","St Francois",17685,75,1,1,2,1,1,18650,92,4,3,0,1,0
"G2901890","1960","Missouri","290","St Louis","1890","St Louis",333379,9039,50,146,109,67,79,350273,9968,53,172,106,51,40
"G2901950","1960","Missouri","290","Saline","1950","Saline",11737,669,1,2,0,0,0,12045,690,2,1,0,0,1
"G2901970","1960","Missouri","290","Schuyler","1970","Schuyler",2460,0,1,0,0,0,0,2588,0,1,0,2,0,0
"G2901990","1960","Missouri","290","Scotland","1990","Scotland",3188,2,0,0,0,0,0,3291,2,1,0,0,0,0
"G2902010","1960","Missouri","290","Scott","2010","Scott",14479,1499,0,2,0,0,0,15097,1667,0,3,0,1,0
"G2902030","1960","Missouri","290","Shannon","2030","Shannon",3583,0,1,0,0,0,0,3500,0,3,0,0,0,0
"G2902050","1960","Missouri","290","Shelby","2050","Shelby",4339,92,0,0,0,0,1,4528,102,0,0,0,0,1
"G2902070","1960","Missouri","290","Stoddard","2070","Stoddard",13582,1019,1,2,0,0,2,13900,975,1,6,0,0,2
"G2902090","1960","Missouri","290","Stone","2090","Stone",4134,0,3,1,0,0,0,4029,3,5,1,0,0,0
"G2902110","1960","Missouri","290","Sullivan","2110","Sullivan",4413,1,4,0,0,0,0,4362,1,0,1,0,0,1
"G2902130","1960","Missouri","290","Taney","2130","Taney",5189,0,0,0,0,0,0,5047,0,0,1,1,0,0
"G2902150","1960","Missouri","290","Texas","2150","Texas",8924,2,0,1,0,0,1,8821,3,2,2,0,2,0
"G2902170","1960","Missouri","290","Vernon","2170","Vernon",9786,8,2,3,0,1,1,10727,7,1,2,0,1,1
"G2902190","1960","Missouri","290","Warren","2190","Warren",4238,179,0,0,0,0,0,4155,177,0,0,0,0,1
"G2902210","1960","Missouri","290","Washington","2210","Washington",7180,71,3,0,1,0,0,7024,64,3,0,0,0,0
"G2902230","1960","Missouri","290","Wayne","2230","Wayne",4380,3,5,0,0,0,0,4243,1,6,0,0,0,0
"G2902250","1960","Missouri","290","Webster","2250","Webster",6897,10,0,0,0,0,0,6838,7,1,0,0,0,0
"G2902270","1960","Missouri","290","Worth","2270","Worth",1915,0,0,0,0,0,0,2021,0,0,0,0,0,0
"G2902290","1960","Missouri","290","Wright","2290","Wright",6926,48,1,0,0,0,3,7155,44,6,0,0,0,0
"G2905100","1960","Missouri","290","St Louis City","5100","St Louis City",247978,100159,233,122,242,140,147,286026,114218,233,153,206,71,98
"G3000010","1960","Montana","300","Beaverhead","0010","Beaverhead",3870,1,16,3,0,0,0,3289,0,9,4,0,1,1
"G3000030","1960","Montana","300","Big Horn","0030","Big Horn",3376,5,1619,24,0,1,7,3208,9,1715,29,0,3,11
"G3000050","1960","Montana","300","Blaine","0050","Blaine",3351,7,884,2,0,1,0,3019,7,817,2,0,0,1
"G3000070","1960","Montana","300","Broadwater","0070","Broadwater",1508,0,0,1,0,0,0,1295,0,0,0,0,0,0
"G3000090","1960","Montana","300","Carbon","0090","Carbon",4195,0,4,4,0,0,0,4105,2,1,4,0,0,2
"G3000110","1960","Montana","300","Carter","0110","Carter",1349,0,3,0,0,0,0,1140,0,1,0,0,0,0
"G3000130","1960","Montana","300","Cascade","0130","Cascade",36609,334,371,32,19,54,25,35250,183,377,83,7,52,22
"G3000150","1960","Montana","300","Chouteau","0150","Chouteau",3812,0,58,1,0,0,3,3418,0,55,1,0,0,0
"G3000170","1960","Montana","300","Custer","0170","Custer",6651,10,75,7,1,4,1,6436,8,14,12,0,2,6
"G3000190","1960","Montana","300","Daniels","0190","Daniels",1946,0,2,0,0,0,0,1804,0,1,0,0,0,2
"G3000210","1960","Montana","300","Dawson","0210","Dawson",6232,0,8,2,0,0,1,6060,2,6,2,0,1,0
"G3000230","1960","Montana","300","Deer Lodge","0230","Deer Lodge",9441,58,60,0,6,7,5,8946,44,64,0,0,6,3
"G3000250","1960","Montana","300","Fallon","0250","Fallon",2032,0,0,0,0,0,1,1960,1,1,1,0,0,1
"G3000270","1960","Montana","300","Fergus","0270","Fergus",7165,6,27,2,3,0,1,6793,6,11,2,0,0,2
"G3000290","1960","Montana","300","Flathead","0290","Flathead",16399,15,66,23,4,14,2,16339,12,51,27,0,6,7
"G3000310","1960","Montana","300","Gallatin","0310","Gallatin",13399,10,12,11,9,5,26,12529,10,12,13,2,2,5
"G3000330","1960","Montana","300","Garfield","0330","Garfield",1078,0,1,0,0,0,0,902,0,0,0,0,0,0
"G3000350","1960","Montana","300","Glacier","0350","Glacier",3782,15,2228,2,3,0,0,3408,9,2109,8,0,0,1
"G3000370","1960","Montana","300","Golden Valley","0370","Golden Valley",652,0,0,0,0,0,0,551,0,0,0,0,0,0
"G3000390","1960","Montana","300","Granite","0390","Granite",1577,0,10,0,0,0,1,1413,0,12,0,0,0,1
"G3000410","1960","Montana","300","Hill","0410","Hill",8816,13,564,23,11,1,5,8584,11,592,24,6,0,3
"G3000430","1960","Montana","300","Jefferson","0430","Jefferson",2171,2,26,0,0,0,3,2065,2,24,1,0,0,3
"G3000450","1960","Montana","300","Judith Basin","0450","Judith Basin",1627,0,3,2,0,0,0,1446,1,4,1,0,1,0
"G3000470","1960","Montana","300","Lake","0470","Lake",5948,8,768,0,0,0,0,5661,8,709,1,1,0,0
"G3000490","1960","Montana","300","Lewis And Clark","0490","Lewis And Clark",13498,42,173,2,14,3,3,14018,29,195,5,17,1,6
"G3000510","1960","Montana","300","Liberty","0510","Liberty",1379,0,6,0,0,0,1,1234,0,4,0,0,0,0
"G3000530","1960","Montana","300","Lincoln","0530","Lincoln",6558,1,22,0,1,1,0,5926,2,22,0,0,3,1
"G3000550","1960","Montana","300","McCone","0550","Mccone",1779,0,1,0,0,0,0,1539,0,2,0,0,0,0
"G3000570","1960","Montana","300","Madison","0570","Madison",2726,2,30,0,0,0,5,2431,0,13,0,0,0,4
"G3000590","1960","Montana","300","Meagher","0590","Meagher",1422,4,4,0,0,0,0,1183,1,1,1,0,0,0
"G3000610","1960","Montana","300","Mineral","0610","Mineral",1580,0,9,0,0,1,2,1438,0,4,0,0,1,2
"G3000630","1960","Montana","300","Missoula","0630","Missoula",22169,34,184,12,18,2,14,21984,20,192,15,12,1,6
"G3000650","1960","Montana","300","Musselshell","0650","Musselshell",2537,0,2,1,0,0,0,2339,3,4,1,1,0,0
"G3000670","1960","Montana","300","Park","0670","Park",6697,2,8,16,3,0,1,6420,6,8,6,1,0,0
"G3000690","1960","Montana","300","Petroleum","0690","Petroleum",502,0,3,0,0,0,0,387,0,2,0,0,0,0
"G3000710","1960","Montana","300","Phillips","0710","Phillips",3024,1,171,5,0,0,2,2686,2,132,3,0,0,1
"G3000730","1960","Montana","300","Pondera","0730","Pondera",3598,0,294,0,0,5,0,3479,0,274,0,0,3,0
"G3000750","1960","Montana","300","Powder River","0750","Powder River",1287,0,7,1,2,1,1,1165,0,7,3,5,1,5
"G3000770","1960","Montana","300","Powell","0770","Powell",3741,15,111,5,0,1,2,3102,1,16,6,0,0,2
"G3000790","1960","Montana","300","Prairie","0790","Prairie",1184,0,6,0,0,0,0,1117,0,11,0,0,0,0
"G3000810","1960","Montana","300","Ravalli","0810","Ravalli",6174,0,35,1,5,0,0,6082,1,32,1,9,0,1
"G3000830","1960","Montana","300","Richland","0830","Richland",5257,0,4,1,5,1,2,5209,0,15,2,6,0,2
"G3000850","1960","Montana","300","Roosevelt","0850","Roosevelt",4610,7,1381,12,0,0,8,4348,4,1352,6,1,0,2
"G3000870","1960","Montana","300","Rosebud","0870","Rosebud",2517,2,681,1,0,0,0,2317,5,663,1,0,0,0
"G3000890","1960","Montana","300","Sanders","0890","Sanders",3394,0,208,3,0,0,0,3075,1,198,1,0,0,0
"G3000910","1960","Montana","300","Sheridan","0910","Sheridan",3354,2,13,2,0,0,0,3068,4,15,0,0,0,0
"G3000930","1960","Montana","300","Silver Bow","0930","Silver Bow",22674,46,66,1,11,37,13,23453,36,91,5,6,14,1
"G3000950","1960","Montana","300","Stillwater","0950","Stillwater",2856,0,7,0,0,0,0,2655,1,5,1,0,0,1
"G3000970","1960","Montana","300","Sweet Grass","0970","Sweet Grass",1689,0,0,0,0,0,0,1601,0,0,0,0,0,0
"G3000990","1960","Montana","300","Teton","0990","Teton",3800,1,17,0,0,0,3,3453,0,17,0,0,0,4
"G3001010","1960","Montana","300","Toole","1010","Toole",4084,1,21,3,1,1,3,3767,0,17,5,0,0,1
"G3001030","1960","Montana","300","Treasure","1030","Treasure",704,0,0,0,0,0,0,639,0,2,0,0,0,0
"G3001050","1960","Montana","300","Valley","1050","Valley",8703,98,303,11,0,2,16,7543,58,303,25,0,7,11
"G3001070","1960","Montana","300","Wheatland","1070","Wheatland",1564,0,10,2,0,0,1,1442,1,5,1,0,0,0
"G3001090","1960","Montana","300","Wibaux","1090","Wibaux",865,0,2,0,0,0,0,831,0,0,0,0,0,0
"G3001110","1960","Montana","300","Yellowstone","1110","Yellowstone",38434,122,209,27,34,4,13,39793,113,201,41,16,2,7
