GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,B5S001,B5S002,B5S003,B5S004,B5S005,B5S006,B5S007,B5S008,B5S009,B5S010,B5S011,B5S012,B5S013,B5S014
"G3001130","1960","Montana","300","Yellowstone National Park","1130","Yellowstone National Park",28,0,0,0,0,0,0,19,0,0,0,0,0,0
"G3100010","1960","Nebraska","310","Adams","0010","Adams",13884,112,20,1,2,1,16,14766,97,26,1,1,2,15
"G3100030","1960","Nebraska","310","Antelope","0030","Antelope",5049,0,2,0,0,0,0,5125,0,0,0,0,0,0
"G3100050","1960","Nebraska","310","Arthur","0050","Arthur",360,0,0,0,0,0,0,320,0,0,0,0,0,0
"G3100070","1960","Nebraska","310","Banner","0070","Banner",647,0,0,0,0,0,0,622,0,0,0,0,0,0
"G3100090","1960","Nebraska","310","Blaine","0090","Blaine",512,0,0,0,0,1,0,503,0,0,0,0,0,0
"G3100110","1960","Nebraska","310","Boone","0110","Boone",4711,0,0,0,0,0,0,4420,0,1,2,0,0,0
"G3100130","1960","Nebraska","310","Box Butte","0130","Box Butte",5505,17,241,19,0,0,3,5626,19,235,18,0,0,5
"G3100150","1960","Nebraska","310","Boyd","0150","Boyd",2316,0,9,0,0,0,0,2179,1,8,0,0,0,0
"G3100170","1960","Nebraska","310","Brown","0170","Brown",2209,0,3,1,0,0,0,2215,0,3,5,0,0,0
"G3100190","1960","Nebraska","310","Buffalo","0190","Buffalo",13038,24,23,2,2,0,4,13124,8,4,1,2,1,3
"G3100210","1960","Nebraska","310","Burt","0210","Burt",5088,1,27,2,0,0,0,5044,4,22,0,0,0,4
"G3100230","1960","Nebraska","310","Butler","0230","Butler",5282,0,0,0,0,0,0,5030,0,0,0,0,0,0
"G3100250","1960","Nebraska","310","Cass","0250","Cass",8861,1,7,1,1,1,1,8924,5,9,5,0,3,2
"G3100270","1960","Nebraska","310","Cedar","0270","Cedar",6805,0,0,0,0,0,0,6558,1,4,0,0,0,0
"G3100290","1960","Nebraska","310","Chase","0290","Chase",2129,0,0,0,0,0,3,2180,0,0,0,0,0,5
"G3100310","1960","Nebraska","310","Cherry","0310","Cherry",4215,6,67,1,0,5,0,3851,3,62,2,0,6,0
"G3100330","1960","Nebraska","310","Cheyenne","0330","Cheyenne",7343,20,21,11,2,0,0,7380,11,27,10,2,0,1
"G3100350","1960","Nebraska","310","Clay","0350","Clay",4355,0,1,0,0,0,0,4358,2,0,1,0,0,0
"G3100370","1960","Nebraska","310","Colfax","0370","Colfax",4753,2,1,2,0,0,1,4829,5,0,2,0,0,0
"G3100390","1960","Nebraska","310","Cuming","0390","Cuming",6309,1,0,1,0,0,0,6120,3,0,1,0,0,0
"G3100410","1960","Nebraska","310","Custer","0410","Custer",8288,1,1,0,0,0,2,8217,1,2,2,0,0,3
"G3100430","1960","Nebraska","310","Dakota","0430","Dakota",5928,70,111,0,0,0,0,5856,72,125,0,0,0,6
"G3100450","1960","Nebraska","310","Dawes","0450","Dawes",4637,5,135,5,0,0,1,4628,5,117,3,0,0,0
"G3100470","1960","Nebraska","310","Dawson","0470","Dawson",9626,8,10,8,0,0,0,9739,4,5,5,0,0,0
"G3100490","1960","Nebraska","310","Deuel","0490","Deuel",1543,0,1,0,0,0,0,1581,0,0,0,0,0,0
"G3100510","1960","Nebraska","310","Dixon","0510","Dixon",4132,0,0,0,0,0,0,3972,1,0,1,0,0,0
"G3100530","1960","Nebraska","310","Dodge","0530","Dodge",15833,6,30,2,1,0,5,16535,8,36,10,0,1,4
"G3100550","1960","Nebraska","310","Douglas","0550","Douglas",154018,12365,352,94,76,31,44,163008,12904,353,123,59,17,46
"G3100570","1960","Nebraska","310","Dundy","0570","Dundy",1796,0,1,0,0,0,0,1770,0,2,1,0,0,0
"G3100590","1960","Nebraska","310","Fillmore","0590","Fillmore",4601,0,4,0,0,0,0,4793,5,17,0,0,2,3
"G3100610","1960","Nebraska","310","Franklin","0610","Franklin",2748,0,0,0,0,0,1,2700,0,0,0,0,0,0
"G3100630","1960","Nebraska","310","Frontier","0630","Frontier",2245,0,0,0,0,0,0,2066,0,0,0,0,0,0
"G3100650","1960","Nebraska","310","Furnas","0650","Furnas",3815,0,0,0,0,0,0,3893,0,0,0,0,0,3
"G3100670","1960","Nebraska","310","Gage","0670","Gage",13162,24,5,2,0,0,1,13601,16,4,3,0,0,0
"G3100690","1960","Nebraska","310","Garden","0690","Garden",1766,0,2,0,0,0,0,1701,0,3,0,0,0,0
"G3100710","1960","Nebraska","310","Garfield","0710","Garfield",1387,0,0,0,0,0,0,1309,1,0,0,0,0,2
"G3100730","1960","Nebraska","310","Gosper","0730","Gosper",1276,0,0,0,0,0,0,1213,0,0,0,0,0,0
"G3100750","1960","Nebraska","310","Grant","0750","Grant",526,0,0,1,0,0,0,477,0,2,3,0,0,0
"G3100770","1960","Nebraska","310","Greeley","0770","Greeley",2353,0,0,0,1,0,0,2241,0,0,0,0,0,0
"G3100790","1960","Nebraska","310","Hall","0790","Hall",17236,38,4,10,0,3,2,18407,44,3,4,0,0,6
"G3100810","1960","Nebraska","310","Hamilton","0810","Hamilton",4328,1,3,0,0,0,0,4377,1,3,0,0,0,1
"G3100830","1960","Nebraska","310","Harlan","0830","Harlan",2538,0,0,0,0,0,0,2543,0,0,0,0,0,0
"G3100850","1960","Nebraska","310","Hayes","0850","Hayes",995,0,0,0,0,0,0,924,0,0,0,0,0,0
"G3100870","1960","Nebraska","310","Hitchcock","0870","Hitchcock",2425,0,0,2,0,0,3,2390,1,0,5,0,0,3
"G3100890","1960","Nebraska","310","Holt","0890","Holt",6797,1,6,0,0,0,0,6911,0,6,0,0,1,0
"G3100910","1960","Nebraska","310","Hooker","0910","Hooker",563,0,0,0,0,0,0,567,0,0,0,0,0,0
"G3100930","1960","Nebraska","310","Howard","0930","Howard",3349,0,0,0,0,0,0,3190,1,0,0,0,0,1
"G3100950","1960","Nebraska","310","Jefferson","0950","Jefferson",5721,1,0,2,1,0,4,5885,1,0,1,0,0,4
"G3100970","1960","Nebraska","310","Johnson","0970","Johnson",3127,1,0,0,0,0,0,3153,0,0,0,0,0,0
"G3100990","1960","Nebraska","310","Kearney","0990","Kearney",3224,1,0,0,0,0,0,3355,0,0,0,0,0,0
"G3101010","1960","Nebraska","310","Keith","1010","Keith",3992,0,3,3,0,0,1,3956,1,1,1,0,0,0
"G3101030","1960","Nebraska","310","Keya Paha","1030","Keya Paha",846,0,1,0,0,0,0,824,0,1,0,0,0,0
"G3101050","1960","Nebraska","310","Kimball","1050","Kimball",3981,0,7,1,0,0,4,3964,1,12,0,0,0,5
"G3101070","1960","Nebraska","310","Knox","1070","Knox",6651,0,197,0,0,0,0,6288,3,158,2,0,0,1
"G3101090","1960","Nebraska","310","Lancaster","1090","Lancaster",75082,1456,239,51,58,17,105,76904,1081,123,59,31,14,52
"G3101110","1960","Nebraska","310","Lincoln","1110","Lincoln",14007,44,0,57,14,0,8,14247,48,1,53,7,0,5
"G3101130","1960","Nebraska","310","Logan","1130","Logan",565,0,0,0,0,0,1,542,0,0,0,0,0,0
"G3101150","1960","Nebraska","310","Loup","1150","Loup",566,0,0,0,0,0,0,531,0,0,0,0,0,0
"G3101170","1960","Nebraska","310","McPherson","1170","Mcpherson",366,0,0,0,0,0,0,369,0,0,0,0,0,0
"G3101190","1960","Nebraska","310","Madison","1190","Madison",12125,31,29,1,0,0,1,12888,30,39,0,1,0,0
"G3101210","1960","Nebraska","310","Merrick","1210","Merrick",4184,1,1,0,0,1,1,4171,0,1,0,0,2,1
"G3101230","1960","Nebraska","310","Morrill","1230","Morrill",3581,0,24,3,0,0,0,3427,0,20,1,0,1,0
"G3101250","1960","Nebraska","310","Nance","1250","Nance",2828,0,0,0,0,0,0,2806,1,0,0,0,0,0
"G3101270","1960","Nebraska","310","Nemaha","1270","Nemaha",4512,2,0,0,0,0,0,4584,1,0,0,0,0,0
"G3101290","1960","Nebraska","310","Nuckolls","1290","Nuckolls",4100,0,0,0,0,0,0,4113,4,0,0,0,0,0
"G3101310","1960","Nebraska","310","Otoe","1310","Otoe",8164,13,0,0,0,0,0,8309,16,1,0,0,0,0
"G3101330","1960","Nebraska","310","Pawnee","1330","Pawnee",2708,2,0,0,0,0,0,2644,1,1,0,0,0,0
"G3101350","1960","Nebraska","310","Perkins","1350","Perkins",2149,0,0,0,0,0,0,2040,0,0,0,0,0,0
"G3101370","1960","Nebraska","310","Phelps","1370","Phelps",4764,0,0,0,0,0,3,5026,0,1,0,0,0,6
"G3101390","1960","Nebraska","310","Pierce","1390","Pierce",4361,0,0,0,0,0,0,4360,0,0,1,0,0,0
"G3101410","1960","Nebraska","310","Platte","1410","Platte",11872,0,1,0,2,0,1,12112,2,0,1,1,0,0
"G3101430","1960","Nebraska","310","Polk","1430","Polk",3570,0,0,0,0,0,0,3640,0,0,0,0,0,0
"G3101450","1960","Nebraska","310","Red Willow","1450","Red Willow",6316,12,1,1,0,0,0,6588,19,1,2,0,0,0
"G3101470","1960","Nebraska","310","Richardson","1470","Richardson",6786,5,32,0,4,1,1,7032,10,31,0,1,0,0
"G3101490","1960","Nebraska","310","Rock","1490","Rock",1296,0,6,0,0,0,0,1243,0,9,0,0,0,0
"G3101510","1960","Nebraska","310","Saline","1510","Saline",6288,3,1,1,1,0,0,6242,4,2,0,0,0,0
"G3101530","1960","Nebraska","310","Sarpy","1530","Sarpy",16512,326,9,20,4,7,8,14261,97,5,23,1,2,6
"G3101550","1960","Nebraska","310","Saunders","1550","Saunders",8766,2,1,1,0,0,3,8490,2,0,2,0,1,2
"G3101570","1960","Nebraska","310","Scotts Bluff","1570","Scotts Bluff",16291,28,125,121,8,0,0,16963,37,116,113,7,0,0
"G3101590","1960","Nebraska","310","Seward","1590","Seward",6811,0,0,1,0,0,2,6763,2,0,2,0,0,0
"G3101610","1960","Nebraska","310","Sheridan","1610","Sheridan",4279,0,258,0,0,0,0,4284,0,227,1,0,0,0
"G3101630","1960","Nebraska","310","Sherman","1630","Sherman",2759,1,0,0,0,0,0,2622,0,0,0,0,0,0
"G3101650","1960","Nebraska","310","Sioux","1650","Sioux",1307,2,15,2,0,0,0,1237,1,9,2,0,0,0
"G3101670","1960","Nebraska","310","Stanton","1670","Stanton",2978,0,0,0,0,0,0,2803,0,0,0,0,0,2
"G3101690","1960","Nebraska","310","Thayer","1690","Thayer",4542,0,2,0,0,0,0,4572,0,1,0,0,1,0
"G3101710","1960","Nebraska","310","Thomas","1710","Thomas",547,0,0,0,0,0,0,531,0,0,0,0,0,0
"G3101730","1960","Nebraska","310","Thurston","1730","Thurston",2898,0,811,0,0,0,1,2691,0,834,0,0,1,1
"G3101750","1960","Nebraska","310","Valley","1750","Valley",3310,0,0,0,0,0,1,3278,0,0,0,0,0,1
"G3101770","1960","Nebraska","310","Washington","1770","Washington",6082,6,4,0,0,0,1,5996,8,5,0,0,0,1
"G3101790","1960","Nebraska","310","Wayne","1790","Wayne",5051,0,1,0,0,0,3,4900,1,0,2,0,0,1
"G3101810","1960","Nebraska","310","Webster","1810","Webster",3102,0,0,0,0,0,0,3121,1,0,0,0,0,0
"G3101830","1960","Nebraska","310","Wheeler","1830","Wheeler",660,0,0,0,0,0,0,636,0,0,1,0,0,0
"G3101850","1960","Nebraska","310","York","1850","York",6694,11,3,0,0,0,3,6987,16,9,0,0,0,1
"G3200010","1960","Nevada","320","Churchill","0010","Churchill",4293,45,192,8,5,22,12,3620,19,194,16,1,14,11
"G3200030","1960","Nevada","320","Clark","0030","Clark",59462,5583,200,90,154,117,51,55463,5422,187,130,71,37,49
"G3200050","1960","Nevada","320","Douglas","0050","Douglas",1716,0,105,3,5,4,5,1528,0,104,2,5,1,3
"G3200070","1960","Nevada","320","Elko","0070","Elko",5682,68,594,12,12,2,0,5015,53,558,11,2,1,1
"G3200090","1960","Nevada","320","Esmeralda","0090","Esmeralda",332,0,19,0,0,0,0,253,0,15,0,0,0,0
"G3200110","1960","Nevada","320","Eureka","0110","Eureka",429,3,19,0,2,0,1,295,0,16,0,0,0,2
"G3200130","1960","Nevada","320","Humboldt","0130","Humboldt",2825,47,186,6,0,1,0,2403,35,198,5,0,2,0
"G3200150","1960","Nevada","320","Lander","0150","Lander",778,0,55,0,8,0,0,654,1,69,0,1,0,0
"G3200170","1960","Nevada","320","Lincoln","0170","Lincoln",1161,0,34,1,0,0,0,1202,1,31,1,0,0,0
"G3200190","1960","Nevada","320","Lyon","0190","Lyon",2985,1,200,0,3,2,6,2700,4,236,0,1,1,4
"G3200210","1960","Nevada","320","Mineral","0210","Mineral",2760,207,231,4,2,2,12,2642,212,241,6,2,2,6
"G3200230","1960","Nevada","320","Nye","0230","Nye",2320,41,152,3,5,1,9,1666,10,154,2,2,0,9
"G3200250","1960","Nevada","320","Ormsby","0250","Ormsby",3552,54,589,14,10,2,0,3249,17,561,9,3,1,2
"G3200270","1960","Nevada","320","Pershing","0270","Pershing",1626,7,69,5,9,0,0,1397,5,76,5,0,0,0
"G3200290","1960","Nevada","320","Storey","0290","Storey",291,0,3,0,1,0,0,263,0,10,0,0,0,0
"G3200310","1960","Nevada","320","Washoe","0310","Washoe",41078,832,625,88,159,49,50,40199,796,622,97,90,24,34
"G3200330","1960","Nevada","320","White Pine","0330","White Pine",5008,12,65,14,13,1,0,4596,9,71,12,6,0,1
"G3300010","1960","New Hampshire","330","Belknap","0010","Belknap",14037,10,6,1,8,1,1,14828,7,4,4,2,0,3
"G3300030","1960","New Hampshire","330","Carroll","0030","Carroll",7716,1,8,0,0,0,2,8097,0,4,1,0,0,0
"G3300050","1960","New Hampshire","330","Cheshire","0050","Cheshire",21174,18,3,2,1,2,2,22109,16,8,5,0,0,2
"G3300070","1960","New Hampshire","330","Coos","0070","Coos",18341,1,8,3,0,0,3,18763,10,5,6,0,0,0
"G3300090","1960","New Hampshire","330","Grafton","0090","Grafton",25273,16,5,19,9,0,2,23485,21,2,18,2,1,4
"G3300110","1960","New Hampshire","330","Hillsborough","0110","Hillsborough",85312,157,14,7,23,2,19,92395,155,18,19,15,2,23
"G3300130","1960","New Hampshire","330","Merrimack","0130","Merrimack",32306,31,9,1,24,0,1,35336,34,12,8,17,0,6
"G3300150","1960","New Hampshire","330","Rockingham","0150","Rockingham",49244,837,10,25,19,21,19,48207,538,6,65,15,7,16
"G3300170","1960","New Hampshire","330","Strafford","0170","Strafford",29509,16,5,3,10,0,37,30178,16,2,9,4,2,8
"G3300190","1960","New Hampshire","330","Sullivan","0190","Sullivan",13750,11,1,7,2,2,0,14274,8,5,4,1,1,1
"G3400010","1960","New Jersey","340","Atlantic","0010","Atlantic",63310,13356,37,19,38,11,33,69083,14869,36,23,32,7,26
"G3400030","1960","New Jersey","340","Bergen","0030","Bergen",370618,7285,66,218,232,52,58,392172,8984,64,203,229,28,46
"G3400050","1960","New Jersey","340","Burlington","0050","Burlington",115292,8189,59,242,59,83,79,93642,6091,20,581,30,67,65
"G3400070","1960","New Jersey","340","Camden","0070","Camden",173647,16956,77,36,136,47,130,182238,18341,102,69,96,26,134
"G3400090","1960","New Jersey","340","Cape May","0090","Cape May",22635,1857,8,4,8,14,8,21936,2045,13,4,5,9,9
"G3400110","1960","New Jersey","340","Cumberland","0110","Cumberland",44091,6447,41,339,9,2,113,48733,6581,51,333,8,3,99
"G3400130","1960","New Jersey","340","Essex","0130","Essex",355023,85124,141,71,539,177,191,385708,95613,165,98,407,115,173
"G3400150","1960","New Jersey","340","Gloucester","0150","Gloucester",60178,6008,38,13,16,15,15,62213,6254,26,20,20,12,12
"G3400170","1960","New Jersey","340","Hudson","0170","Hudson",276884,19562,47,61,237,85,111,291429,21765,68,85,185,143,72
"G3400190","1960","New Jersey","340","Hunterdon","0190","Hunterdon",26591,622,0,6,16,2,6,26329,506,8,8,7,0,6
"G3400210","1960","New Jersey","340","Mercer","0210","Mercer",114822,16745,71,62,132,26,75,117203,16969,52,70,104,23,38
"G3400230","1960","New Jersey","340","Middlesex","0230","Middlesex",207833,8604,18,47,158,49,73,208904,7885,25,74,117,31,38
"G3400250","1960","New Jersey","340","Monmouth","0250","Monmouth",148508,14927,45,181,112,82,189,153939,15803,48,276,55,79,157
"G3400270","1960","New Jersey","340","Morris","0270","Morris",125008,2564,19,30,99,17,26,130869,2811,15,37,79,25,21
"G3400290","1960","New Jersey","340","Ocean","0290","Ocean",52326,1778,19,28,34,20,79,52208,1573,23,61,24,15,53
"G3400310","1960","New Jersey","340","Passaic","0310","Passaic",184682,12721,43,15,112,20,47,194652,14078,36,48,103,21,40
"G3400330","1960","New Jersey","340","Salem","0330","Salem",25122,4497,17,8,12,3,13,24663,4315,21,14,10,2,14
"G3400350","1960","New Jersey","340","Somerset","0350","Somerset",69773,2358,21,17,45,3,27,69431,2118,25,26,43,3,23
"G3400370","1960","New Jersey","340","Sussex","0370","Sussex",24292,81,27,2,1,4,7,24734,79,15,3,0,2,8
"G3400390","1960","New Jersey","340","Union","0390","Union",226463,17996,38,35,145,84,47,239177,19976,44,43,114,41,52
"G3400410","1960","New Jersey","340","Warren","0410","Warren",30414,256,7,0,2,1,7,32228,286,3,4,3,2,7
"G3500010","1960","New Mexico","350","Bernalillo","0010","Bernalillo",126154,2445,1617,160,74,22,70,127294,2227,1761,236,60,31,48
"G3500030","1960","New Mexico","350","Catron","0030","Catron",1448,18,17,0,0,0,0,1258,12,20,0,0,0,0
"G3500050","1960","New Mexico","350","Chaves","0050","Chaves",28504,1104,63,14,10,10,27,26821,946,53,44,14,12,27
"G3500070","1960","New Mexico","350","Colfax","0070","Colfax",7010,47,10,2,0,1,2,6694,28,5,2,0,0,5
"G3500090","1960","New Mexico","350","Curry","0090","Curry",15748,943,8,34,13,16,9,14942,855,14,74,5,16,14
"G3500110","1960","New Mexico","350","De Baca","0110","De Baca",1501,1,0,0,0,0,0,1487,2,0,0,0,0,0
"G3500130","1960","New Mexico","350","Dona Ana","0130","Dona Ana",30428,791,36,51,13,21,43,27846,584,31,57,11,15,21
"G3500150","1960","New Mexico","350","Eddy","0150","Eddy",24901,495,21,3,5,0,0,24782,552,18,2,3,0,1
"G3500170","1960","New Mexico","350","Grant","0170","Grant",9204,46,5,2,23,0,2,9339,48,5,4,17,0,5
"G3500190","1960","New Mexico","350","Guadalupe","0190","Guadalupe",2838,4,0,3,0,0,0,2759,3,1,2,0,0,0
"G3500210","1960","New Mexico","350","Harding","0210","Harding",997,0,0,0,0,0,1,875,1,0,0,0,0,0
"G3500230","1960","New Mexico","350","Hidalgo","0230","Hidalgo",2510,5,0,0,6,0,2,2427,6,0,1,4,0,0
"G3500250","1960","New Mexico","350","Lea","0250","Lea",25776,1260,20,20,9,0,7,24917,1364,24,19,7,0,6
"G3500270","1960","New Mexico","350","Lincoln","0270","Lincoln",4006,9,22,7,0,0,0,3663,10,23,4,0,0,0
"G3500280","1960","New Mexico","350","Los Alamos","0280","Los Alamos",6452,21,18,2,5,0,2,6495,12,24,0,3,0,3
"G3500290","1960","New Mexico","350","Luna","0290","Luna",4820,104,0,0,0,1,1,4823,89,1,0,0,0,0
"G3500310","1960","New Mexico","350","McKinley","0310","Mckinley",7896,178,10347,27,4,2,21,7767,168,10757,26,2,2,12
"G3500330","1960","New Mexico","350","Mora","0330","Mora",3052,1,0,0,1,0,0,2973,1,0,0,0,0,0
"G3500350","1960","New Mexico","350","Otero","0350","Otero",17745,772,581,16,0,8,4,16494,670,614,56,0,9,7
"G3500370","1960","New Mexico","350","Quay","0370","Quay",6074,69,3,0,0,0,1,6062,67,1,0,0,0,2
"G3500390","1960","New Mexico","350","Rio Arriba","0390","Rio Arriba",10822,21,1130,0,0,3,1,10973,19,1219,1,0,1,3
"G3500410","1960","New Mexico","350","Roosevelt","0410","Roosevelt",8112,25,5,4,0,0,26,7963,25,5,9,0,3,21
"G3500430","1960","New Mexico","350","Sandoval","0430","Sandoval",4259,4,2952,0,0,0,4,3983,4,2989,0,0,0,6
"G3500450","1960","New Mexico","350","San Juan","0450","San Juan",19679,226,6913,3,7,3,3,18937,212,7299,7,6,3,8
"G3500470","1960","New Mexico","350","San Miguel","0470","San Miguel",11841,38,22,0,5,0,4,11490,41,17,2,5,0,3
"G3500490","1960","New Mexico","350","Santa Fe","0490","Santa Fe",21625,166,445,1,18,0,5,22216,69,397,4,16,2,6
"G3500510","1960","New Mexico","350","Sierra","0510","Sierra",3243,9,13,0,0,0,0,3103,11,29,0,0,0,1
"G3500530","1960","New Mexico","350","Socorro","0530","Socorro",4919,29,293,8,2,1,7,4554,18,326,9,0,0,2
"G3500550","1960","New Mexico","350","Taos","0550","Taos",7177,23,506,0,0,0,1,7717,32,474,2,0,0,2
"G3500570","1960","New Mexico","350","Torrance","0570","Torrance",3302,11,4,0,0,0,5,3167,3,0,0,0,0,5
"G3500590","1960","New Mexico","350","Union","0590","Union",2958,0,0,0,0,0,0,3105,2,2,1,0,0,0
"G3500610","1960","New Mexico","350","Valencia","0610","Valencia",17351,56,2535,8,7,6,2,16485,61,2560,3,7,4,0
"G3600010","1960","New York","360","Albany","0010","Albany",124969,5352,42,24,44,28,32,136445,5858,34,30,22,11,35
"G3600030","1960","New York","360","Allegany","0030","Allegany",21613,57,6,4,12,0,15,22204,45,9,4,5,0,4
"G3600050","1960","New York","360","Bronx","0050","Bronx",603011,76104,176,268,1532,215,390,653273,87792,204,292,1135,102,321
"G3600070","1960","New York","360","Broome","0070","Broome",102730,674,9,14,24,10,32,108444,616,11,29,24,23,21
"G3600090","1960","New York","360","Cattaraugus","0090","Cattaraugus",39072,259,503,3,4,8,8,39530,234,542,5,2,5,12
"G3600110","1960","New York","360","Cayuga","0110","Cayuga",35707,1006,22,1,5,1,7,36848,323,9,8,0,1,4
"G3600130","1960","New York","360","Chautauqua","0130","Chautauqua",70042,629,85,8,5,3,7,73864,630,89,9,1,3,2
"G3600150","1960","New York","360","Chemung","0150","Chemung",46393,1536,25,2,7,1,9,49676,1024,10,11,8,0,4
"G3600170","1960","New York","360","Chenango","0170","Chenango",21124,106,5,5,4,1,0,21881,98,5,11,3,0,0
"G3600190","1960","New York","360","Clinton","0190","Clinton",36329,2147,17,22,10,4,17,33633,435,13,64,14,2,15
"G3600210","1960","New York","360","Columbia","0210","Columbia",22504,645,2,2,4,1,1,23273,870,6,10,2,0,2
"G3600230","1960","New York","360","Cortland","0230","Cortland",19675,32,10,0,0,1,3,21347,31,9,2,0,0,3
"G3600250","1960","New York","360","Delaware","0250","Delaware",21715,97,2,6,0,2,2,21626,76,0,10,1,1,2
"G3600270","1960","New York","360","Dutchess","0270","Dutchess",81129,5388,18,19,96,29,38,84619,4529,15,26,62,14,26
"G3600290","1960","New York","360","Erie","0290","Erie",480091,36659,1708,81,135,62,200,505352,38221,1787,115,93,37,147
"G3600310","1960","New York","360","Essex","0310","Essex",17372,66,8,6,7,0,6,17766,56,8,2,1,0,2
"G3600330","1960","New York","360","Franklin","0330","Franklin",21375,48,893,0,0,1,6,21583,14,814,1,0,2,5
"G3600350","1960","New York","360","Fulton","0350","Fulton",24654,159,6,3,2,0,1,26293,169,5,8,1,3,0
"G3600370","1960","New York","360","Genesee","0370","Genesee",26134,385,228,6,3,0,4,26619,356,249,6,2,1,1
"G3600390","1960","New York","360","Greene","0390","Greene",15104,499,14,0,2,1,11,15351,366,11,0,1,0,12
"G3600410","1960","New York","360","Hamilton","0410","Hamilton",2151,1,0,0,0,0,0,2112,3,0,0,0,0,0
"G3600430","1960","New York","360","Herkimer","0430","Herkimer",32507,47,28,5,0,1,3,33715,37,15,6,0,1,5
"G3600450","1960","New York","360","Jefferson","0450","Jefferson",42348,137,26,7,10,2,9,45135,95,29,24,6,0,7
"G3600470","1960","New York","360","Kings","0470","Kings",1087314,170433,600,223,2742,936,1101,1158545,200972,691,331,1894,414,1123
"G3600490","1960","New York","360","Lewis","0490","Lewis",11763,4,1,0,0,0,3,11467,6,1,1,0,2,1
"G3600510","1960","New York","360","Livingston","0510","Livingston",21049,463,34,2,3,1,9,22086,376,18,5,2,0,5
"G3600530","1960","New York","360","Madison","0530","Madison",27591,169,20,3,4,5,1,26655,159,13,9,2,2,2
"G3600550","1960","New York","360","Monroe","0550","Monroe",270778,11831,191,66,74,26,101,290542,12353,201,74,61,15,74
"G3600570","1960","New York","360","Montgomery","0570","Montgomery",27695,115,6,0,1,5,1,29294,114,2,4,2,0,1
"G3600590","1960","New York","360","Nassau","0590","Nassau",616023,15331,89,158,971,109,135,642016,24019,129,230,747,79,135
"G3600610","1960","New York","360","New York","0610","New York",602924,180100,458,1777,13824,1021,1675,668898,217001,486,1277,6937,651,1252
"G3600630","1960","New York","360","Niagara","0630","Niagara",116035,4047,910,23,8,11,24,116242,3983,904,55,8,6,13
"G3600650","1960","New York","360","Oneida","0650","Oneida",127328,2445,60,28,21,13,22,131989,2323,50,76,16,15,15
"G3600670","1960","New York","360","Onondaga","0670","Onondaga",200071,5892,866,33,82,35,148,208863,5875,920,68,52,38,85
"G3600690","1960","New York","360","Ontario","0690","Ontario",33934,516,24,2,2,0,4,33111,444,14,14,1,1,3
