GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,BDK001,BDK002,BDK003,BDK004,BDK005,BDK006
"G2901970","1930","Missouri","290","Schuyler","1970","Schuyler",3502,3449,0,0,0,0
"G2901990","1930","Missouri","290","Scotland","1990","Scotland",4430,4406,10,7,0,0
"G2902010","1930","Missouri","290","Scott","2010","Scott",11875,11497,789,742,6,4
"G2902030","1930","Missouri","290","Shannon","2030","Shannon",5652,5241,0,0,0,1
"G2902050","1930","Missouri","290","Shelby","2050","Shelby",5757,5774,251,201,0,0
"G2902070","1930","Missouri","290","Stoddard","2070","Stoddard",13284,12476,859,833,0,0
"G2902090","1930","Missouri","290","Stone","2090","Stone",6031,5582,0,0,1,0
"G2902110","1930","Missouri","290","Sullivan","2110","Sullivan",7820,7366,11,15,0,0
"G2902130","1930","Missouri","290","Taney","2130","Taney",4560,4306,1,0,0,0
"G2902150","1930","Missouri","290","Texas","2150","Texas",9539,9040,0,0,0,1
"G2902170","1930","Missouri","290","Vernon","2170","Vernon",12642,12300,38,38,10,3
"G2902190","1930","Missouri","290","Warren","2190","Warren",4079,3669,178,149,3,4
"G2902210","1930","Missouri","290","Washington","2210","Washington",7540,6676,117,117,0,0
"G2902230","1930","Missouri","290","Wayne","2230","Wayne",6358,5868,5,4,5,3
"G2902250","1930","Missouri","290","Webster","2250","Webster",8238,7889,8,13,0,0
"G2902270","1930","Missouri","290","Worth","2270","Worth",3314,3221,0,0,0,0
"G2902290","1930","Missouri","290","Wright","2290","Wright",8514,8017,122,88,0,0
"G2905100","1930","Missouri","290","St Louis City","5100","St Louis City",354838,372041,45832,47748,1036,465
"G3000010","1930","Montana","300","Beaverhead","0010","Beaverhead",3843,2728,7,4,61,11
"G3000030","1930","Montana","300","Big Horn","0030","Big Horn",3378,2741,5,1,1252,1166
"G3000050","1930","Montana","300","Blaine","0050","Blaine",4302,3328,2,4,744,626
"G3000070","1930","Montana","300","Broadwater","0070","Broadwater",1520,1209,1,1,6,1
"G3000090","1930","Montana","300","Carbon","0090","Carbon",6654,5675,0,0,137,105
"G3000110","1930","Montana","300","Carter","0110","Carter",2295,1841,0,0,0,0
"G3000130","1930","Montana","300","Cascade","0130","Cascade",21405,19150,117,97,257,120
"G3000150","1930","Montana","300","Chouteau","0150","Chouteau",4787,3706,3,1,80,58
"G3000170","1930","Montana","300","Custer","0170","Custer",6077,5024,26,19,86,10
"G3000190","1930","Montana","300","Daniels","0190","Daniels",3005,2525,1,1,13,8
"G3000210","1930","Montana","300","Dawson","0210","Dawson",5322,4521,1,0,32,5
"G3000230","1930","Montana","300","Deer Lodge","0230","Deer Lodge",8985,7126,66,47,57,12
"G3000250","1930","Montana","300","Fallon","0250","Fallon",2428,2124,5,0,11,0
"G3000270","1930","Montana","300","Fergus","0270","Fergus",8848,7545,12,10,64,52
"G3000290","1930","Montana","300","Flathead","0290","Flathead",10218,8754,24,16,135,53
"G3000310","1930","Montana","300","Gallatin","0310","Gallatin",8369,7677,11,10,42,15
"G3000330","1930","Montana","300","Garfield","0330","Garfield",2426,1821,0,0,2,3
"G3000350","1930","Montana","300","Glacier","0350","Glacier",1484,982,1,0,1485,1345
"G3000370","1930","Montana","300","Golden Valley","0370","Golden Valley",1163,960,0,0,3,0
"G3000390","1930","Montana","300","Granite","0390","Granite",1720,1266,1,0,17,9
"G3000410","1930","Montana","300","Hill","0410","Hill",7066,5960,25,18,392,314
"G3000430","1930","Montana","300","Jefferson","0430","Jefferson",2336,1733,10,3,41,10
"G3000450","1930","Montana","300","Judith Basin","0450","Judith Basin",2992,2210,2,1,28,5
"G3000470","1930","Montana","300","Lake","0470","Lake",4229,3498,6,1,942,865
"G3000490","1930","Montana","300","Lewis And Clark","0490","Lewis And Clark",9209,8477,68,71,260,139
"G3000510","1930","Montana","300","Liberty","0510","Liberty",1241,957,0,0,0,0
"G3000530","1930","Montana","300","Lincoln","0530","Lincoln",4009,2973,0,0,83,24
"G3000550","1930","Montana","300","McCone","0550","Mccone",2646,2142,2,0,0,0
"G3000570","1930","Montana","300","Madison","0570","Madison",3636,2674,5,2,6,0
"G3000590","1930","Montana","300","Meagher","0590","Meagher",1381,877,1,2,11,0
"G3000610","1930","Montana","300","Mineral","0610","Mineral",943,654,0,0,29,0
"G3000630","1930","Montana","300","Missoula","0630","Missoula",11328,10037,63,58,173,123
"G3000650","1930","Montana","300","Musselshell","0650","Musselshell",3840,3400,1,0,1,0
"G3000670","1930","Montana","300","Park","0670","Park",5859,4946,2,3,98,14
"G3000690","1930","Montana","300","Petroleum","0690","Petroleum",1136,904,2,1,2,0
"G3000710","1930","Montana","300","Phillips","0710","Phillips",4346,3393,4,0,250,215
"G3000730","1930","Montana","300","Pondera","0730","Pondera",3565,2927,4,1,256,211
"G3000750","1930","Montana","300","Powder River","0750","Powder River",2217,1688,0,0,3,1
"G3000770","1930","Montana","300","Powell","0770","Powell",3643,2376,24,4,137,18
"G3000790","1930","Montana","300","Prairie","0790","Prairie",2236,1653,1,0,48,3
"G3000810","1930","Montana","300","Ravalli","0810","Ravalli",5428,4653,4,3,135,92
"G3000830","1930","Montana","300","Richland","0830","Richland",5110,4346,1,2,105,69
"G3000850","1930","Montana","300","Roosevelt","0850","Roosevelt",4794,3852,1,0,1053,972
"G3000870","1930","Montana","300","Rosebud","0870","Rosebud",3534,2836,3,4,512,458
"G3000890","1930","Montana","300","Sanders","0890","Sanders",3081,2135,6,1,254,215
"G3000910","1930","Montana","300","Sheridan","0910","Sheridan",5214,4374,2,0,157,122
"G3000930","1930","Montana","300","Silver Bow","0930","Silver Bow",30272,26057,92,82,330,136
"G3000950","1930","Montana","300","Stillwater","0950","Stillwater",3354,2851,0,0,26,22
"G3000970","1930","Montana","300","Sweet Grass","0970","Sweet Grass",2202,1725,4,3,5,5
"G3000990","1930","Montana","300","Teton","0990","Teton",3348,2628,2,0,53,37
"G3001010","1930","Montana","300","Toole","1010","Toole",3758,2900,9,3,34,10
"G3001030","1930","Montana","300","Treasure","1030","Treasure",787,724,0,0,76,74
"G3001050","1930","Montana","300","Valley","1050","Valley",5925,4850,2,1,200,203
"G3001070","1930","Montana","300","Wheatland","1070","Wheatland",2029,1684,3,0,24,11
"G3001090","1930","Montana","300","Wibaux","1090","Wibaux",1486,1281,0,0,0,0
"G3001110","1930","Montana","300","Yellowstone","1110","Yellowstone",15344,14444,78,71,517,331
"G3001130","1930","Montana","300","Yellowstone National Park","1130","Yellowstone National Park",40,12,0,0,0,0
"G3100010","1930","Nebraska","310","Adams","0010","Adams",12999,13088,54,48,50,36
"G3100030","1930","Nebraska","310","Antelope","0030","Antelope",7802,7397,1,0,5,1
"G3100050","1930","Nebraska","310","Arthur","0050","Arthur",719,625,0,0,0,0
"G3100070","1930","Nebraska","310","Banner","0070","Banner",906,766,0,0,3,1
"G3100090","1930","Nebraska","310","Blaine","0090","Blaine",839,742,1,0,2,0
"G3100110","1930","Nebraska","310","Boone","0110","Boone",7656,7081,1,0,0,0
"G3100130","1930","Nebraska","310","Box Butte","0130","Box Butte",6007,5439,122,106,112,75
"G3100150","1930","Nebraska","310","Boyd","0150","Boyd",3754,3414,1,0,0,0
"G3100170","1930","Nebraska","310","Brown","0170","Brown",2986,2785,1,0,0,0
"G3100190","1930","Nebraska","310","Buffalo","0190","Buffalo",12379,11811,34,1,67,46
