GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,BDK001,BDK002,BDK003,BDK004,BDK005,BDK006
"G5100430","1930","Virginia","510","Clarke","0430","Clarke",2891,2745,735,796,0,0
"G5100450","1930","Virginia","510","Craig","0450","Craig",1790,1757,6,9,0,0
"G5100470","1930","Virginia","510","Culpeper","0470","Culpeper",4452,4537,2200,2117,0,0
"G5100490","1930","Virginia","510","Cumberland","0490","Cumberland",1670,1508,2215,2142,0,0
"G5100510","1930","Virginia","510","Dickenson","0510","Dickenson",8196,7665,166,136,0,0
"G5100530","1930","Virginia","510","Dinwiddie","0530","Dinwiddie",3764,3536,5700,5492,0,0
"G5100550","1930","Virginia","510","Elizabeth City","0550","Elizabeth City",9060,5463,2748,2563,1,0
"G5100570","1930","Virginia","510","Essex","0570","Essex",1651,1498,1987,1829,7,4
"G5100590","1930","Virginia","510","Fairfax","0590","Fairfax",10933,9518,2896,1907,10,0
"G5100610","1930","Virginia","510","Fauquier","0610","Fauquier",7571,7226,3234,3038,2,0
"G5100630","1930","Virginia","510","Floyd","0630","Floyd",5562,5621,267,248,0,0
"G5100650","1930","Virginia","510","Fluvanna","0650","Fluvanna",2303,2212,1507,1444,0,0
"G5100670","1930","Virginia","510","Franklin","0670","Franklin",10461,10106,1935,1835,0,0
"G5100690","1930","Virginia","510","Frederick","0690","Frederick",6577,6132,246,212,0,0
"G5100710","1930","Virginia","510","Giles","0710","Giles",6323,5903,303,268,5,2
"G5100730","1930","Virginia","510","Gloucester","0730","Gloucester",3424,3246,2255,2094,0,0
"G5100750","1930","Virginia","510","Goochland","0750","Goochland",1984,1855,2233,1881,0,0
"G5100770","1930","Virginia","510","Grayson","0770","Grayson",9558,9764,341,354,0,0
"G5100790","1930","Virginia","510","Greene","0790","Greene",2573,2413,525,469,0,0
"G5100810","1930","Virginia","510","Greensville","0810","Greensville",2672,2587,4021,4108,0,0
"G5100830","1930","Virginia","510","Halifax","0830","Halifax",11364,11029,9259,9622,4,5
"G5100850","1930","Virginia","510","Hanover","0850","Hanover",5515,5266,3208,3020,0,0
"G5100870","1930","Virginia","510","Henrico","0870","Henrico",11864,11937,3212,3294,2,1
"G5100890","1930","Virginia","510","Henry","0890","Henry",7256,6665,3024,3143,0,0
"G5100910","1930","Virginia","510","Highland","0910","Highland",2248,2124,96,57,0,0
"G5100930","1930","Virginia","510","Isle Of Wight","0930","Isle Of Wight",3279,3207,3479,3444,0,0
"G5100950","1930","Virginia","510","James City","0950","James City",967,870,1072,970,0,0
"G5100970","1930","Virginia","510","King And Queen","0970","King And Queen",1738,1705,2134,2022,12,7
"G5100990","1930","Virginia","510","King George","0990","King George",1794,1625,987,891,0,0
"G5101010","1930","Virginia","510","King William","1010","King William",2027,1891,1939,1866,124,82
"G5101030","1930","Virginia","510","Lancaster","1030","Lancaster",2563,2363,2046,1924,0,0
"G5101050","1930","Virginia","510","Lee","1050","Lee",15128,14755,301,232,2,1
"G5101070","1930","Virginia","510","Loudoun","1070","Loudoun",7702,7800,2225,2122,2,1
"G5101090","1930","Virginia","510","Louisa","1090","Louisa",4373,4095,2944,2897,0,0
"G5101110","1930","Virginia","510","Lunenburg","1110","Lunenburg",4045,3790,3144,3079,0,0
"G5101130","1930","Virginia","510","Madison","1130","Madison",3380,3150,1220,1195,7,0
"G5101150","1930","Virginia","510","Matthews","1150","Matthews",2941,2949,1067,926,1,0
"G5101170","1930","Virginia","510","Mecklenburg","1170","Mecklenburg",7978,7452,8638,8549,3,2
"G5101190","1930","Virginia","510","Middlesex","1190","Middlesex",1976,1937,1777,1583,0,0
"G5101210","1930","Virginia","510","Montgomery","1210","Montgomery",8914,8726,1006,959,0,0
"G5101230","1930","Virginia","510","Nansemond","1230","Nansemond",3786,3541,7698,7505,0,0
"G5101250","1930","Virginia","510","Nelson","1250","Nelson",5982,5802,2278,2283,0,0
"G5101270","1930","Virginia","510","New Kent","1270","New Kent",951,809,1319,1210,5,6
"G5101290","1930","Virginia","510","Norfolk","1290","Norfolk",8719,8048,6753,6554,6,2
"G5101310","1930","Virginia","510","Northampton","1310","Northampton",4331,4301,5038,4892,3,0
"G5101330","1930","Virginia","510","Northumberland","1330","Northumberland",3322,3111,2480,2168,0,0
"G5101350","1930","Virginia","510","Nottoway","1350","Nottoway",4128,4079,3315,3344,0,0
"G5101370","1930","Virginia","510","Orange","1370","Orange",4161,4114,1872,1923,0,0
"G5101390","1930","Virginia","510","Page","1390","Page",7003,7116,354,379,0,0
"G5101410","1930","Virginia","510","Patrick","1410","Patrick",7336,7078,707,666,0,0
"G5101430","1930","Virginia","510","Pittsylvania","1430","Pittsylvania",20494,19871,10271,10788,0,0
"G5101450","1930","Virginia","510","Powhatan","1450","Powhatan",1816,1172,1654,1501,0,0
"G5101470","1930","Virginia","510","Prince Edward","1470","Prince Edward",3508,3466,3718,3828,0,0
"G5101490","1930","Virginia","510","Prince George","1490","Prince George",3155,2930,2171,2055,0,0
"G5101510","1930","Virginia","510","Princess Anne","1510","Princess Anne",4530,4155,3829,3768,0,0
"G5101530","1930","Virginia","510","Prince William","1530","Prince William",6530,4883,1300,1236,1,1
"G5101550","1930","Virginia","510","Pulaski","1550","Pulaski",9168,9148,1147,1101,2,0
"G5101570","1930","Virginia","510","Rappahannock","1570","Rappahannock",2978,2861,1005,873,0,0
"G5101590","1930","Virginia","510","Richmond","1590","Richmond",2200,2014,1367,1297,0,0
"G5101610","1930","Virginia","510","Roanoke","1610","Roanoke",15908,16104,1574,1695,6,2
"G5101630","1930","Virginia","510","Rockbridge","1630","Rockbridge",9313,9286,1137,1164,2,0
"G5101650","1930","Virginia","510","Rockingham","1650","Rockingham",14302,14514,473,417,3,0
"G5101670","1930","Virginia","510","Russell","1670","Russell",12899,12279,407,372,0,0
"G5101690","1930","Virginia","510","Scott","1690","Scott",12066,11838,157,120,0,0
"G5101710","1930","Virginia","510","Shenandoah","1710","Shenandoah",10045,10109,316,185,0,0
"G5101730","1930","Virginia","510","Smyth","1730","Smyth",12401,12092,309,322,1,0
"G5101750","1930","Virginia","510","Southampton","1750","Southampton",5300,5175,8147,8247,1,0
"G5101770","1930","Virginia","510","Spotsylvania","1770","Spotsylvania",3534,3409,1606,1507,0,0
"G5101790","1930","Virginia","510","Stafford","1790","Stafford",3463,3099,768,720,0,0
"G5101810","1930","Virginia","510","Surry","1810","Surry",1438,1393,2216,2049,0,0
"G5101830","1930","Virginia","510","Sussex","1830","Sussex",2134,1960,4022,3984,0,0
"G5101850","1930","Virginia","510","Tazewell","1850","Tazewell",15226,14562,1361,1328,0,0
"G5101870","1930","Virginia","510","Warren","1870","Warren",3767,3745,396,425,5,2
"G5101890","1930","Virginia","510","Warwick","1890","Warwick",3863,2456,1361,1145,4,0
"G5101910","1930","Virginia","510","Washington","1910","Washington",16405,15988,715,742,0,0
"G5101930","1930","Virginia","510","Westmoreland","1930","Westmoreland",2496,2278,1913,1810,0,0
"G5101950","1930","Virginia","510","Wise","1950","Wise",24324,23660,1761,1419,2,1
"G5101970","1930","Virginia","510","Wythe","1970","Wythe",9556,9732,708,708,0,0
"G5101990","1930","Virginia","510","York","1990","York",2448,2182,1531,1454,0,0
"G5105100","1930","Virginia","510","Alexandria City","5100","Alexandria City",9503,9727,2375,2537,7,0
"G5105200","1930","Virginia","510","Bristol City","5200","Bristol City",3600,4053,563,621,2,1
"G5105300","1930","Virginia","510","Buena Vista City","5300","Buena Vista City",1810,1928,117,147,0,0
"G5105400","1930","Virginia","510","Charlottesville City","5400","Charlottesville City",5294,5864,1883,2200,4,0
"G5105600","1930","Virginia","510","Clifton Forge City","5600","Clifton Forge City",2751,2910,553,622,2,1
"G5105900","1930","Virginia","510","Danville City","5900","Danville City",7870,8852,2363,3156,2,4
"G5106300","1930","Virginia","510","Fredericksburg City","6300","Fredericksburg City",2661,2939,564,654,1,0
"G5106500","1930","Virginia","510","Hampton City","6500","Hampton City",1723,1851,1307,1497,4,0
"G5106600","1930","Virginia","510","Harrisonburg City","6600","Harrisonburg City",2939,3444,405,443,1,0
"G5106700","1930","Virginia","510","Hopewell City","6700","Hopewell City",5241,4768,718,600,0,0
"G5106800","1930","Virginia","510","Lynchburg City","6800","Lynchburg City",14534,16473,4164,5489,1,0
"G5106900","1930","Virginia","510","Martinsville City","6900","Martinsville City",2961,2781,906,1057,0,0
"G5107000","1930","Virginia","510","Newport News City","7000","Newport News City",11097,10023,6442,6839,15,1
"G5107100","1930","Virginia","510","Norfolk City","7100","Norfolk City",44054,41460,20790,23152,205,49
"G5107300","1930","Virginia","510","Petersburg City","7300","Petersburg City",7449,8513,5734,6866,2,0
"G5107400","1930","Virginia","510","Portsmouth City","7400","Portsmouth City",13911,12870,8941,9908,63,11
"G5107500","1930","Virginia","510","Radford City","7500","Radford City",2710,2879,318,319,1,0
"G5107600","1930","Virginia","510","Richmond City","7600","Richmond City",61306,68565,24354,28634,55,15
"G5107700","1930","Virginia","510","Roanoke City","7700","Roanoke City",27513,29321,5755,6613,3,1
"G5107805","1930","Virginia","510","South Norfolk City","7805","South Norfolk City",3136,3018,801,902,0,0
"G5107900","1930","Virginia","510","Staunton City","7900","Staunton City",4761,5414,801,1004,7,3
"G5108000","1930","Virginia","510","Suffolk City","8000","Suffolk City",3066,3395,1665,2141,4,0
"G5108300","1930","Virginia","510","Williamsburg City","8300","Williamsburg City",1398,1525,410,444,1,0
"G5108400","1930","Virginia","510","Winchester City","8400","Winchester City",4689,5122,488,555,1,0
"G5300010","1930","Washington","530","Adams","0010","Adams",4293,3384,3,2,28,9
"G5300030","1930","Washington","530","Asotin","0030","Asotin",4159,3968,0,0,6,3
"G5300050","1930","Washington","530","Benton","0050","Benton",5975,4907,5,1,45,19
"G5300070","1930","Washington","530","Chelan","0070","Chelan",16604,14784,34,33,138,41
"G5300090","1930","Washington","530","Clallam","0090","Clallam",11150,8328,32,24,490,425
"G5300110","1930","Washington","530","Clark","0110","Clark",21491,18546,37,13,164,65
"G5300130","1930","Washington","530","Columbia","0130","Columbia",2836,2483,2,0,3,1
"G5300150","1930","Washington","530","Cowlitz","0150","Cowlitz",17295,14359,47,33,105,67
"G5300170","1930","Washington","530","Douglas","0170","Douglas",4142,3378,10,13,16,2
"G5300190","1930","Washington","530","Ferry","0190","Ferry",1929,1461,3,0,467,432
"G5300210","1930","Washington","530","Franklin","0210","Franklin",3325,2698,5,4,73,32
"G5300230","1930","Washington","530","Garfield","0230","Garfield",1947,1715,0,0,0,0
"G5300250","1930","Washington","530","Grant","0250","Grant",3187,2478,0,0,1,0
"G5300270","1930","Washington","530","Grays Harbor","0270","Grays Harbor",32727,26016,39,40,811,349
"G5300290","1930","Washington","530","Island","0290","Island",2939,2388,0,0,19,23
"G5300310","1930","Washington","530","Jefferson","0310","Jefferson",4598,3266,4,2,335,141
"G5300330","1930","Washington","530","King","0330","King",226740,217315,1936,1546,10012,5968
"G5300350","1930","Washington","530","Kitsap","0350","Kitsap",16248,13565,50,54,506,353
"G5300370","1930","Washington","530","Kittitas","0370","Kittitas",9949,7925,110,99,55,16
"G5300390","1930","Washington","530","Klikatat","0390","Klikatat",5212,4122,10,5,333,143
"G5300410","1930","Washington","530","Lewis","0410","Lewis",21129,18613,34,24,149,85
"G5300430","1930","Washington","530","Lincoln","0430","Lincoln",6418,5395,2,0,44,17
"G5300450","1930","Washington","530","Mason","0450","Mason",5624,4089,0,1,190,156
"G5300470","1930","Washington","530","Okanogan","0470","Okanogan",9567,7939,1,0,492,520
"G5300490","1930","Washington","530","Pacific","0490","Pacific",8153,6522,2,0,167,126
"G5300510","1930","Washington","530","Pend Oreille","0510","Pend Oreille",4025,2996,2,0,72,60
"G5300530","1930","Washington","530","Pierce","0530","Pierce",83317,75848,495,405,2318,1459
"G5300550","1930","Washington","530","San Juan","0550","San Juan",1651,1342,0,0,57,47
"G5300570","1930","Washington","530","Skagit","0570","Skagit",18665,15894,16,8,301,258
"G5300590","1930","Washington","530","Skamania","0590","Skamania",1621,1247,0,0,14,9
"G5300610","1930","Washington","530","Snohomish","0610","Snohomish",41363,36243,89,69,711,386
"G5300630","1930","Washington","530","Spokane","0630","Spokane",76130,72968,363,331,465,220
"G5300650","1930","Washington","530","Stevens","0650","Stevens",9760,8011,6,2,392,379
"G5300670","1930","Washington","530","Thurston","0670","Thurston",16377,14543,19,13,230,169
"G5300690","1930","Washington","530","Wahkiakum","0690","Wahkiakum",2198,1611,2,0,25,26
"G5300710","1930","Washington","530","Walla Walla","0710","Walla Walla",14911,13157,88,27,236,22
"G5300730","1930","Washington","530","Whatcom","0730","Whatcom",30299,27857,22,21,526,403
"G5300750","1930","Washington","530","Whitman","0750","Whitman",14546,13364,8,1,77,18
"G5300770","1930","Washington","530","Yakima","0770","Yakima",38424,35450,321,272,1598,1337
"G5400010","1930","West Virginia","540","Barbour","0010","Barbour",9192,8465,531,440,0,0
"G5400030","1930","West Virginia","540","Berkeley","0030","Berkeley",13198,13245,805,778,1,3
"G5400050","1930","West Virginia","540","Boone","0050","Boone",12678,11158,419,327,4,0
"G5400070","1930","West Virginia","540","Braxton","0070","Braxton",11632,10759,99,89,0,0
"G5400090","1930","West Virginia","540","Brooke","0090","Brooke",12408,11075,639,537,4,0
"G5400110","1930","West Virginia","540","Cabell","0110","Cabell",42689,43277,2270,2533,14,3
"G5400130","1930","West Virginia","540","Calhoun","0130","Calhoun",5587,5267,7,5,0,0
"G5400150","1930","West Virginia","540","Clay","0150","Clay",6754,6198,91,79,1,2
"G5400170","1930","West Virginia","540","Doddridge","0170","Doddridge",5320,5148,12,8,0,0
"G5400190","1930","West Virginia","540","Fayette","0190","Fayette",31820,28601,6424,5183,20,2
"G5400210","1930","West Virginia","540","Gilmer","0210","Gilmer",5458,5162,11,10,0,0
"G5400230","1930","West Virginia","540","Grant","0230","Grant",4257,3944,127,113,0,0
"G5400250","1930","West Virginia","540","Greenbrier","0250","Greenbrier",17439,16110,1211,1118,0,0
"G5400270","1930","West Virginia","540","Hampshire","0270","Hampshire",5966,5676,92,102,0,0
"G5400290","1930","West Virginia","540","Hancock","0290","Hancock",14816,12620,588,485,1,1
"G5400310","1930","West Virginia","540","Hardy","0310","Hardy",4854,4653,159,150,0,0
"G5400330","1930","West Virginia","540","Harrison","0330","Harrison",38094,38219,1118,1135,1,0
"G5400350","1930","West Virginia","540","Jackson","0350","Jackson",8269,7851,3,1,0,0
"G5400370","1930","West Virginia","540","Jefferson","0370","Jefferson",6478,6560,1373,1369,0,0
"G5400390","1930","West Virginia","540","Kanawha","0390","Kanawha",73813,71149,6272,6399,27,7
"G5400410","1930","West Virginia","540","Lewis","0410","Lewis",10906,10764,61,61,2,0
"G5400430","1930","West Virginia","540","Lincoln","0430","Lincoln",10070,9044,30,12,0,0
"G5400450","1930","West Virginia","540","Logan","0450","Logan",27529,23962,3784,3209,26,24
"G5400470","1930","West Virginia","540","McDowell","0470","Mcdowell",36136,31754,12119,10439,23,8
"G5400490","1930","West Virginia","540","Marion","0490","Marion",31144,30482,2645,2344,23,17
"G5400510","1930","West Virginia","540","Marshall","0510","Marshall",20715,18226,704,178,7,1
"G5400530","1930","West Virginia","540","Mason","0530","Mason",10354,9741,414,278,1,0
"G5400550","1930","West Virginia","540","Mercer","0550","Mercer",27038,26694,3830,3757,3,1
"G5400570","1930","West Virginia","540","Mineral","0570","Mineral",9794,9680,326,281,2,1
"G5400590","1930","West Virginia","540","Mingo","0590","Mingo",18301,16246,2106,1662,3,1
"G5400610","1930","West Virginia","540","Monongalia","0610","Monongalia",24512,23174,1289,1042,39,27
"G5400630","1930","West Virginia","540","Monroe","0630","Monroe",5902,5500,264,283,0,0
"G5400650","1930","West Virginia","540","Morgan","0650","Morgan",4212,4015,104,74,1,0
"G5400670","1930","West Virginia","540","Nicholas","0670","Nicholas",10676,9945,52,13,0,0
"G5400690","1930","West Virginia","540","Ohio","0690","Ohio",33976,35509,1310,1264,14,4
"G5400710","1930","West Virginia","540","Pendleton","0710","Pendleton",4842,4687,70,61,0,0
"G5400730","1930","West Virginia","540","Pleasants","0730","Pleasants",3343,3202,0,0,0,0
"G5400750","1930","West Virginia","540","Pocahontas","0750","Pocahontas",7392,6604,295,263,1,0
"G5400770","1930","West Virginia","540","Preston","0770","Preston",14884,14067,50,42,0,0
"G5400790","1930","West Virginia","540","Putnam","0790","Putnam",8602,8011,73,51,0,0
"G5400810","1930","West Virginia","540","Raleigh","0810","Raleigh",30015,26899,6078,5038,26,16
"G5400830","1930","West Virginia","540","Randolph","0830","Randolph",12642,12065,180,162,0,0
"G5400850","1930","West Virginia","540","Ritchie","0850","Ritchie",7943,7644,1,6,0,0
"G5400870","1930","West Virginia","540","Roane","0870","Roane",10015,9449,7,7,0,0
"G5400890","1930","West Virginia","540","Summers","0890","Summers",9752,9343,639,730,0,4
"G5400910","1930","West Virginia","540","Taylor","0910","Taylor",9447,8944,372,350,1,0
"G5400930","1930","West Virginia","540","Tucker","0930","Tucker",6736,6561,42,35,0,0
"G5400950","1930","West Virginia","540","Tyler","0950","Tyler",6402,6345,15,20,2,1
"G5400970","1930","West Virginia","540","Upshur","0970","Upshur",8957,8786,91,110,0,0
"G5400990","1930","West Virginia","540","Wayne","0990","Wayne",15898,15191,70,47,0,0
"G5401010","1930","West Virginia","540","Webster","1010","Webster",7378,6828,3,6,1,0
"G5401030","1930","West Virginia","540","Wetzel","1030","Wetzel",11464,10816,25,28,1,0
"G5401050","1930","West Virginia","540","Wirt","1050","Wirt",3341,2992,13,12,0,0
"G5401070","1930","West Virginia","540","Wood","1070","Wood",27634,27991,449,444,3,0
"G5401090","1930","West Virginia","540","Wyoming","1090","Wyoming",10069,8893,1111,850,3,0
"G5500010","1930","Wisconsin","550","Adams","0010","Adams",4311,3678,0,0,8,6
"G5500030","1930","Wisconsin","550","Ashland","0030","Ashland",10625,9397,0,0,536,496
"G5500050","1930","Wisconsin","550","Barron","0050","Barron",18108,16133,3,6,30,21
