GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,A68AA1990,CL5AA1990,B69AA1990,B69AB1990,B69AC1990,B84AA1990,B84AB1990,B84AC1990,B84AD1990,B84AE1990,B84AF1990
"G0100410","1990","Alabama","01","010","Crenshaw County","041","0410","Crenshaw County",3786,11805,2007,6050,740,6051,34,6017,5479,538,4383
"G0100430","1990","Alabama","01","010","Cullman County","043","0430","Cullman County",19915,60063,8267,32237,3405,31837,55,31782,29952,1830,20725
"G0100450","1990","Alabama","01","010","Dale County","045","0450","Dale County",13334,41938,3282,22028,3948,25468,5064,20404,18993,1411,11688
"G0100470","1990","Alabama","01","010","Dallas County","047","0470","Dallas County",12402,41611,4899,20047,3474,18828,68,18760,16630,2130,15965
"G0100490","1990","Alabama","01","010","DeKalb County","049","0490","DeKalb County",16094,48580,7811,25153,2520,26121,36,26085,24643,1442,16420
"G0100510","1990","Alabama","01","010","Elmore County","051","0510","Elmore County",13000,41456,3578,23823,4031,22224,438,21786,20610,1176,15678
"G0100530","1990","Alabama","01","010","Escambia County","053","0530","Escambia County",9507,29996,3947,16873,1707,14940,38,14902,13312,1590,12328
"G0100550","1990","Alabama","01","010","Etowah County","055","0550","Etowah County",28585,86759,9516,49467,6689,44211,117,44094,40902,3192,34306
"G0100570","1990","Alabama","01","010","Fayette County","057","0570","Fayette County",5165,15793,2397,8280,995,8156,6,8150,7405,745,5792
"G0100590","1990","Alabama","01","010","Franklin County","059","0590","Franklin County",8164,24466,3830,13193,1269,12409,15,12394,11573,821,9387
"G0100610","1990","Alabama","01","010","Geneva County","061","0610","Geneva County",6870,20811,3308,11109,1058,10960,65,10895,10262,633,7525
"G0100630","1990","Alabama","01","010","Greene County","063","0630","Greene County",2532,8870,1461,3838,618,3642,15,3627,3246,381,3527
"G0100650","1990","Alabama","01","010","Hale County","065","0650","Hale County",3983,13543,2017,6405,822,5865,19,5846,5442,404,5367
"G0100670","1990","Alabama","01","010","Henry County","067","0670","Henry County",4320,13524,1801,7314,817,6922,45,6877,6513,364,4894
"G0100690","1990","Alabama","01","010","Houston County","069","0690","Houston County",22628,70489,6792,36666,7696,40180,165,40015,38120,1895,21145
"G0100710","1990","Alabama","01","010","Jackson County","071","0710","Jackson County",14041,42809,6152,22224,2471,22925,28,22897,21337,1560,14043
"G0100730","1990","Alabama","01","010","Jefferson County","073","0730","Jefferson County",176573,547457,38754,302236,84718,311227,1057,310170,289888,20282,195372
"G0100750","1990","Alabama","01","010","Lamar County","075","0750","Lamar County",4512,13833,2248,7316,631,7418,15,7403,6975,428,4786
"G0100770","1990","Alabama","01","010","Lauderdale County","077","0770","Lauderdale County",22966,68911,7609,35377,8450,36909,72,36837,34721,2116,25715
"G0100790","1990","Alabama","01","010","Lawrence County","079","0790","Lawrence County",9032,28541,3876,14411,1211,14638,11,14627,13646,981,9333
"G0100810","1990","Alabama","01","010","Lee County","081","0810","Lee County",20115,62536,5093,28891,11500,43256,340,42916,40043,2873,26775
"G0100830","1990","Alabama","01","010","Limestone County","083","0830","Limestone County",15277,47226,5417,24644,4811,26057,34,26023,24389,1634,16071
"G0100850","1990","Alabama","01","010","Lowndes County","085","0850","Lowndes County",3143,11472,1488,4888,566,4788,30,4758,4200,558,3910
"G0100870","1990","Alabama","01","010","Macon County","087","0870","Macon County",5535,18587,2642,8641,2476,9971,26,9945,8523,1422,9248
"G0100890","1990","Alabama","01","010","Madison County","089","0890","Madison County",65475,200351,11572,95243,46049,130155,3564,126591,119797,6794,56176
"G0100910","1990","Alabama","01","010","Marengo County","091","0910","Marengo County",6088,20497,2104,10334,1612,9528,32,9496,8768,728,7459
"G0100930","1990","Alabama","01","010","Marion County","093","0930","Marion County",8700,26008,4581,13583,1301,13540,25,13515,12294,1221,9878
"G0100950","1990","Alabama","01","010","Marshall County","095","0950","Marshall County",20927,62157,8131,33188,5359,34003,59,33944,31405,2539,21509
"G0100970","1990","Alabama","01","010","Mobile County","097","0970","Mobile County",100814,325870,25046,171130,36078,171608,1287,170321,155065,15256,111034
"G0100990","1990","Alabama","01","010","Monroe County","099","0990","Monroe County",6355,21288,2489,10201,1538,10330,10,10320,9428,892,7265
"G0101010","1990","Alabama","01","010","Montgomery County","101","1010","Montgomery County",53573,171830,11527,85763,31075,103196,3660,99536,92614,6922,54961
"G0101030","1990","Alabama","01","010","Morgan County","103","1030","Morgan County",28651,87506,8416,46280,10019,49040,105,48935,46358,2577,27982
"G0101050","1990","Alabama","01","010","Perry County","105","1050","Perry County",3102,10848,1820,4508,825,4608,9,4599,4254,345,4649
"G0101070","1990","Alabama","01","010","Pickens County","107","1070","Pickens County",5658,18190,2526,9578,859,8405,36,8369,7676,693,7000
"G0101090","1990","Alabama","01","010","Pike County","109","1090","Pike County",6949,21623,3188,10287,2242,12582,107,12475,11441,1034,8989
"G0101110","1990","Alabama","01","010","Randolph County","111","1110","Randolph County",5640,17451,2918,8899,992,9155,21,9134,8546,588,6183
"G0101130","1990","Alabama","01","010","Russell County","113","1130","Russell County",12736,40364,5708,21527,2437,22023,410,21613,19698,1915,13928
"G0101150","1990","Alabama","01","010","St. Clair County","115","1150","St. Clair County",14094,44066,5266,23947,2708,22946,66,22880,21593,1287,15239
"G0101170","1990","Alabama","01","010","Shelby County","117","1170","Shelby County",27767,87222,5014,38946,17978,52122,131,51991,50246,1745,22744
"G0101190","1990","Alabama","01","010","Sumter County","119","1190","Sumter County",3914,13377,1899,6059,996,5964,21,5943,5308,635,5877
"G0101210","1990","Alabama","01","010","Talladega County","121","1210","Talladega County",20195,64142,7332,34055,4704,32687,141,32546,30069,2477,23494
"G0101230","1990","Alabama","01","010","Tallapoosa County","123","1230","Tallapoosa County",10992,33868,4405,17854,2902,18603,44,18559,17702,857,11549
"G0101250","1990","Alabama","01","010","Tuscaloosa County","125","1250","Tuscaloosa County",37355,116790,10802,60378,17782,70347,205,70142,65917,4225,48272
"G0101270","1990","Alabama","01","010","Walker County","127","1270","Walker County",19534,59750,8555,32311,3154,28780,32,28748,26620,2128,23797
"G0101290","1990","Alabama","01","010","Washington County","129","1290","Washington County",4548,15228,2041,7248,671,6689,40,6649,5954,695,5537
"G0101310","1990","Alabama","01","010","Wilcox County","131","1310","Wilcox County",3289,11982,1987,4930,798,4298,15,4283,3672,611,5234
"G0101330","1990","Alabama","01","010","Winston County","133","1330","Winston County",6594,19560,3551,10119,776,10201,21,10180,9219,961,7075
"G0200130","1990","Alaska","02","020","Aleutians East Borough","013","0130","Aleutians East Borough",377,1330,282,1051,198,1452,0,1452,1432,20,517
"G0200160","1990","Alaska","02","020","Aleutians West Census Area","016","0160","Aleutians West Census Area",1440,4842,270,4387,810,7011,3008,4003,3870,133,655
"G0200200","1990","Alaska","02","020","Anchorage Municipality","020","0200","Anchorage Borough",56503,180734,3836,96127,36692,130287,10624,119663,111242,8421,36001
"G0200500","1990","Alaska","02","020","Bethel Census Area","050","0500","Bethel Census Area",2773,11974,1963,3995,896,4831,104,4727,4109,618,3961
"G0200600","1990","Alaska","02","020","Bristol Bay Borough","060","0600","Bristol Bay Borough",272,941,55,666,168,811,263,548,510,38,250
"G0200700","1990","Alaska","02","020","Dillingham Census Area","070","0700","Dillingham Census Area",922,3553,454,1375,330,1393,3,1390,1243,147,1223
"G0200900","1990","Alaska","02","020","Fairbanks North Star Borough","090","0900","Fairbanks North Star Borough",19032,62386,1225,31134,10929,42729,7781,34948,31379,3569,12704
"G0201000","1990","Alaska","02","020","Haines Borough","100","1000","Haines Borough",536,1657,90,1058,245,1121,3,1118,1031,87,476
"G0201100","1990","Alaska","02","020","Juneau City and Borough","110","1100","Juneau Borough",6628,21084,553,11066,5150,15405,191,15214,14482,732,4158
"G0201220","1990","Alaska","02","020","Kenai Peninsula Borough","122","1220","Kenai Peninsula Borough",10216,33802,934,19115,4374,19220,108,19112,17137,1975,9489
"G0201300","1990","Alaska","02","020","Ketchikan Gateway Borough","130","1300","Ketchikan Gateway Borough",3450,11144,299,6521,1731,7659,175,7484,6943,541,2395
"G0201500","1990","Alaska","02","020","Kodiak Island Borough","150","1500","Kodiak Island Borough",2982,10380,508,5606,1674,7564,1040,6524,6178,346,1918
"G0201640","1990","Alaska","02","020","Lake and Peninsula Borough","164","1640","Lake and Peninsula Borough",382,1463,220,554,130,535,0,535,454,81,555
"G0201700","1990","Alaska","02","020","Matanuska-Susitna Borough","170","1700","Matanuska-Susitna Borough",10081,34021,807,18401,4232,17971,199,17772,15714,2058,9044
"G0201800","1990","Alaska","02","020","Nome Census Area","180","1800","Nome Census Area",1723,7016,951,2799,601,3292,60,3232,2700,532,2104
"G0201850","1990","Alaska","02","020","North Slope Borough","185","1850","North Slope Borough",1209,4926,605,2128,450,2964,9,2955,2522,433,908
"G0201880","1990","Alaska","02","020","Northwest Arctic Borough","188","1880","Northwest Arctic Borough",1190,5407,717,1788,339,2130,21,2109,1681,428,1546
"G0202010","1990","Alaska","02","020","Prince Of Wales-Outer Ketchikan","201","2010","Prince of Wales-Outer Ketchikan Census Area",1485,5081,137,3165,424,3077,2,3075,2618,457,1323
"G0202200","1990","Alaska","02","020","Sitka City and Borough","220","2200","Sitka Borough",2102,6900,209,3897,1119,4841,225,4616,4307,309,1341
"G0202310","1990","Alaska","02","020","Skagway-Yakutat-Angoon","231","2310","Skagway-Yakutat-Angoon Census Area",1010,3547,168,2067,420,2344,2,2342,2035,307,719
"G0202400","1990","Alaska","02","020","Southeast Fairbanks Census Area","240","2400","Southeast Fairbanks Census Area",1473,5009,193,2480,625,2767,462,2305,1943,362,1207
"G0202610","1990","Alaska","02","020","Valdez-Cordova Census Area","261","2610","Valdez-Cordova Census Area",2312,7617,348,4770,1164,5399,123,5276,4730,546,1895
"G0202700","1990","Alaska","02","020","Wade Hampton Census Area","270","2700","Wade Hampton Census Area",1086,5302,808,1431,255,1879,29,1850,1316,534,1496
"G0202800","1990","Alaska","02","020","Wrangell-Petersburg","280","2800","Wrangell-Petersburg Census Area",1788,5783,200,3295,864,3651,54,3597,3352,245,1399
"G0202900","1990","Alaska","02","020","Yukon-Koyukuk Census Area","290","2900","Yukon-Koyukuk Census Area",1865,6556,789,3435,677,3624,505,3119,2451,668,2153
"G0400010","1990","Arizona","04","040","Apache County","001","0010","Apache County",13014,56181,7979,19161,2520,18383,7,18376,14039,4337,19436
"G0400030","1990","Arizona","04","040","Cochise County","003","0030","Cochise County",25328,80492,7624,43756,9850,43156,5681,37475,33766,3709,31137
"G0400050","1990","Arizona","04","040","Coconino County","005","0050","Coconino County",21157,74928,5042,33037,12399,46250,87,46163,41990,4173,23692
"G0400070","1990","Arizona","04","040","Gila County","007","0070","Gila County",11204,34168,3139,21242,2615,15231,52,15179,13601,1578,15536
"G0400090","1990","Arizona","04","040","Graham County","009","0090","Graham County",6153,22019,2071,11154,1688,8829,6,8823,7701,1122,9843
"G0400110","1990","Arizona","04","040","Greenlee County","011","0110","Greenlee County",2110,7127,514,3737,492,3098,0,3098,2829,269,2495
"G0400120","1990","Arizona","04","040","La Paz County","012","0120","La Paz County",3809,11524,1331,6893,767,5646,0,5646,5215,431,4973
"G0400130","1990","Arizona","04","040","Maricopa County","013","0130","Maricopa County",547211,1711152,99009,948072,297573,1079401,8734,1070667,1005925,64742,543797
"G0400150","1990","Arizona","04","040","Mohave County","015","0150","Mohave County",26650,76245,4761,54474,6804,39590,38,39552,37191,2361,34489
"G0400170","1990","Arizona","04","040","Navajo County","017","0170","Navajo County",17930,69919,6811,29882,4075,27066,44,27022,22424,4598,23738
"G0400190","1990","Arizona","04","040","Pima County","019","0190","Pima County",169666,522121,34750,290579,98703,320208,6377,313831,290058,23773,197880
"G0400210","1990","Arizona","04","040","Pinal County","021","0210","Pinal County",29787,96899,11530,54315,5876,44467,66,44401,40326,4075,40779
"G0400230","1990","Arizona","04","040","Santa Cruz County","023","0230","Santa Cruz County",7150,27042,4310,10541,1799,12638,35,12603,11286,1317,8086
"G0400250","1990","Arizona","04","040","Yavapai County","025","0250","Yavapai County",31266,87062,5488,58100,13690,43050,39,43011,40356,2655,44153
"G0400270","1990","Arizona","04","040","Yuma County","027","0270","Yuma County",27671,91311,13150,41852,8022,46465,4514,41951,37189,4762,32218
"G0500010","1990","Arkansas","05","050","Arkansas County","001","0010","Arkansas County",6051,18528,2888,9726,1445,9869,28,9841,9228,613,6430
"G0500030","1990","Arkansas","05","050","Ashley County","003","0030","Ashley County",6817,21532,2468,11332,1422,10545,15,10530,9632,898,7769
"G0500050","1990","Arkansas","05","050","Baxter County","005","0050","Baxter County",9916,26652,3130,17798,2436,11460,7,11453,10621,832,14363
"G0500070","1990","Arkansas","05","050","Benton County","007","0070","Benton County",28999,84933,6348,49036,9291,46052,77,45975,44371,1604,29792
"G0500090","1990","Arkansas","05","050","Boone County","009","0090","Boone County",8282,24461,2811,13954,2000,13203,39,13164,12534,630,8917
"G0500110","1990","Arkansas","05","050","Bradley County","011","0110","Bradley County",3333,10104,1512,5465,754,4867,22,4845,4410,435,4227
"G0500130","1990","Arkansas","05","050","Calhoun County","013","0130","Calhoun County",1616,5061,646,2845,279,2543,13,2530,2249,281,1859
"G0500150","1990","Arkansas","05","050","Carroll County","015","0150","Carroll County",5436,15859,1887,9320,1471,8840,7,8833,8312,521,5824
"G0500170","1990","Arkansas","05","050","Chicot County","017","0170","Chicot County",3957,13603,2341,6168,769,5823,6,5817,5004,813,5434
"G0500190","1990","Arkansas","05","050","Clark County","019","0190","Clark County",5476,16188,2072,8445,2288,9597,19,9578,8992,586,7651
"G0500210","1990","Arkansas","05","050","Clay County","021","0210","Clay County",5381,15444,4117,7688,645,7756,3,7753,7198,555,6707
"G0500230","1990","Arkansas","05","050","Cleburne County","023","0230","Cleburne County",6027,16852,2708,9845,1295,8195,44,8151,7510,641,7489
"G0500250","1990","Arkansas","05","050","Cleveland County","025","0250","Cleveland County",2267,7007,838,3786,393,3333,5,3328,3104,224,2647
"G0500270","1990","Arkansas","05","050","Columbia County","027","0270","Columbia County",6856,21492,2169,11830,2103,11271,27,11244,10347,897,8318
"G0500290","1990","Arkansas","05","050","Conway County","029","0290","Conway County",5358,16592,1884,9226,1207,8422,11,8411,7821,590,6053
"G0500310","1990","Arkansas","05","050","Craighead County","031","0310","Craighead County",18877,56762,7095,28057,6879,34662,105,34557,32772,1785,18969
"G0500330","1990","Arkansas","05","050","Crawford County","033","0330","Crawford County",12230,38139,4139,20274,2001,19341,36,19305,18095,1210,12153
"G0500350","1990","Arkansas","05","050","Crittenden County","035","0350","Crittenden County",12985,43955,5776,20482,2849,22185,44,22141,20049,2092,13394
"G0500370","1990","Arkansas","05","050","Cross County","037","0370","Cross County",5242,17061,2620,8066,933,8162,21,8141,7393,748,5977
"G0500390","1990","Arkansas","05","050","Dallas County","039","0390","Dallas County",2624,8248,1219,4598,559,4037,12,4025,3757,268,3315
"G0500410","1990","Arkansas","05","050","Desha County","041","0410","Desha County",4386,14634,2145,6776,1032,6553,20,6533,5758,775,5534
"G0500430","1990","Arkansas","05","050","Drew County","043","0430","Drew County",4699,14643,1685,7277,1443,8059,12,8047,7414,633,5011
"G0500450","1990","Arkansas","05","050","Faulkner County","045","0450","Faulkner County",15748,48796,3865,24694,6235,30027,148,29879,27806,2073,16451
"G0500470","1990","Arkansas","05","050","Franklin County","047","0470","Franklin County",4252,12878,1848,6942,848,6633,2,6631,6161,470,4837
"G0500490","1990","Arkansas","05","050","Fulton County","049","0490","Fulton County",3019,8762,1685,4902,373,3879,1,3878,3557,321,4077
"G0500510","1990","Arkansas","05","050","Garland County","051","0510","Garland County",21404,60348,6221,38305,7375,31181,45,31136,29450,1686,28395
"G0500530","1990","Arkansas","05","050","Grant County","053","0530","Grant County",4065,12571,1196,6957,836,6640,9,6631,6269,362,4032
"G0500550","1990","Arkansas","05","050","Greene County","055","0550","Greene County",9339,27766,4554,14303,1886,14971,27,14944,13831,1113,9780
"G0500570","1990","Arkansas","05","050","Hempstead County","057","0570","Hempstead County",6001,18521,2052,10541,1288,9568,0,9568,8839,729,6719
"G0500590","1990","Arkansas","05","050","Hot Spring County","059","0590","Hot Spring County",7636,22911,2580,13070,1549,11284,48,11236,10264,972,8840
"G0500610","1990","Arkansas","05","050","Howard County","061","0610","Howard County",3738,11687,1423,6437,707,6263,5,6258,5873,385,3951
"G0500630","1990","Arkansas","05","050","Independence County","063","0630","Independence County",8898,26998,3216,14829,2078,14629,17,14612,13650,962,9392
"G0500650","1990","Arkansas","05","050","Izard County","065","0650","Izard County",3486,9744,1612,5797,771,4313,17,4296,3986,310,4909
"G0500670","1990","Arkansas","05","050","Jackson County","067","0670","Jackson County",5370,16305,3171,8638,842,7939,9,7930,7153,777,6738
"G0500690","1990","Arkansas","05","050","Jefferson County","069","0690","Jefferson County",21972,71222,7514,36667,7560,37160,261,36899,33236,3663,27079
"G0500710","1990","Arkansas","05","050","Johnson County","071","0710","Johnson County",5142,15314,2308,8050,1409,7845,4,7841,7155,686,6436
"G0500730","1990","Arkansas","05","050","Lafayette County","073","0730","Lafayette County",2586,8364,1312,4366,420,3720,10,3710,3315,395,3611
"G0500750","1990","Arkansas","05","050","Lawrence County","075","0750","Lawrence County",5043,14945,3030,7742,698,7301,13,7288,6710,578,6345
"G0500770","1990","Arkansas","05","050","Lee County","077","0770","Lee County",3326,11393,2257,4804,564,4540,11,4529,3853,676,4726
"G0500790","1990","Arkansas","05","050","Lincoln County","079","0790","Lincoln County",2852,9387,1673,6859,508,4406,11,4395,4045,350,6514
"G0500810","1990","Arkansas","05","050","Little River County","081","0810","Little River County",3929,12378,1200,6802,708,6446,4,6442,6046,396,4082
"G0500830","1990","Arkansas","05","050","Logan County","083","0830","Logan County",5717,17651,2473,9877,896,8870,54,8816,8222,594,6927
"G0500850","1990","Arkansas","05","050","Lonoke County","085","0850","Lonoke County",11030,35203,3215,18748,2437,19041,455,18586,17388,1198,10033
"G0500870","1990","Arkansas","05","050","Madison County","087","0870","Madison County",3392,10326,1838,5092,623,5316,15,5301,5090,211,3535
"G0500890","1990","Arkansas","05","050","Marion County","089","0890","Marion County",3713,10409,1327,6641,695,4706,0,4706,4363,343,4988
"G0500910","1990","Arkansas","05","050","Miller County","091","0910","Miller County",10560,33174,3565,18018,2263,16761,46,16715,15440,1275,12002
"G0500930","1990","Arkansas","05","050","Mississippi County","093","0930","Mississippi County",15370,50041,7151,22683,3506,25938,2535,23403,20907,2496,15383
"G0500950","1990","Arkansas","05","050","Monroe County","095","0950","Monroe County",3039,9683,1751,4747,596,4263,0,4263,3871,392,4173
"G0500970","1990","Arkansas","05","050","Montgomery County","097","0970","Montgomery County",2296,6656,1061,3978,379,3263,37,3226,3090,136,2965
"G0500990","1990","Arkansas","05","050","Nevada County","099","0990","Nevada County",2762,8705,989,4872,640,4211,19,4192,3929,263,3517
"G0501010","1990","Arkansas","05","050","Newton County","101","1010","Newton County",2182,6856,1144,3449,336,2893,0,2893,2625,268,2888
"G0501030","1990","Arkansas","05","050","Ouachita County","103","1030","Ouachita County",8458,26297,2956,14602,2441,13344,14,13330,12234,1096,9765
"G0501050","1990","Arkansas","05","050","Perry County","105","1050","Perry County",2282,6928,905,3995,326,3552,13,3539,3277,262,2667
"G0501070","1990","Arkansas","05","050","Phillips County","107","1070","Phillips County",7275,24991,4493,10470,1511,10323,20,10303,9188,1115,9751
"G0501090","1990","Arkansas","05","050","Pike County","109","1090","Pike County",2938,8878,1077,4956,557,4312,0,4312,4083,229,3531
"G0501110","1990","Arkansas","05","050","Poinsett County","111","1110","Poinsett County",7064,21656,4904,10033,878,10821,12,10809,9626,1183,7945
"G0501130","1990","Arkansas","05","050","Polk County","113","1130","Polk County",5076,15121,2103,8270,1136,7241,0,7241,6841,400,6100
"G0501150","1990","Arkansas","05","050","Pope County","115","1150","Pope County",12681,38869,4224,19630,4122,21858,123,21735,20347,1388,13453
"G0501170","1990","Arkansas","05","050","Prairie County","117","1170","Prairie County",2716,8327,1444,4341,451,4175,16,4159,3906,253,3201
"G0501190","1990","Arkansas","05","050","Pulaski County","119","1190","Pulaski County",93512,287239,16308,154290,52402,181052,5192,175860,166541,9319,86709
"G0501210","1990","Arkansas","05","050","Randolph County","121","1210","Randolph County",4833,14451,3035,6999,858,6858,0,6858,6339,519,5990
"G0501230","1990","Arkansas","05","050","St. Francis County","123","1230","St. Francis County",7423,25029,3820,11415,1418,11174,22,11152,9665,1487,9004
"G0501250","1990","Arkansas","05","050","Saline County","125","1250","Saline County",18498,57175,4336,31820,4876,31566,70,31496,29887,1609,17118
"G0501270","1990","Arkansas","05","050","Scott County","127","1270","Scott County",3030,8987,1576,4754,400,4492,28,4464,4179,285,3414
"G0501290","1990","Arkansas","05","050","Searcy County","129","1290","Searcy County",2333,6863,1553,3400,399,3092,7,3085,2803,282,3047
"G0501310","1990","Arkansas","05","050","Sebastian County","131","1310","Sebastian County",27632,83891,6848,48093,9378,49524,548,48976,46226,2750,26871
"G0501330","1990","Arkansas","05","050","Sevier County","133","1330","Sevier County",3825,11754,1715,6506,634,6307,15,6292,5926,366,4280
"G0501350","1990","Arkansas","05","050","Sharp County","135","1350","Sharp County",4331,12167,1704,7480,876,4905,2,4903,4344,559,6527
"G0501370","1990","Arkansas","05","050","Stone County","137","1370","Stone County",2944,8570,1582,4545,632,4139,0,4139,3788,351,3568
"G0501390","1990","Arkansas","05","050","Union County","139","1390","Union County",12882,40057,3628,22749,3825,19943,52,19891,18506,1385,15371
"G0501410","1990","Arkansas","05","050","Van Buren County","141","1410","Van Buren County",4275,12158,1831,7044,1043,5190,6,5184,4735,449,6063
"G0501430","1990","Arkansas","05","050","Washington County","143","1430","Washington County",29963,90774,8137,46417,13642,58029,113,57916,55567,2349,30347
"G0501450","1990","Arkansas","05","050","White County","145","1450","White County",15145,45845,5895,24185,3680,24723,103,24620,22651,1969,17861
"G0501470","1990","Arkansas","05","050","Woodruff County","147","1470","Woodruff County",2593,8199,1504,3972,441,3749,42,3707,3364,343,3288
"G0501490","1990","Arkansas","05","050","Yell County","149","1490","Yell County",5164,15420,2326,8443,858,8000,9,7991,7571,420,5876
"G0600010","1990","California","06","060","Alameda County","001","0010","Alameda County",308866,982858,61865,534952,241487,689517,12621,676896,635840,41056,316238
"G0600030","1990","California","06","060","Alpine County","003","0030","Alpine County",266,819,27,535,177,591,0,591,514,77,268
"G0600050","1990","California","06","060","Amador County","005","0050","Amador County",7683,21542,1185,16561,2886,11281,10,11271,10623,648,13756
"G0600070","1990","California","06","060","Butte County","007","0070","Butte County",46125,136233,8545,83984,22379,78440,101,78339,70880,7459,64911
"G0600090","1990","California","06","060","Calaveras County","009","0090","Calaveras County",9416,27146,1146,18082,3242,13023,3,13020,12114,906,11859
"G0600110","1990","California","06","060","Colusa County","011","0110","Colusa County",4170,13897,1924,6840,1090,7259,0,7259,6653,606,4535
"G0600130","1990","California","06","060","Contra Costa County","013","0130","Contra Costa County",212649,662613,25827,338684,168205,430746,2844,427902,406507,21395,191411
"G0600150","1990","California","06","060","Del Norte County","015","0150","Del Norte County",5738,17770,1395,12190,1506,8844,21,8823,7858,965,8889
"G0600170","1990","California","06","060","El Dorado County","017","0170","El Dorado County",35000,105932,3295,63570,17547,62301,46,62255,58893,3362,33639
"G0600190","1990","California","06","060","Fresno County","019","0190","Fresno County",161781,559106,72055,248373,65308,299054,741,298313,269826,28487,178637
"G0600210","1990","California","06","060","Glenn County","021","0210","Glenn County",6439,21015,2225,11546,1434,10972,6,10966,9896,1070,7066
"G0600230","1990","California","06","060","Humboldt County","023","0230","Humboldt County",30086,90734,4611,55868,15101,56345,737,55608,50831,4777,35317
"G0600250","1990","California","06","060","Imperial County","025","0250","Imperial County",26003,96912,17766,37208,5936,43046,478,42568,36412,6156,32645
"G0600270","1990","California","06","060","Inyo County","027","0270","Inyo County",5063,14604,686,10475,1740,8317,6,8311,7800,511,5993
"G0600290","1990","California","06","060","Kern County","029","0290","Kern County",135925,457880,47138,229710,42361,241533,3834,237699,214668,23031,145829
"G0600310","1990","California","06","060","Kings County","031","0310","Kings County",22884,79143,9850,43342,5235,41607,4615,36992,33037,3955,31676
"G0600330","1990","California","06","060","Lake County","033","0330","Lake County",14257,40600,3216,28897,3848,18770,41,18729,17143,1586,20883
"G0600350","1990","California","06","060","Lassen County","035","0350","Lassen County",6329,19467,1195,14403,2057,10163,403,9760,8843,917,11200
"G0600370","1990","California","06","060","Los Angeles County","037","0370","Los Angeles County",2013926,7059807,853988,3403792,1223442,4557390,19026,4538364,4203792,334572,2221532
"G0600390","1990","California","06","060","Madera County","039","0390","Madera County",22535,76528,10100,36701,6191,37775,36,37739,33263,4476,25658
"G0600410","1990","California","06","060","Marin County","041","0410","Marin County",58096,166299,5667,89296,74530,132016,1693,130323,125886,4437,58874
