GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,A68AA2010,CL5AA2010
"G2800910","2010","Mississippi","28","280","Marion County","091","0910","Marion County",7236,22543
"G2800930","2010","Mississippi","28","280","Marshall County","093","0930","Marshall County",9549,29987
"G2800950","2010","Mississippi","28","280","Monroe County","095","0950","Monroe County",10234,31099
"G2800970","2010","Mississippi","28","280","Montgomery County","097","0970","Montgomery County",3022,9071
"G2800990","2010","Mississippi","28","280","Neshoba County","099","0990","Neshoba County",7808,25047
"G2801010","2010","Mississippi","28","280","Newton County","101","1010","Newton County",5802,17959
"G2801030","2010","Mississippi","28","280","Noxubee County","103","1030","Noxubee County",3006,9790
"G2801050","2010","Mississippi","28","280","Oktibbeha County","105","1050","Oktibbeha County",9841,29110
"G2801070","2010","Mississippi","28","280","Panola County","107","1070","Panola County",9086,29233
"G2801090","2010","Mississippi","28","280","Pearl River County","109","1090","Pearl River County",15159,46640
"G2801110","2010","Mississippi","28","280","Perry County","111","1110","Perry County",3368,10409
"G2801130","2010","Mississippi","28","280","Pike County","113","1130","Pike County",10601,33242
"G2801150","2010","Mississippi","28","280","Pontotoc County","115","1150","Pontotoc County",8156,25487
"G2801170","2010","Mississippi","28","280","Prentiss County","117","1170","Prentiss County",6915,20616
"G2801190","2010","Mississippi","28","280","Quitman County","119","1190","Quitman County",2076,6718
"G2801210","2010","Mississippi","28","280","Rankin County","121","1210","Rankin County",37734,115135
"G2801230","2010","Mississippi","28","280","Scott County","123","1230","Scott County",7264,23393
"G2801250","2010","Mississippi","28","280","Sharkey County","125","1250","Sharkey County",1229,3993
"G2801270","2010","Mississippi","28","280","Simpson County","127","1270","Simpson County",7313,22824
"G2801290","2010","Mississippi","28","280","Smith County","129","1290","Smith County",4603,14314
"G2801310","2010","Mississippi","28","280","Stone County","131","1310","Stone County",4539,14202
"G2801330","2010","Mississippi","28","280","Sunflower County","133","1330","Sunflower County",6322,21256
"G2801350","2010","Mississippi","28","280","Tallahatchie County","135","1350","Tallahatchie County",3364,10949
"G2801370","2010","Mississippi","28","280","Tate County","137","1370","Tate County",7500,23969
"G2801390","2010","Mississippi","28","280","Tippah County","139","1390","Tippah County",6041,18605
"G2801410","2010","Mississippi","28","280","Tishomingo County","141","1410","Tishomingo County",5516,16110
"G2801430","2010","Mississippi","28","280","Tunica County","143","1430","Tunica County",2516,8594
"G2801450","2010","Mississippi","28","280","Union County","145","1450","Union County",7479,23018
"G2801470","2010","Mississippi","28","280","Walthall County","147","1470","Walthall County",4173,13114
"G2801490","2010","Mississippi","28","280","Warren County","149","1490","Warren County",12963,39985
"G2801510","2010","Mississippi","28","280","Washington County","151","1510","Washington County",13134,42372
"G2801530","2010","Mississippi","28","280","Wayne County","153","1530","Wayne County",5710,17571
"G2801550","2010","Mississippi","28","280","Webster County","155","1550","Webster County",2893,8749
"G2801570","2010","Mississippi","28","280","Wilkinson County","157","1570","Wilkinson County",2290,7272
"G2801590","2010","Mississippi","28","280","Winston County","159","1590","Winston County",5199,15883
"G2801610","2010","Mississippi","28","280","Yalobusha County","161","1610","Yalobusha County",3440,10320
"G2801630","2010","Mississippi","28","280","Yazoo County","163","1630","Yazoo County",6280,20476
"G2900010","2010","Missouri","29","290","Adair County","001","0010","Adair County",5406,15902
"G2900030","2010","Missouri","29","290","Andrew County","003","0030","Andrew County",4924,14610
"G2900050","2010","Missouri","29","290","Atchison County","005","0050","Atchison County",1596,4462
"G2900070","2010","Missouri","29","290","Audrain County","007","0070","Audrain County",6386,18966
"G2900090","2010","Missouri","29","290","Barry County","009","0090","Barry County",9966,29551
"G2900110","2010","Missouri","29","290","Barton County","011","0110","Barton County",3422,10304
"G2900130","2010","Missouri","29","290","Bates County","013","0130","Bates County",4603,13831
"G2900150","2010","Missouri","29","290","Benton County","015","0150","Benton County",5533,14976
"G2900170","2010","Missouri","29","290","Bollinger County","017","0170","Bollinger County",3509,10301
"G2900190","2010","Missouri","29","290","Boone County","019","0190","Boone County",36312,107441
"G2900210","2010","Missouri","29","290","Buchanan County","021","0210","Buchanan County",22176,66586
"G2900230","2010","Missouri","29","290","Butler County","023","0230","Butler County",11481,33477
"G2900250","2010","Missouri","29","290","Caldwell County","025","0250","Caldwell County",2571,7722
"G2900270","2010","Missouri","29","290","Callaway County","027","0270","Callaway County",11065,32717
"G2900290","2010","Missouri","29","290","Camden County","029","0290","Camden County",13021,34915
"G2900310","2010","Missouri","29","290","Cape Girardeau County","031","0310","Cape Girardeau County",19369,56715
"G2900330","2010","Missouri","29","290","Carroll County","033","0330","Carroll County",2548,7469
"G2900350","2010","Missouri","29","290","Carter County","035","0350","Carter County",1714,5083
"G2900370","2010","Missouri","29","290","Cass County","037","0370","Cass County",27533,84528
"G2900390","2010","Missouri","29","290","Cedar County","039","0390","Cedar County",3883,11205
"G2900410","2010","Missouri","29","290","Chariton County","041","0410","Chariton County",2198,6324
"G2900430","2010","Missouri","29","290","Christian County","043","0430","Christian County",21921,66467
"G2900450","2010","Missouri","29","290","Clark County","045","0450","Clark County",1987,5762
"G2900470","2010","Missouri","29","290","Clay County","047","0470","Clay County",59017,179787
"G2900490","2010","Missouri","29","290","Clinton County","049","0490","Clinton County",5749,17214
"G2900510","2010","Missouri","29","290","Cole County","051","0510","Cole County",19410,57411
"G2900530","2010","Missouri","29","290","Cooper County","053","0530","Cooper County",4454,13138
"G2900550","2010","Missouri","29","290","Crawford County","055","0550","Crawford County",6712,19884
"G2900570","2010","Missouri","29","290","Dade County","057","0570","Dade County",2225,6394
"G2900590","2010","Missouri","29","290","Dallas County","059","0590","Dallas County",4634,13932
"G2900610","2010","Missouri","29","290","Daviess County","061","0610","Daviess County",2303,7036
"G2900630","2010","Missouri","29","290","DeKalb County","063","0630","DeKalb County",2547,7688
"G2900650","2010","Missouri","29","290","Dent County","065","0650","Dent County",4366,12758
"G2900670","2010","Missouri","29","290","Douglas County","067","0670","Douglas County",3893,11229
"G2900690","2010","Missouri","29","290","Dunklin County","069","0690","Dunklin County",8492,25295
"G2900710","2010","Missouri","29","290","Franklin County","071","0710","Franklin County",27633,83949
"G2900730","2010","Missouri","29","290","Gasconade County","073","0730","Gasconade County",4242,12274
"G2900750","2010","Missouri","29","290","Gentry County","075","0750","Gentry County",1789,5427
"G2900770","2010","Missouri","29","290","Greene County","077","0770","Greene County",69071,199054
"G2900790","2010","Missouri","29","290","Grundy County","079","0790","Grundy County",2694,7921
"G2900810","2010","Missouri","29","290","Harrison County","081","0810","Harrison County",2461,7210
"G2900830","2010","Missouri","29","290","Henry County","083","0830","Henry County",6224,17714
"G2900850","2010","Missouri","29","290","Hickory County","085","0850","Hickory County",2840,7541
"G2900870","2010","Missouri","29","290","Holt County","087","0870","Holt County",1421,3902
"G2900890","2010","Missouri","29","290","Howard County","089","0890","Howard County",2609,7576
"G2900910","2010","Missouri","29","290","Howell County","091","0910","Howell County",11020,32625
"G2900930","2010","Missouri","29","290","Iron County","093","0930","Iron County",2854,8300
"G2900950","2010","Missouri","29","290","Jackson County","095","0950","Jackson County",167088,511655
"G2900970","2010","Missouri","29","290","Jasper County","097","0970","Jasper County",30202,92040
"G2900990","2010","Missouri","29","290","Jefferson County","099","0990","Jefferson County",60031,183768
"G2901010","2010","Missouri","29","290","Johnson County","101","1010","Johnson County",12715,38439
"G2901030","2010","Missouri","29","290","Knox County","103","1030","Knox County",1104,3307
"G2901050","2010","Missouri","29","290","Laclede County","105","1050","Laclede County",9903,29195
"G2901070","2010","Missouri","29","290","Lafayette County","107","1070","Lafayette County",9154,27211
"G2901090","2010","Missouri","29","290","Lawrence County","109","1090","Lawrence County",10405,31815
"G2901110","2010","Missouri","29","290","Lewis County","111","1110","Lewis County",2593,7716
"G2901130","2010","Missouri","29","290","Lincoln County","113","1130","Lincoln County",14231,44669
"G2901150","2010","Missouri","29","290","Linn County","115","1150","Linn County",3484,10238
"G2901170","2010","Missouri","29","290","Livingston County","117","1170","Livingston County",3834,11122
"G2901190","2010","Missouri","29","290","McDonald County","119","1190","McDonald County",6074,19276
"G2901210","2010","Missouri","29","290","Macon County","121","1210","Macon County",4221,12378
"G2901230","2010","Missouri","29","290","Madison County","123","1230","Madison County",3351,9884
"G2901250","2010","Missouri","29","290","Maries County","125","1250","Maries County",2601,7588
"G2901270","2010","Missouri","29","290","Marion County","127","1270","Marion County",7483,22090
"G2901290","2010","Missouri","29","290","Mercer County","129","1290","Mercer County",1013,3056
"G2901310","2010","Missouri","29","290","Miller County","131","1310","Miller County",6723,19935
"G2901330","2010","Missouri","29","290","Mississippi County","133","1330","Mississippi County",3442,10130
"G2901350","2010","Missouri","29","290","Moniteau County","135","1350","Moniteau County",3901,12079
"G2901370","2010","Missouri","29","290","Monroe County","137","1370","Monroe County",2447,7158
"G2901390","2010","Missouri","29","290","Montgomery County","139","1390","Montgomery County",3301,9681
"G2901410","2010","Missouri","29","290","Morgan County","141","1410","Morgan County",5651,16456
"G2901430","2010","Missouri","29","290","New Madrid County","143","1430","New Madrid County",5180,15178
"G2901450","2010","Missouri","29","290","Newton County","145","1450","Newton County",15945,48453
"G2901470","2010","Missouri","29","290","Nodaway County","147","1470","Nodaway County",4847,14056
"G2901490","2010","Missouri","29","290","Oregon County","149","1490","Oregon County",3089,8844
"G2901510","2010","Missouri","29","290","Osage County","151","1510","Osage County",3705,11332
"G2901530","2010","Missouri","29","290","Ozark County","153","1530","Ozark County",2834,7814
"G2901550","2010","Missouri","29","290","Pemiscot County","155","1550","Pemiscot County",4812,14634
"G2901570","2010","Missouri","29","290","Perry County","157","1570","Perry County",5162,15539
"G2901590","2010","Missouri","29","290","Pettis County","159","1590","Pettis County",10958,33362
"G2901610","2010","Missouri","29","290","Phelps County","161","1610","Phelps County",10953,32041
"G2901630","2010","Missouri","29","290","Pike County","163","1630","Pike County",4456,13366
"G2901650","2010","Missouri","29","290","Platte County","165","1650","Platte County",24126,72241
"G2901670","2010","Missouri","29","290","Polk County","167","1670","Polk County",8133,24499
"G2901690","2010","Missouri","29","290","Pulaski County","169","1690","Pulaski County",11308,35560
"G2901710","2010","Missouri","29","290","Putnam County","171","1710","Putnam County",1425,4053
"G2901730","2010","Missouri","29","290","Ralls County","173","1730","Ralls County",2968,8589
"G2901750","2010","Missouri","29","290","Randolph County","175","1750","Randolph County",6259,18566
"G2901770","2010","Missouri","29","290","Ray County","177","1770","Ray County",6564,19827
"G2901790","2010","Missouri","29","290","Reynolds County","179","1790","Reynolds County",1871,5340
"G2901810","2010","Missouri","29","290","Ripley County","181","1810","Ripley County",3952,11626
"G2901830","2010","Missouri","29","290","St. Charles County","183","1830","St. Charles County",97621,303322
"G2901850","2010","Missouri","29","290","St. Clair County","185","1850","St. Clair County",2737,7739
"G2901860","2010","Missouri","29","290","Ste. Genevieve County","186","1860","Ste. Genevieve County",5045,15051
"G2901870","2010","Missouri","29","290","St. Francois County","187","1870","St. Francois County",15944,47075
"G2901890","2010","Missouri","29","290","St. Louis County","189","1890","St. Louis County",263423,794774
"G2901950","2010","Missouri","29","290","Saline County","195","1950","Saline County",5802,17283
"G2901970","2010","Missouri","29","290","Schuyler County","197","1970","Schuyler County",1176,3572
"G2901990","2010","Missouri","29","290","Scotland County","199","1990","Scotland County",1266,3987
"G2902010","2010","Missouri","29","290","Scott County","201","2010","Scott County",10724,32021
"G2902030","2010","Missouri","29","290","Shannon County","203","2030","Shannon County",2327,6841
"G2902050","2010","Missouri","29","290","Shelby County","205","2050","Shelby County",1749,5100
"G2902070","2010","Missouri","29","290","Stoddard County","207","2070","Stoddard County",8396,24137
"G2902090","2010","Missouri","29","290","Stone County","209","2090","Stone County",9899,26741
"G2902110","2010","Missouri","29","290","Sullivan County","211","2110","Sullivan County",1787,5273
"G2902130","2010","Missouri","29","290","Taney County","213","2130","Taney County",13897,40012
"G2902150","2010","Missouri","29","290","Texas County","215","2150","Texas County",6924,19993
"G2902170","2010","Missouri","29","290","Vernon County","217","2170","Vernon County",5539,16483
"G2902190","2010","Missouri","29","290","Warren County","219","2190","Warren County",9013,27282
"G2902210","2010","Missouri","29","290","Washington County","221","2210","Washington County",6689,20083
"G2902230","2010","Missouri","29","290","Wayne County","223","2230","Wayne County",3850,10856
"G2902250","2010","Missouri","29","290","Webster County","225","2250","Webster County",9785,30683
"G2902270","2010","Missouri","29","290","Worth County","227","2270","Worth County",631,1736
"G2902290","2010","Missouri","29","290","Wright County","229","2290","Wright County",5138,15448
"G2905100","2010","Missouri","29","290","St. Louis city","510","5100","St. Louis city",67488,207532
"G3000010","2010","Montana","30","300","Beaverhead County","001","0010","Beaverhead County",2383,6647
"G3000030","2010","Montana","30","300","Big Horn County","003","0030","Big Horn County",2970,11200
"G3000050","2010","Montana","30","300","Blaine County","005","0050","Blaine County",1604,5263
"G3000070","2010","Montana","30","300","Broadwater County","007","0070","Broadwater County",1614,4605
"G3000090","2010","Montana","30","300","Carbon County","009","0090","Carbon County",2884,7908
"G3000110","2010","Montana","30","300","Carter County","011","0110","Carter County",354,939
"G3000130","2010","Montana","30","300","Cascade County","013","0130","Cascade County",21403,62032
"G3000150","2010","Montana","30","300","Chouteau County","015","0150","Chouteau County",1560,4748
"G3000170","2010","Montana","30","300","Custer County","017","0170","Custer County",3014,8675
"G3000190","2010","Montana","30","300","Daniels County","019","0190","Daniels County",481,1334
"G3000210","2010","Montana","30","300","Dawson County","021","0210","Dawson County",2429,6851
"G3000230","2010","Montana","30","300","Deer Lodge County","023","0230","Deer Lodge County",2350,6411
"G3000250","2010","Montana","30","300","Fallon County","025","0250","Fallon County",810,2330
"G3000270","2010","Montana","30","300","Fergus County","027","0270","Fergus County",3202,8798
"G3000290","2010","Montana","30","300","Flathead County","029","0290","Flathead County",24817,72210
"G3000310","2010","Montana","30","300","Gallatin County","031","0310","Gallatin County",21263,61728
"G3000330","2010","Montana","30","300","Garfield County","033","0330","Garfield County",347,993
"G3000350","2010","Montana","30","300","Glacier County","035","0350","Glacier County",3088,10772
"G3000370","2010","Montana","30","300","Golden Valley County","037","0370","Golden Valley County",239,641
"G3000390","2010","Montana","30","300","Granite County","039","0390","Granite County",911,2398
"G3000410","2010","Montana","30","300","Hill County","041","0410","Hill County",4020,12448
"G3000430","2010","Montana","30","300","Jefferson County","043","0430","Jefferson County",3301,9580
"G3000450","2010","Montana","30","300","Judith Basin County","045","0450","Judith Basin County",600,1678
"G3000470","2010","Montana","30","300","Lake County","047","0470","Lake County",7770,23050
"G3000490","2010","Montana","30","300","Lewis and Clark County","049","0490","Lewis and Clark County",16705,47947
"G3000510","2010","Montana","30","300","Liberty County","051","0510","Liberty County",537,1610
"G3000530","2010","Montana","30","300","Lincoln County","053","0530","Lincoln County",5608,15240
"G3000550","2010","Montana","30","300","McCone County","055","0550","McCone County",514,1423
"G3000570","2010","Montana","30","300","Madison County","057","0570","Madison County",2192,5847
"G3000590","2010","Montana","30","300","Meagher County","059","0590","Meagher County",509,1359
"G3000610","2010","Montana","30","300","Mineral County","061","0610","Mineral County",1229,3301
"G3000630","2010","Montana","30","300","Missoula County","063","0630","Missoula County",25931,74554
"G3000650","2010","Montana","30","300","Musselshell County","065","0650","Musselshell County",1276,3547
"G3000670","2010","Montana","30","300","Park County","067","0670","Park County",4177,11472
"G3000690","2010","Montana","30","300","Petroleum County","069","0690","Petroleum County",143,404
"G3000710","2010","Montana","30","300","Phillips County","071","0710","Phillips County",1159,3316
"G3000730","2010","Montana","30","300","Pondera County","073","0730","Pondera County",1528,4592
"G3000750","2010","Montana","30","300","Powder River County","075","0750","Powder River County",505,1393
"G3000770","2010","Montana","30","300","Powell County","077","0770","Powell County",1582,4415
"G3000790","2010","Montana","30","300","Prairie County","079","0790","Prairie County",342,913
"G3000810","2010","Montana","30","300","Ravalli County","081","0810","Ravalli County",11380,32237
"G3000830","2010","Montana","30","300","Richland County","083","0830","Richland County",2698,7770
"G3000850","2010","Montana","30","300","Roosevelt County","085","0850","Roosevelt County",2548,8682
"G3000870","2010","Montana","30","300","Rosebud County","087","0870","Rosebud County",2318,7690
"G3000890","2010","Montana","30","300","Sanders County","089","0890","Sanders County",3204,8808
"G3000910","2010","Montana","30","300","Sheridan County","091","0910","Sheridan County",944,2550
"G3000930","2010","Montana","30","300","Silver Bow County","093","0930","Silver Bow County",8651,24812
"G3000950","2010","Montana","30","300","Stillwater County","095","0950","Stillwater County",2657,7556
"G3000970","2010","Montana","30","300","Sweet Grass County","097","0970","Sweet Grass County",1045,2947
"G3000990","2010","Montana","30","300","Teton County","099","0990","Teton County",1643,4651
"G3001010","2010","Montana","30","300","Toole County","101","1010","Toole County",1246,3593
"G3001030","2010","Montana","30","300","Treasure County","103","1030","Treasure County",219,585
"G3001050","2010","Montana","30","300","Valley County","105","1050","Valley County",1997,5755
"G3001070","2010","Montana","30","300","Wheatland County","107","1070","Wheatland County",538,1608
"G3001090","2010","Montana","30","300","Wibaux County","109","1090","Wibaux County",281,786
"G3001110","2010","Montana","30","300","Yellowstone County","111","1110","Yellowstone County",38367,112911
"G3100010","2010","Nebraska","31","310","Adams County","001","0010","Adams County",7962,23633
"G3100030","2010","Nebraska","31","310","Antelope County","003","0030","Antelope County",1915,5520
"G3100050","2010","Nebraska","31","310","Arthur County","005","0050","Arthur County",135,402
"G3100070","2010","Nebraska","31","310","Banner County","007","0070","Banner County",214,600
"G3100090","2010","Nebraska","31","310","Blaine County","009","0090","Blaine County",149,419
"G3100110","2010","Nebraska","31","310","Boone County","011","0110","Boone County",1541,4468
"G3100130","2010","Nebraska","31","310","Box Butte County","013","0130","Box Butte County",3126,9118
"G3100150","2010","Nebraska","31","310","Boyd County","015","0150","Boyd County",591,1649
"G3100170","2010","Nebraska","31","310","Brown County","017","0170","Brown County",894,2453
"G3100190","2010","Nebraska","31","310","Buffalo County","019","0190","Buffalo County",11249,33702
"G3100210","2010","Nebraska","31","310","Burt County","021","0210","Burt County",1958,5539
"G3100230","2010","Nebraska","31","310","Butler County","023","0230","Butler County",2322,6867
"G3100250","2010","Nebraska","31","310","Cass County","025","0250","Cass County",7078,21278
"G3100270","2010","Nebraska","31","310","Cedar County","027","0270","Cedar County",2480,7484
"G3100290","2010","Nebraska","31","310","Chase County","029","0290","Chase County",1104,3180
"G3100310","2010","Nebraska","31","310","Cherry County","031","0310","Cherry County",1592,4505
"G3100330","2010","Nebraska","31","310","Cheyenne County","033","0330","Cheyenne County",2732,7900
"G3100350","2010","Nebraska","31","310","Clay County","035","0350","Clay County",1827,5426
"G3100370","2010","Nebraska","31","310","Colfax County","037","0370","Colfax County",2570,8706
"G3100390","2010","Nebraska","31","310","Cuming County","039","0390","Cuming County",2559,7532
"G3100410","2010","Nebraska","31","310","Custer County","041","0410","Custer County",3075,8789
"G3100430","2010","Nebraska","31","310","Dakota County","043","0430","Dakota County",5184,17541
"G3100450","2010","Nebraska","31","310","Dawes County","045","0450","Dawes County",2108,5947
"G3100470","2010","Nebraska","31","310","Dawson County","047","0470","Dawson County",6259,20163
"G3100490","2010","Nebraska","31","310","Deuel County","049","0490","Deuel County",567,1544
"G3100510","2010","Nebraska","31","310","Dixon County","051","0510","Dixon County",1656,4979
"G3100530","2010","Nebraska","31","310","Dodge County","053","0530","Dodge County",9800,28542
"G3100550","2010","Nebraska","31","310","Douglas County","055","0550","Douglas County",125614,395397
"G3100570","2010","Nebraska","31","310","Dundy County","057","0570","Dundy County",557,1581
"G3100590","2010","Nebraska","31","310","Fillmore County","059","0590","Fillmore County",1642,4659
"G3100610","2010","Nebraska","31","310","Franklin County","061","0610","Franklin County",926,2590
"G3100630","2010","Nebraska","31","310","Frontier County","063","0630","Frontier County",753,2092
"G3100650","2010","Nebraska","31","310","Furnas County","065","0650","Furnas County",1349,3847
"G3100670","2010","Nebraska","31","310","Gage County","067","0670","Gage County",6098,17381
"G3100690","2010","Nebraska","31","310","Garden County","069","0690","Garden County",602,1592
"G3100710","2010","Nebraska","31","310","Garfield County","071","0710","Garfield County",581,1620
"G3100730","2010","Nebraska","31","310","Gosper County","073","0730","Gosper County",588,1675
"G3100750","2010","Nebraska","31","310","Grant County","075","0750","Grant County",190,514
"G3100770","2010","Nebraska","31","310","Greeley County","077","0770","Greeley County",692,2036
"G3100790","2010","Nebraska","31","310","Hall County","079","0790","Hall County",14778,46648
"G3100810","2010","Nebraska","31","310","Hamilton County","081","0810","Hamilton County",2606,7698
"G3100830","2010","Nebraska","31","310","Harlan County","083","0830","Harlan County",972,2726
"G3100850","2010","Nebraska","31","310","Hayes County","085","0850","Hayes County",292,827
"G3100870","2010","Nebraska","31","310","Hitchcock County","087","0870","Hitchcock County",833,2314
"G3100890","2010","Nebraska","31","310","Holt County","089","0890","Holt County",2924,8421
"G3100910","2010","Nebraska","31","310","Hooker County","091","0910","Hooker County",211,584
"G3100930","2010","Nebraska","31","310","Howard County","093","0930","Howard County",1770,5158
"G3100950","2010","Nebraska","31","310","Jefferson County","095","0950","Jefferson County",2133,5887
"G3100970","2010","Nebraska","31","310","Johnson County","097","0970","Johnson County",1214,3456
"G3100990","2010","Nebraska","31","310","Kearney County","099","0990","Kearney County",1845,5320
"G3101010","2010","Nebraska","31","310","Keith County","101","1010","Keith County",2391,6638
"G3101030","2010","Nebraska","31","310","Keya Paha County","103","1030","Keya Paha County",258,689
"G3101050","2010","Nebraska","31","310","Kimball County","105","1050","Kimball County",1068,2994
"G3101070","2010","Nebraska","31","310","Knox County","107","1070","Knox County",2368,6946
"G3101090","2010","Nebraska","31","310","Lancaster County","109","1090","Lancaster County",68210,205528
"G3101110","2010","Nebraska","31","310","Lincoln County","111","1110","Lincoln County",9767,28762
"G3101130","2010","Nebraska","31","310","Logan County","113","1130","Logan County",219,626
"G3101150","2010","Nebraska","31","310","Loup County","115","1150","Loup County",191,531
"G3101170","2010","Nebraska","31","310","McPherson County","117","1170","McPherson County",159,479
"G3101190","2010","Nebraska","31","310","Madison County","119","1190","Madison County",8908,26911
"G3101210","2010","Nebraska","31","310","Merrick County","121","1210","Merrick County",2144,6301
"G3101230","2010","Nebraska","31","310","Morrill County","123","1230","Morrill County",1414,4115
"G3101250","2010","Nebraska","31","310","Nance County","125","1250","Nance County",1007,2944
"G3101270","2010","Nebraska","31","310","Nemaha County","127","1270","Nemaha County",1848,5284
"G3101290","2010","Nebraska","31","310","Nuckolls County","129","1290","Nuckolls County",1283,3505
"G3101310","2010","Nebraska","31","310","Otoe County","131","1310","Otoe County",4341,12710
"G3101330","2010","Nebraska","31","310","Pawnee County","133","1330","Pawnee County",756,2157
"G3101350","2010","Nebraska","31","310","Perkins County","135","1350","Perkins County",846,2454
"G3101370","2010","Nebraska","31","310","Phelps County","137","1370","Phelps County",2544,7426
"G3101390","2010","Nebraska","31","310","Pierce County","139","1390","Pierce County",2067,6100
"G3101410","2010","Nebraska","31","310","Platte County","141","1410","Platte County",8714,26467
"G3101430","2010","Nebraska","31","310","Polk County","143","1430","Polk County",1522,4425
"G3101450","2010","Nebraska","31","310","Red Willow County","145","1450","Red Willow County",2962,8542
"G3101470","2010","Nebraska","31","310","Richardson County","147","1470","Richardson County",2299,6431
"G3101490","2010","Nebraska","31","310","Rock County","149","1490","Rock County",458,1225
"G3101510","2010","Nebraska","31","310","Saline County","151","1510","Saline County",3483,10806
"G3101530","2010","Nebraska","31","310","Sarpy County","153","1530","Sarpy County",42509,135105
"G3101550","2010","Nebraska","31","310","Saunders County","155","1550","Saunders County",5782,17417
"G3101570","2010","Nebraska","31","310","Scotts Bluff County","157","1570","Scotts Bluff County",9739,29062
"G3101590","2010","Nebraska","31","310","Seward County","159","1590","Seward County",4367,13004
"G3101610","2010","Nebraska","31","310","Sheridan County","161","1610","Sheridan County",1501,4300
"G3101630","2010","Nebraska","31","310","Sherman County","163","1630","Sherman County",903,2514
"G3101650","2010","Nebraska","31","310","Sioux County","165","1650","Sioux County",394,1100
"G3101670","2010","Nebraska","31","310","Stanton County","167","1670","Stanton County",1715,5219
"G3101690","2010","Nebraska","31","310","Thayer County","169","1690","Thayer County",1469,4095
"G3101710","2010","Nebraska","31","310","Thomas County","171","1710","Thomas County",188,524
"G3101730","2010","Nebraska","31","310","Thurston County","173","1730","Thurston County",1624,5998
"G3101750","2010","Nebraska","31","310","Valley County","175","1750","Valley County",1192,3357
"G3101770","2010","Nebraska","31","310","Washington County","177","1770","Washington County",5642,16895
"G3101790","2010","Nebraska","31","310","Wayne County","179","1790","Wayne County",2155,6272
"G3101810","2010","Nebraska","31","310","Webster County","181","1810","Webster County",1037,2971
"G3101830","2010","Nebraska","31","310","Wheeler County","183","1830","Wheeler County",237,680
"G3101850","2010","Nebraska","31","310","York County","185","1850","York County",3708,10541
"G3200010","2010","Nevada","32","320","Churchill County","001","0010","Churchill County",6631,19956
"G3200030","2010","Nevada","32","320","Clark County","003","0030","Clark County",467916,1525693
"G3200050","2010","Nevada","32","320","Douglas County","005","0050","Douglas County",13519,37855
"G3200070","2010","Nevada","32","320","Elko County","007","0070","Elko County",12441,40516
"G3200090","2010","Nevada","32","320","Esmeralda County","009","0090","Esmeralda County",213,568
"G3200110","2010","Nevada","32","320","Eureka County","011","0110","Eureka County",495,1519
"G3200130","2010","Nevada","32","320","Humboldt County","013","0130","Humboldt County",4316,13509
"G3200150","2010","Nevada","32","320","Lander County","015","0150","Lander County",1545,4849
"G3200170","2010","Nevada","32","320","Lincoln County","017","0170","Lincoln County",1282,4051
"G3200190","2010","Nevada","32","320","Lyon County","019","0190","Lyon County",14137,42764
"G3200210","2010","Nevada","32","320","Mineral County","021","0210","Mineral County",1258,3400
"G3200230","2010","Nevada","32","320","Nye County","023","0230","Nye County",11929,34601
"G3200270","2010","Nevada","32","320","Pershing County","027","0270","Pershing County",1375,4151
"G3200290","2010","Nevada","32","320","Storey County","029","0290","Storey County",1141,3154
"G3200310","2010","Nevada","32","320","Washoe County","031","0310","Washoe County",102768,319872
"G3200330","2010","Nevada","32","320","White Pine County","033","0330","White Pine County",2344,6888
"G3205100","2010","Nevada","32","320","Carson City","510","5100","Carson City",13311,39924
"G3300010","2010","New Hampshire","33","330","Belknap County","001","0010","Belknap County",16609,47218
"G3300030","2010","New Hampshire","33","330","Carroll County","003","0030","Carroll County",13569,36974
"G3300050","2010","New Hampshire","33","330","Cheshire County","005","0050","Cheshire County",19284,55492
"G3300070","2010","New Hampshire","33","330","Coos County","007","0070","Coos County",8879,24161
"G3300090","2010","New Hampshire","33","330","Grafton County","009","0090","Grafton County",22074,61712
"G3300110","2010","New Hampshire","33","330","Hillsborough County","011","0110","Hillsborough County",103959,317136
"G3300130","2010","New Hampshire","33","330","Merrimack County","013","0130","Merrimack County",38104,112006
"G3300150","2010","New Hampshire","33","330","Rockingham County","015","0150","Rockingham County",79832,241851
"G3300170","2010","New Hampshire","33","330","Strafford County","017","0170","Strafford County",29862,87634
"G3300190","2010","New Hampshire","33","330","Sullivan County","019","0190","Sullivan County",12025,33893
"G3400010","2010","New Jersey","34","340","Atlantic County","001","0010","Atlantic County",68738,217965
"G3400030","2010","New Jersey","34","340","Bergen County","003","0030","Bergen County",238555,764062
"G3400050","2010","New Jersey","34","340","Burlington County","005","0050","Burlington County",117321,368318
"G3400070","2010","New Jersey","34","340","Camden County","007","0070","Camden County",129943,418447
"G3400090","2010","New Jersey","34","340","Cape May County","009","0090","Cape May County",25947,75040
"G3400110","2010","New Jersey","34","340","Cumberland County","011","0110","Cumberland County",36561,119284
"G3400130","2010","New Jersey","34","340","Essex County","013","0130","Essex County",189339,622278
"G3400150","2010","New Jersey","34","340","Gloucester County","015","0150","Gloucester County",75824,242715
"G3400170","2010","New Jersey","34","340","Hudson County","017","0170","Hudson County",148473,474487
"G3400190","2010","New Jersey","34","340","Hunterdon County","019","0190","Hunterdon County",34352,106541
