GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,A68AA2010,CL5AA2010
"G1200130","2010","Florida","12","120","Calhoun County","013","0130","Calhoun County",3450,10459
"G1200150","2010","Florida","12","120","Charlotte County","015","0150","Charlotte County",47873,122963
"G1200170","2010","Florida","12","120","Citrus County","017","0170","Citrus County",41368,108789
"G1200190","2010","Florida","12","120","Clay County","019","0190","Clay County",52419,163993
"G1200210","2010","Florida","12","120","Collier County","021","0210","Collier County",89276,253659
"G1200230","2010","Florida","12","120","Columbia County","023","0230","Columbia County",17122,51417
"G1200270","2010","Florida","12","120","DeSoto County","027","0270","DeSoto County",7903,24475
"G1200290","2010","Florida","12","120","Dixie County","029","0290","Dixie County",4144,11942
"G1200310","2010","Florida","12","120","Duval County","031","0310","Duval County",218254,663776
"G1200330","2010","Florida","12","120","Escambia County","033","0330","Escambia County",74040,219525
"G1200350","2010","Florida","12","120","Flagler County","035","0350","Flagler County",27843,78431
"G1200370","2010","Florida","12","120","Franklin County","037","0370","Franklin County",2722,7589
"G1200390","2010","Florida","12","120","Gadsden County","039","0390","Gadsden County",11895,37140
"G1200410","2010","Florida","12","120","Gilchrist County","041","0410","Gilchrist County",4357,13139
"G1200430","2010","Florida","12","120","Glades County","043","0430","Glades County",3039,8981
"G1200450","2010","Florida","12","120","Gulf County","045","0450","Gulf County",3529,9983
"G1200470","2010","Florida","12","120","Hamilton County","047","0470","Hamilton County",3186,9708
"G1200490","2010","Florida","12","120","Hardee County","049","0490","Hardee County",6172,21741
"G1200510","2010","Florida","12","120","Hendry County","051","0510","Hendry County",8862,30834
"G1200530","2010","Florida","12","120","Hernando County","053","0530","Hernando County",49313,139084
"G1200550","2010","Florida","12","120","Highlands County","055","0550","Highlands County",28027,76792
"G1200570","2010","Florida","12","120","Hillsborough County","057","0570","Hillsborough County",304864,949196
"G1200590","2010","Florida","12","120","Holmes County","059","0590","Holmes County",5102,15082
"G1200610","2010","Florida","12","120","Indian River County","061","0610","Indian River County",38682,107178
"G1200630","2010","Florida","12","120","Jackson County","063","0630","Jackson County",11637,34015
"G1200650","2010","Florida","12","120","Jefferson County","065","0650","Jefferson County",3798,10977
"G1200670","2010","Florida","12","120","Lafayette County","067","0670","Lafayette County",1818,5630
"G1200690","2010","Florida","12","120","Lake County","069","0690","Lake County",83792,239916
"G1200710","2010","Florida","12","120","Lee County","071","0710","Lee County",171026,480300
"G1200730","2010","Florida","12","120","Leon County","073","0730","Leon County",60908,179176
"G1200750","2010","Florida","12","120","Levy County","075","0750","Levy County",11067,32191
"G1200770","2010","Florida","12","120","Liberty County","077","0770","Liberty County",1775,5407
"G1200790","2010","Florida","12","120","Madison County","079","0790","Madison County",4778,14317
"G1200810","2010","Florida","12","120","Manatee County","081","0810","Manatee County",88149,251290
"G1200830","2010","Florida","12","120","Marion County","083","0830","Marion County",92554,259062
"G1200850","2010","Florida","12","120","Martin County","085","0850","Martin County",40148,110436
"G1200860","2010","Florida","12","120","Miami-Dade County","086","0860","Miami-Dade County",602911,2008304
"G1200870","2010","Florida","12","120","Monroe County","087","0870","Monroe County",18219,49225
"G1200890","2010","Florida","12","120","Nassau County","089","0890","Nassau County",20870,61045
"G1200910","2010","Florida","12","120","Okaloosa County","091","0910","Okaloosa County",48457,141357
"G1200930","2010","Florida","12","120","Okeechobee County","093","0930","Okeechobee County",9632,30138
"G1200950","2010","Florida","12","120","Orange County","095","0950","Orange County",273454,871419
"G1200970","2010","Florida","12","120","Osceola County","097","0970","Osceola County",68547,225917
"G1200990","2010","Florida","12","120","Palm Beach County","099","0990","Palm Beach County",340709,1011248
"G1201010","2010","Florida","12","120","Pasco County","101","1010","Pasco County",127079,368557
"G1201030","2010","Florida","12","120","Pinellas County","103","1030","Pinellas County",234268,653178
"G1201050","2010","Florida","12","120","Polk County","105","1050","Polk County",159323,485533
"G1201070","2010","Florida","12","120","Putnam County","107","1070","Putnam County",19737,58701
"G1201090","2010","Florida","12","120","St. Johns County","109","1090","St. Johns County",52223,154122
"G1201110","2010","Florida","12","120","St. Lucie County","111","1110","St. Lucie County",74963,224085
"G1201130","2010","Florida","12","120","Santa Rosa County","113","1130","Santa Rosa County",41553,124365
"G1201150","2010","Florida","12","120","Sarasota County","115","1150","Sarasota County",106952,282690
"G1201170","2010","Florida","12","120","Seminole County","117","1170","Seminole County",110426,336929
"G1201190","2010","Florida","12","120","Sumter County","119","1190","Sumter County",29117,68933
"G1201210","2010","Florida","12","120","Suwannee County","121","1210","Suwannee County",11035,32774
"G1201230","2010","Florida","12","120","Taylor County","123","1230","Taylor County",5389,15783
"G1201250","2010","Florida","12","120","Union County","125","1250","Union County",2906,9094
"G1201270","2010","Florida","12","120","Volusia County","127","1270","Volusia County",130386,370592
"G1201290","2010","Florida","12","120","Wakulla County","129","1290","Wakulla County",7591,23006
"G1201310","2010","Florida","12","120","Walton County","131","1310","Walton County",14512,41655
"G1201330","2010","Florida","12","120","Washington County","133","1330","Washington County",6195,18385
"G1300010","2010","Georgia","13","130","Appling County","001","0010","Appling County",4894,15013
"G1300030","2010","Georgia","13","130","Atkinson County","003","0030","Atkinson County",2159,7095
"G1300050","2010","Georgia","13","130","Bacon County","005","0050","Bacon County",2960,9015
"G1300070","2010","Georgia","13","130","Baker County","007","0070","Baker County",892,2805
"G1300090","2010","Georgia","13","130","Baldwin County","009","0090","Baldwin County",10373,30813
"G1300110","2010","Georgia","13","130","Banks County","011","0110","Banks County",5100,16035
"G1300130","2010","Georgia","13","130","Barrow County","013","0130","Barrow County",18214,59790
"G1300150","2010","Georgia","13","130","Bartow County","015","0150","Bartow County",26529,84868
"G1300170","2010","Georgia","13","130","Ben Hill County","017","0170","Ben Hill County",4730,14536
"G1300190","2010","Georgia","13","130","Berrien County","019","0190","Berrien County",5254,16048
"G1300210","2010","Georgia","13","130","Bibb County","021","0210","Bibb County",38714,120073
"G1300230","2010","Georgia","13","130","Bleckley County","023","0230","Bleckley County",3248,9724
"G1300250","2010","Georgia","13","130","Brantley County","025","0250","Brantley County",5075,15650
"G1300270","2010","Georgia","13","130","Brooks County","027","0270","Brooks County",4379,13420
"G1300290","2010","Georgia","13","130","Bryan County","029","0290","Bryan County",8462,26812
"G1300310","2010","Georgia","13","130","Bulloch County","031","0310","Bulloch County",14789,45491
"G1300330","2010","Georgia","13","130","Burke County","033","0330","Burke County",6110,19563
"G1300350","2010","Georgia","13","130","Butts County","035","0350","Butts County",5834,18288
"G1300370","2010","Georgia","13","130","Calhoun County","037","0370","Calhoun County",1292,4128
"G1300390","2010","Georgia","13","130","Camden County","039","0390","Camden County",13468,41673
"G1300430","2010","Georgia","13","130","Candler County","043","0430","Candler County",2793,8785
"G1300450","2010","Georgia","13","130","Carroll County","045","0450","Carroll County",27923,88308
"G1300470","2010","Georgia","13","130","Catoosa County","047","0470","Catoosa County",17785,54218
"G1300490","2010","Georgia","13","130","Charlton County","049","0490","Charlton County",2866,8874
"G1300510","2010","Georgia","13","130","Chatham County","051","0510","Chatham County",64613,195940
"G1300530","2010","Georgia","13","130","Chattahoochee County","053","0530","Chattahoochee County",2067,7134
"G1300550","2010","Georgia","13","130","Chattooga County","055","0550","Chattooga County",6665,20107
"G1300570","2010","Georgia","13","130","Cherokee County","057","0570","Cherokee County",57876,185350
"G1300590","2010","Georgia","13","130","Clarke County","059","0590","Clarke County",22044,66088
"G1300610","2010","Georgia","13","130","Clay County","061","0610","Clay County",869,2542
"G1300630","2010","Georgia","13","130","Clayton County","063","0630","Clayton County",62389,210522
"G1300650","2010","Georgia","13","130","Clinch County","065","0650","Clinch County",1821,5642
"G1300670","2010","Georgia","13","130","Cobb County","067","0670","Cobb County",175357,556020
"G1300690","2010","Georgia","13","130","Coffee County","069","0690","Coffee County",10630,33759
"G1300710","2010","Georgia","13","130","Colquitt County","071","0710","Colquitt County",11696,37551
"G1300730","2010","Georgia","13","130","Columbia County","073","0730","Columbia County",34839,109198
"G1300750","2010","Georgia","13","130","Cook County","075","0750","Cook County",4594,14513
"G1300770","2010","Georgia","13","130","Coweta County","077","0770","Coweta County",34737,110379
"G1300790","2010","Georgia","13","130","Crawford County","079","0790","Crawford County",3531,10678
"G1300810","2010","Georgia","13","130","Crisp County","081","0810","Crisp County",6295,19139
"G1300830","2010","Georgia","13","130","Dade County","083","0830","Dade County",4462,13189
"G1300850","2010","Georgia","13","130","Dawson County","085","0850","Dawson County",6390,19004
"G1300870","2010","Georgia","13","130","Decatur County","087","0870","Decatur County",7255,22484
"G1300890","2010","Georgia","13","130","DeKalb County","089","0890","DeKalb County",161453,513661
"G1300910","2010","Georgia","13","130","Dodge County","091","0910","Dodge County",5528,16379
"G1300930","2010","Georgia","13","130","Dooly County","093","0930","Dooly County",3576,10710
"G1300950","2010","Georgia","13","130","Dougherty County","095","0950","Dougherty County",23422,72191
"G1300970","2010","Georgia","13","130","Douglas County","097","0970","Douglas County",34429,112444
"G1300990","2010","Georgia","13","130","Early County","099","0990","Early County",2924,9126
"G1301010","2010","Georgia","13","130","Echols County","101","1010","Echols County",1029,3428
"G1301030","2010","Georgia","13","130","Effingham County","103","1030","Effingham County",14139,45471
"G1301050","2010","Georgia","13","130","Elbert County","105","1050","Elbert County",5604,16700
"G1301070","2010","Georgia","13","130","Emanuel County","107","1070","Emanuel County",5833,18082
"G1301090","2010","Georgia","13","130","Evans County","109","1090","Evans County",2805,8857
"G1301110","2010","Georgia","13","130","Fannin County","111","1110","Fannin County",7016,19429
"G1301130","2010","Georgia","13","130","Fayette County","113","1130","Fayette County",30288,95478
"G1301150","2010","Georgia","13","130","Floyd County","115","1150","Floyd County",24916,76932
"G1301170","2010","Georgia","13","130","Forsyth County","117","1170","Forsyth County",47623,156725
"G1301190","2010","Georgia","13","130","Franklin County","119","1190","Franklin County",5979,17961
"G1301210","2010","Georgia","13","130","Fulton County","121","1210","Fulton County",209215,658349
"G1301230","2010","Georgia","13","130","Gilmer County","123","1230","Gilmer County",8000,23390
"G1301250","2010","Georgia","13","130","Glascock County","125","1250","Glascock County",804,2521
"G1301270","2010","Georgia","13","130","Glynn County","127","1270","Glynn County",21259,63347
"G1301290","2010","Georgia","13","130","Gordon County","129","1290","Gordon County",14653,46844
"G1301310","2010","Georgia","13","130","Grady County","131","1310","Grady County",6730,20871
"G1301330","2010","Georgia","13","130","Greene County","133","1330","Greene County",4677,13325
