GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,B79AA125,B79AA125M
"G2901870","2008-2012","Missouri","29","290","St. Francois County","187","1870","St. Francois County, Missouri",36716,1930
"G2901890","2008-2012","Missouri","29","290","St. Louis County","189","1890","St. Louis County, Missouri",58485,677
"G2901950","2008-2012","Missouri","29","290","Saline County","195","1950","Saline County, Missouri",39090,2729
"G2901970","2008-2012","Missouri","29","290","Schuyler County","197","1970","Schuyler County, Missouri",30896,3106
"G2901990","2008-2012","Missouri","29","290","Scotland County","199","1990","Scotland County, Missouri",40017,5107
"G2902010","2008-2012","Missouri","29","290","Scott County","201","2010","Scott County, Missouri",38968,2757
"G2902030","2008-2012","Missouri","29","290","Shannon County","203","2030","Shannon County, Missouri",33091,3536
"G2902050","2008-2012","Missouri","29","290","Shelby County","205","2050","Shelby County, Missouri",34219,3850
"G2902070","2008-2012","Missouri","29","290","Stoddard County","207","2070","Stoddard County, Missouri",37303,2846
"G2902090","2008-2012","Missouri","29","290","Stone County","209","2090","Stone County, Missouri",42084,2755
"G2902110","2008-2012","Missouri","29","290","Sullivan County","211","2110","Sullivan County, Missouri",34247,3005
"G2902130","2008-2012","Missouri","29","290","Taney County","213","2130","Taney County, Missouri",40112,1593
"G2902150","2008-2012","Missouri","29","290","Texas County","215","2150","Texas County, Missouri",34520,1756
"G2902170","2008-2012","Missouri","29","290","Vernon County","217","2170","Vernon County, Missouri",38138,2569
"G2902190","2008-2012","Missouri","29","290","Warren County","219","2190","Warren County, Missouri",47877,2617
"G2902210","2008-2012","Missouri","29","290","Washington County","221","2210","Washington County, Missouri",34015,2759
"G2902230","2008-2012","Missouri","29","290","Wayne County","223","2230","Wayne County, Missouri",30427,3072
"G2902250","2008-2012","Missouri","29","290","Webster County","225","2250","Webster County, Missouri",42384,1591
"G2902270","2008-2012","Missouri","29","290","Worth County","227","2270","Worth County, Missouri",39946,6014
"G2902290","2008-2012","Missouri","29","290","Wright County","229","2290","Wright County, Missouri",29485,2754
"G2905100","2008-2012","Missouri","29","290","St. Louis city","510","5100","St. Louis city, Missouri",34384,749
"G3000010","2008-2012","Montana","30","300","Beaverhead County","001","0010","Beaverhead County, Montana",41039,2154
"G3000030","2008-2012","Montana","30","300","Big Horn County","003","0030","Big Horn County, Montana",36803,3936
"G3000050","2008-2012","Montana","30","300","Blaine County","005","0050","Blaine County, Montana",37899,3076
"G3000070","2008-2012","Montana","30","300","Broadwater County","007","0070","Broadwater County, Montana",47480,4845
"G3000090","2008-2012","Montana","30","300","Carbon County","009","0090","Carbon County, Montana",47030,2641
"G3000110","2008-2012","Montana","30","300","Carter County","011","0110","Carter County, Montana",38750,4946
"G3000130","2008-2012","Montana","30","300","Cascade County","013","0130","Cascade County, Montana",43817,1500
"G3000150","2008-2012","Montana","30","300","Chouteau County","015","0150","Chouteau County, Montana",41232,2592
"G3000170","2008-2012","Montana","30","300","Custer County","017","0170","Custer County, Montana",43232,3675
"G3000190","2008-2012","Montana","30","300","Daniels County","019","0190","Daniels County, Montana",43563,9774
"G3000210","2008-2012","Montana","30","300","Dawson County","021","0210","Dawson County, Montana",49894,4403
"G3000230","2008-2012","Montana","30","300","Deer Lodge County","023","0230","Deer Lodge County, Montana",34716,2758
"G3000250","2008-2012","Montana","30","300","Fallon County","025","0250","Fallon County, Montana",49732,9678
"G3000270","2008-2012","Montana","30","300","Fergus County","027","0270","Fergus County, Montana",39276,4670
"G3000290","2008-2012","Montana","30","300","Flathead County","029","0290","Flathead County, Montana",45545,1719
"G3000310","2008-2012","Montana","30","300","Gallatin County","031","0310","Gallatin County, Montana",52211,1317
"G3000330","2008-2012","Montana","30","300","Garfield County","033","0330","Garfield County, Montana",40125,5866
"G3000350","2008-2012","Montana","30","300","Glacier County","035","0350","Glacier County, Montana",36872,2800
"G3000370","2008-2012","Montana","30","300","Golden Valley County","037","0370","Golden Valley County, Montana",38289,4193
"G3000390","2008-2012","Montana","30","300","Granite County","039","0390","Granite County, Montana",40511,6343
"G3000410","2008-2012","Montana","30","300","Hill County","041","0410","Hill County, Montana",42875,4207
"G3000430","2008-2012","Montana","30","300","Jefferson County","043","0430","Jefferson County, Montana",60459,4266
"G3000450","2008-2012","Montana","30","300","Judith Basin County","045","0450","Judith Basin County, Montana",41100,4456
"G3000470","2008-2012","Montana","30","300","Lake County","047","0470","Lake County, Montana",37211,2179
"G3000490","2008-2012","Montana","30","300","Lewis and Clark County","049","0490","Lewis and Clark County, Montana",54535,2060
"G3000510","2008-2012","Montana","30","300","Liberty County","051","0510","Liberty County, Montana",40734,4576
"G3000530","2008-2012","Montana","30","300","Lincoln County","053","0530","Lincoln County, Montana",33234,4549
"G3000550","2008-2012","Montana","30","300","McCone County","055","0550","McCone County, Montana",46528,7768
"G3000570","2008-2012","Montana","30","300","Madison County","057","0570","Madison County, Montana",48600,4013
"G3000590","2008-2012","Montana","30","300","Meagher County","059","0590","Meagher County, Montana",35000,3810
"G3000610","2008-2012","Montana","30","300","Mineral County","061","0610","Mineral County, Montana",32618,3639
"G3000630","2008-2012","Montana","30","300","Missoula County","063","0630","Missoula County, Montana",44653,1437
"G3000650","2008-2012","Montana","30","300","Musselshell County","065","0650","Musselshell County, Montana",43079,7034
"G3000670","2008-2012","Montana","30","300","Park County","067","0670","Park County, Montana",40781,2349
"G3000690","2008-2012","Montana","30","300","Petroleum County","069","0690","Petroleum County, Montana",40682,7095
"G3000710","2008-2012","Montana","30","300","Phillips County","071","0710","Phillips County, Montana",41214,4573
"G3000730","2008-2012","Montana","30","300","Pondera County","073","0730","Pondera County, Montana",39223,3016
"G3000750","2008-2012","Montana","30","300","Powder River County","075","0750","Powder River County, Montana",42500,6880
"G3000770","2008-2012","Montana","30","300","Powell County","077","0770","Powell County, Montana",40765,3544
"G3000790","2008-2012","Montana","30","300","Prairie County","079","0790","Prairie County, Montana",34875,4516
"G3000810","2008-2012","Montana","30","300","Ravalli County","081","0810","Ravalli County, Montana",40525,2160
"G3000830","2008-2012","Montana","30","300","Richland County","083","0830","Richland County, Montana",56050,3673
"G3000850","2008-2012","Montana","30","300","Roosevelt County","085","0850","Roosevelt County, Montana",40146,3005
"G3000870","2008-2012","Montana","30","300","Rosebud County","087","0870","Rosebud County, Montana",45977,6386
"G3000890","2008-2012","Montana","30","300","Sanders County","089","0890","Sanders County, Montana",30900,1670
"G3000910","2008-2012","Montana","30","300","Sheridan County","091","0910","Sheridan County, Montana",48148,5679
"G3000930","2008-2012","Montana","30","300","Silver Bow County","093","0930","Silver Bow County, Montana",39211,2273
"G3000950","2008-2012","Montana","30","300","Stillwater County","095","0950","Stillwater County, Montana",53533,6575
"G3000970","2008-2012","Montana","30","300","Sweet Grass County","097","0970","Sweet Grass County, Montana",44179,7685
"G3000990","2008-2012","Montana","30","300","Teton County","099","0990","Teton County, Montana",42423,3373
"G3001010","2008-2012","Montana","30","300","Toole County","101","1010","Toole County, Montana",45057,4214
"G3001030","2008-2012","Montana","30","300","Treasure County","103","1030","Treasure County, Montana",38125,6986
"G3001050","2008-2012","Montana","30","300","Valley County","105","1050","Valley County, Montana",45083,2834
"G3001070","2008-2012","Montana","30","300","Wheatland County","107","1070","Wheatland County, Montana",31496,2308
"G3001090","2008-2012","Montana","30","300","Wibaux County","109","1090","Wibaux County, Montana",45625,10068
"G3001110","2008-2012","Montana","30","300","Yellowstone County","111","1110","Yellowstone County, Montana",50608,1191
"G3100010","2008-2012","Nebraska","31","310","Adams County","001","0010","Adams County, Nebraska",49017,3566
"G3100030","2008-2012","Nebraska","31","310","Antelope County","003","0030","Antelope County, Nebraska",40397,2152
"G3100050","2008-2012","Nebraska","31","310","Arthur County","005","0050","Arthur County, Nebraska",45769,3435
"G3100070","2008-2012","Nebraska","31","310","Banner County","007","0070","Banner County, Nebraska",32292,7243
"G3100090","2008-2012","Nebraska","31","310","Blaine County","009","0090","Blaine County, Nebraska",41364,8714
"G3100110","2008-2012","Nebraska","31","310","Boone County","011","0110","Boone County, Nebraska",44491,2578
"G3100130","2008-2012","Nebraska","31","310","Box Butte County","013","0130","Box Butte County, Nebraska",44025,2949
"G3100150","2008-2012","Nebraska","31","310","Boyd County","015","0150","Boyd County, Nebraska",38281,3484
"G3100170","2008-2012","Nebraska","31","310","Brown County","017","0170","Brown County, Nebraska",33333,4203
"G3100190","2008-2012","Nebraska","31","310","Buffalo County","019","0190","Buffalo County, Nebraska",50307,2033
"G3100210","2008-2012","Nebraska","31","310","Burt County","021","0210","Burt County, Nebraska",47786,2976
"G3100230","2008-2012","Nebraska","31","310","Butler County","023","0230","Butler County, Nebraska",50569,2848
"G3100250","2008-2012","Nebraska","31","310","Cass County","025","0250","Cass County, Nebraska",64979,1945
"G3100270","2008-2012","Nebraska","31","310","Cedar County","027","0270","Cedar County, Nebraska",43718,2972
"G3100290","2008-2012","Nebraska","31","310","Chase County","029","0290","Chase County, Nebraska",43125,7719
"G3100310","2008-2012","Nebraska","31","310","Cherry County","031","0310","Cherry County, Nebraska",45172,2962
"G3100330","2008-2012","Nebraska","31","310","Cheyenne County","033","0330","Cheyenne County, Nebraska",50694,3693
"G3100350","2008-2012","Nebraska","31","310","Clay County","035","0350","Clay County, Nebraska",45711,2886
"G3100370","2008-2012","Nebraska","31","310","Colfax County","037","0370","Colfax County, Nebraska",48561,4121
"G3100390","2008-2012","Nebraska","31","310","Cuming County","039","0390","Cuming County, Nebraska",47325,3532
"G3100410","2008-2012","Nebraska","31","310","Custer County","041","0410","Custer County, Nebraska",44306,1824
"G3100430","2008-2012","Nebraska","31","310","Dakota County","043","0430","Dakota County, Nebraska",44928,2822
"G3100450","2008-2012","Nebraska","31","310","Dawes County","045","0450","Dawes County, Nebraska",36974,5881
"G3100470","2008-2012","Nebraska","31","310","Dawson County","047","0470","Dawson County, Nebraska",45208,2955
"G3100490","2008-2012","Nebraska","31","310","Deuel County","049","0490","Deuel County, Nebraska",40093,3893
"G3100510","2008-2012","Nebraska","31","310","Dixon County","051","0510","Dixon County, Nebraska",45814,1512
"G3100530","2008-2012","Nebraska","31","310","Dodge County","053","0530","Dodge County, Nebraska",46475,2046
"G3100550","2008-2012","Nebraska","31","310","Douglas County","055","0550","Douglas County, Nebraska",53295,608
"G3100570","2008-2012","Nebraska","31","310","Dundy County","057","0570","Dundy County, Nebraska",39596,4061
"G3100590","2008-2012","Nebraska","31","310","Fillmore County","059","0590","Fillmore County, Nebraska",45970,2831
"G3100610","2008-2012","Nebraska","31","310","Franklin County","061","0610","Franklin County, Nebraska",42054,2395
"G3100630","2008-2012","Nebraska","31","310","Frontier County","063","0630","Frontier County, Nebraska",51328,3789
"G3100650","2008-2012","Nebraska","31","310","Furnas County","065","0650","Furnas County, Nebraska",40759,1661
"G3100670","2008-2012","Nebraska","31","310","Gage County","067","0670","Gage County, Nebraska",46164,3506
"G3100690","2008-2012","Nebraska","31","310","Garden County","069","0690","Garden County, Nebraska",40125,2705
"G3100710","2008-2012","Nebraska","31","310","Garfield County","071","0710","Garfield County, Nebraska",39241,2953
"G3100730","2008-2012","Nebraska","31","310","Gosper County","073","0730","Gosper County, Nebraska",44241,2636
"G3100750","2008-2012","Nebraska","31","310","Grant County","075","0750","Grant County, Nebraska",40982,4664
"G3100770","2008-2012","Nebraska","31","310","Greeley County","077","0770","Greeley County, Nebraska",44219,5313
"G3100790","2008-2012","Nebraska","31","310","Hall County","079","0790","Hall County, Nebraska",48044,1658
"G3100810","2008-2012","Nebraska","31","310","Hamilton County","081","0810","Hamilton County, Nebraska",56809,3986
"G3100830","2008-2012","Nebraska","31","310","Harlan County","083","0830","Harlan County, Nebraska",44801,2374
"G3100850","2008-2012","Nebraska","31","310","Hayes County","085","0850","Hayes County, Nebraska",47150,3851
"G3100870","2008-2012","Nebraska","31","310","Hitchcock County","087","0870","Hitchcock County, Nebraska",40000,4013
"G3100890","2008-2012","Nebraska","31","310","Holt County","089","0890","Holt County, Nebraska",47768,4273
"G3100910","2008-2012","Nebraska","31","310","Hooker County","091","0910","Hooker County, Nebraska",38750,5761
"G3100930","2008-2012","Nebraska","31","310","Howard County","093","0930","Howard County, Nebraska",48293,2580
"G3100950","2008-2012","Nebraska","31","310","Jefferson County","095","0950","Jefferson County, Nebraska",43407,3646
"G3100970","2008-2012","Nebraska","31","310","Johnson County","097","0970","Johnson County, Nebraska",42689,3562
"G3100990","2008-2012","Nebraska","31","310","Kearney County","099","0990","Kearney County, Nebraska",54485,2545
"G3101010","2008-2012","Nebraska","31","310","Keith County","101","1010","Keith County, Nebraska",43662,6283
"G3101030","2008-2012","Nebraska","31","310","Keya Paha County","103","1030","Keya Paha County, Nebraska",33472,6408
"G3101050","2008-2012","Nebraska","31","310","Kimball County","105","1050","Kimball County, Nebraska",43542,4140
"G3101070","2008-2012","Nebraska","31","310","Knox County","107","1070","Knox County, Nebraska",41372,1693
"G3101090","2008-2012","Nebraska","31","310","Lancaster County","109","1090","Lancaster County, Nebraska",51810,890
"G3101110","2008-2012","Nebraska","31","310","Lincoln County","111","1110","Lincoln County, Nebraska",49382,2889
"G3101130","2008-2012","Nebraska","31","310","Logan County","113","1130","Logan County, Nebraska",44444,4327
"G3101150","2008-2012","Nebraska","31","310","Loup County","115","1150","Loup County, Nebraska",37708,8025
"G3101170","2008-2012","Nebraska","31","310","McPherson County","117","1170","McPherson County, Nebraska",51563,10660
"G3101190","2008-2012","Nebraska","31","310","Madison County","119","1190","Madison County, Nebraska",45717,2356
"G3101210","2008-2012","Nebraska","31","310","Merrick County","121","1210","Merrick County, Nebraska",49609,3256
"G3101230","2008-2012","Nebraska","31","310","Morrill County","123","1230","Morrill County, Nebraska",42025,2541
"G3101250","2008-2012","Nebraska","31","310","Nance County","125","1250","Nance County, Nebraska",40714,5437
"G3101270","2008-2012","Nebraska","31","310","Nemaha County","127","1270","Nemaha County, Nebraska",41929,3094
"G3101290","2008-2012","Nebraska","31","310","Nuckolls County","129","1290","Nuckolls County, Nebraska",33875,1637
"G3101310","2008-2012","Nebraska","31","310","Otoe County","131","1310","Otoe County, Nebraska",50917,3639
"G3101330","2008-2012","Nebraska","31","310","Pawnee County","133","1330","Pawnee County, Nebraska",43634,3073
"G3101350","2008-2012","Nebraska","31","310","Perkins County","135","1350","Perkins County, Nebraska",53299,4221
"G3101370","2008-2012","Nebraska","31","310","Phelps County","137","1370","Phelps County, Nebraska",47871,2688
"G3101390","2008-2012","Nebraska","31","310","Pierce County","139","1390","Pierce County, Nebraska",52096,1653
"G3101410","2008-2012","Nebraska","31","310","Platte County","141","1410","Platte County, Nebraska",51395,2042
"G3101430","2008-2012","Nebraska","31","310","Polk County","143","1430","Polk County, Nebraska",52012,2743
"G3101450","2008-2012","Nebraska","31","310","Red Willow County","145","1450","Red Willow County, Nebraska",45206,3561
"G3101470","2008-2012","Nebraska","31","310","Richardson County","147","1470","Richardson County, Nebraska",38977,4046
"G3101490","2008-2012","Nebraska","31","310","Rock County","149","1490","Rock County, Nebraska",41619,3854
"G3101510","2008-2012","Nebraska","31","310","Saline County","151","1510","Saline County, Nebraska",46434,2395
"G3101530","2008-2012","Nebraska","31","310","Sarpy County","153","1530","Sarpy County, Nebraska",69269,1557
"G3101550","2008-2012","Nebraska","31","310","Saunders County","155","1550","Saunders County, Nebraska",58785,1978
"G3101570","2008-2012","Nebraska","31","310","Scotts Bluff County","157","1570","Scotts Bluff County, Nebraska",43113,2746
"G3101590","2008-2012","Nebraska","31","310","Seward County","159","1590","Seward County, Nebraska",60676,2690
"G3101610","2008-2012","Nebraska","31","310","Sheridan County","161","1610","Sheridan County, Nebraska",37813,3661
"G3101630","2008-2012","Nebraska","31","310","Sherman County","163","1630","Sherman County, Nebraska",43000,3467
"G3101650","2008-2012","Nebraska","31","310","Sioux County","165","1650","Sioux County, Nebraska",43558,6416
"G3101670","2008-2012","Nebraska","31","310","Stanton County","167","1670","Stanton County, Nebraska",50962,2049
"G3101690","2008-2012","Nebraska","31","310","Thayer County","169","1690","Thayer County, Nebraska",43077,2989
"G3101710","2008-2012","Nebraska","31","310","Thomas County","171","1710","Thomas County, Nebraska",56429,6503
"G3101730","2008-2012","Nebraska","31","310","Thurston County","173","1730","Thurston County, Nebraska",41961,2451
"G3101750","2008-2012","Nebraska","31","310","Valley County","175","1750","Valley County, Nebraska",44762,5113
"G3101770","2008-2012","Nebraska","31","310","Washington County","177","1770","Washington County, Nebraska",65803,2615
"G3101790","2008-2012","Nebraska","31","310","Wayne County","179","1790","Wayne County, Nebraska",46612,5264
"G3101810","2008-2012","Nebraska","31","310","Webster County","181","1810","Webster County, Nebraska",39722,3054
"G3101830","2008-2012","Nebraska","31","310","Wheeler County","183","1830","Wheeler County, Nebraska",39602,6477
"G3101850","2008-2012","Nebraska","31","310","York County","185","1850","York County, Nebraska",47220,2557
"G3200010","2008-2012","Nevada","32","320","Churchill County","001","0010","Churchill County, Nevada",54538,3199
"G3200030","2008-2012","Nevada","32","320","Clark County","003","0030","Clark County, Nevada",54218,425
"G3200050","2008-2012","Nevada","32","320","Douglas County","005","0050","Douglas County, Nevada",61099,2573
"G3200070","2008-2012","Nevada","32","320","Elko County","007","0070","Elko County, Nevada",70411,2514
"G3200090","2008-2012","Nevada","32","320","Esmeralda County","009","0090","Esmeralda County, Nevada",27500,7958
"G3200110","2008-2012","Nevada","32","320","Eureka County","011","0110","Eureka County, Nevada",61331,18741
"G3200130","2008-2012","Nevada","32","320","Humboldt County","013","0130","Humboldt County, Nevada",57874,6351
"G3200150","2008-2012","Nevada","32","320","Lander County","015","0150","Lander County, Nevada",70341,9356
"G3200170","2008-2012","Nevada","32","320","Lincoln County","017","0170","Lincoln County, Nevada",39293,8359
"G3200190","2008-2012","Nevada","32","320","Lyon County","019","0190","Lyon County, Nevada",46088,2596
"G3200210","2008-2012","Nevada","32","320","Mineral County","021","0210","Mineral County, Nevada",33547,6360
"G3200230","2008-2012","Nevada","32","320","Nye County","023","0230","Nye County, Nevada",39150,2477
"G3200270","2008-2012","Nevada","32","320","Pershing County","027","0270","Pershing County, Nevada",51094,6980
"G3200290","2008-2012","Nevada","32","320","Storey County","029","0290","Storey County, Nevada",62561,6336
"G3200310","2008-2012","Nevada","32","320","Washoe County","031","0310","Washoe County, Nevada",53994,790
"G3200330","2008-2012","Nevada","32","320","White Pine County","033","0330","White Pine County, Nevada",46505,3640
"G3205100","2008-2012","Nevada","32","320","Carson City","510","5100","Carson City, Nevada",53987,1963
"G3300010","2008-2012","New Hampshire","33","330","Belknap County","001","0010","Belknap County, New Hampshire",57163,2258
"G3300030","2008-2012","New Hampshire","33","330","Carroll County","003","0030","Carroll County, New Hampshire",50865,2068
"G3300050","2008-2012","New Hampshire","33","330","Cheshire County","005","0050","Cheshire County, New Hampshire",56062,1493
"G3300070","2008-2012","New Hampshire","33","330","Coos County","007","0070","Coos County, New Hampshire",41774,2174
"G3300090","2008-2012","New Hampshire","33","330","Grafton County","009","0090","Grafton County, New Hampshire",53386,1641
"G3300110","2008-2012","New Hampshire","33","330","Hillsborough County","011","0110","Hillsborough County, New Hampshire",70472,1234
"G3300130","2008-2012","New Hampshire","33","330","Merrimack County","013","0130","Merrimack County, New Hampshire",65487,1519
"G3300150","2008-2012","New Hampshire","33","330","Rockingham County","015","0150","Rockingham County, New Hampshire",77939,1467
"G3300170","2008-2012","New Hampshire","33","330","Strafford County","017","0170","Strafford County, New Hampshire",58538,1522
"G3300190","2008-2012","New Hampshire","33","330","Sullivan County","019","0190","Sullivan County, New Hampshire",53821,2111
"G3400010","2008-2012","New Jersey","34","340","Atlantic County","001","0010","Atlantic County, New Jersey",54559,1127
"G3400030","2008-2012","New Jersey","34","340","Bergen County","003","0030","Bergen County, New Jersey",84255,1109
"G3400050","2008-2012","New Jersey","34","340","Burlington County","005","0050","Burlington County, New Jersey",78229,1107
"G3400070","2008-2012","New Jersey","34","340","Camden County","007","0070","Camden County, New Jersey",62320,866
"G3400090","2008-2012","New Jersey","34","340","Cape May County","009","0090","Cape May County, New Jersey",56370,2067
"G3400110","2008-2012","New Jersey","34","340","Cumberland County","011","0110","Cumberland County, New Jersey",51530,1333
"G3400130","2008-2012","New Jersey","34","340","Essex County","013","0130","Essex County, New Jersey",55027,853
"G3400150","2008-2012","New Jersey","34","340","Gloucester County","015","0150","Gloucester County, New Jersey",74915,1361
"G3400170","2008-2012","New Jersey","34","340","Hudson County","017","0170","Hudson County, New Jersey",58722,1013
"G3400190","2008-2012","New Jersey","34","340","Hunterdon County","019","0190","Hunterdon County, New Jersey",105880,2246
"G3400210","2008-2012","New Jersey","34","340","Mercer County","021","0210","Mercer County, New Jersey",73759,1519
"G3400230","2008-2012","New Jersey","34","340","Middlesex County","023","0230","Middlesex County, New Jersey",79442,922
"G3400250","2008-2012","New Jersey","34","340","Monmouth County","025","0250","Monmouth County, New Jersey",84746,1154
"G3400270","2008-2012","New Jersey","34","340","Morris County","027","0270","Morris County, New Jersey",97979,1363
"G3400290","2008-2012","New Jersey","34","340","Ocean County","029","0290","Ocean County, New Jersey",61038,863
"G3400310","2008-2012","New Jersey","34","340","Passaic County","031","0310","Passaic County, New Jersey",57540,1189
"G3400330","2008-2012","New Jersey","34","340","Salem County","033","0330","Salem County, New Jersey",59336,2095
"G3400350","2008-2012","New Jersey","34","340","Somerset County","035","0350","Somerset County, New Jersey",98571,1934
"G3400370","2008-2012","New Jersey","34","340","Sussex County","037","0370","Sussex County, New Jersey",85507,1867
"G3400390","2008-2012","New Jersey","34","340","Union County","039","0390","Union County, New Jersey",69347,1277
"G3400410","2008-2012","New Jersey","34","340","Warren County","041","0410","Warren County, New Jersey",73056,1792
"G3500010","2008-2012","New Mexico","35","350","Bernalillo County","001","0010","Bernalillo County, New Mexico",48398,763
"G3500030","2008-2012","New Mexico","35","350","Catron County","003","0030","Catron County, New Mexico",34738,5248
"G3500050","2008-2012","New Mexico","35","350","Chaves County","005","0050","Chaves County, New Mexico",38155,1480
"G3500060","2008-2012","New Mexico","35","350","Cibola County","006","0060","Cibola County, New Mexico",35674,3455
"G3500070","2008-2012","New Mexico","35","350","Colfax County","007","0070","Colfax County, New Mexico",38263,4576
"G3500090","2008-2012","New Mexico","35","350","Curry County","009","0090","Curry County, New Mexico",41250,2369
"G3500110","2008-2012","New Mexico","35","350","De Baca County","011","0110","De Baca County, New Mexico",32554,5293
"G3500130","2008-2012","New Mexico","35","350","Doña Ana County","013","0130","Doña Ana County, New Mexico",38462,1294
"G3500150","2008-2012","New Mexico","35","350","Eddy County","015","0150","Eddy County, New Mexico",47940,3344
"G3500170","2008-2012","New Mexico","35","350","Grant County","017","0170","Grant County, New Mexico",37525,2282
"G3500190","2008-2012","New Mexico","35","350","Guadalupe County","019","0190","Guadalupe County, New Mexico",27242,4956
"G3500210","2008-2012","New Mexico","35","350","Harding County","021","0210","Harding County, New Mexico",31146,3776
"G3500230","2008-2012","New Mexico","35","350","Hidalgo County","023","0230","Hidalgo County, New Mexico",37531,3783
"G3500250","2008-2012","New Mexico","35","350","Lea County","025","0250","Lea County, New Mexico",48793,2717
"G3500270","2008-2012","New Mexico","35","350","Lincoln County","027","0270","Lincoln County, New Mexico",44149,3035
"G3500280","2008-2012","New Mexico","35","350","Los Alamos County","028","0280","Los Alamos County, New Mexico",106426,4375
"G3500290","2008-2012","New Mexico","35","350","Luna County","029","0290","Luna County, New Mexico",29365,2616
"G3500310","2008-2012","New Mexico","35","350","McKinley County","031","0310","McKinley County, New Mexico",30780,1692
"G3500330","2008-2012","New Mexico","35","350","Mora County","033","0330","Mora County, New Mexico",40000,7486
"G3500350","2008-2012","New Mexico","35","350","Otero County","035","0350","Otero County, New Mexico",39054,1930
"G3500370","2008-2012","New Mexico","35","350","Quay County","037","0370","Quay County, New Mexico",33039,3381
"G3500390","2008-2012","New Mexico","35","350","Rio Arriba County","039","0390","Rio Arriba County, New Mexico",40791,1882
"G3500410","2008-2012","New Mexico","35","350","Roosevelt County","041","0410","Roosevelt County, New Mexico",39323,4984
"G3500430","2008-2012","New Mexico","35","350","Sandoval County","043","0430","Sandoval County, New Mexico",58116,1866
"G3500450","2008-2012","New Mexico","35","350","San Juan County","045","0450","San Juan County, New Mexico",48701,1511
"G3500470","2008-2012","New Mexico","35","350","San Miguel County","047","0470","San Miguel County, New Mexico",30499,3033
"G3500490","2008-2012","New Mexico","35","350","Santa Fe County","049","0490","Santa Fe County, New Mexico",53642,1135
"G3500510","2008-2012","New Mexico","35","350","Sierra County","051","0510","Sierra County, New Mexico",29185,3275
"G3500530","2008-2012","New Mexico","35","350","Socorro County","053","0530","Socorro County, New Mexico",34337,2329
"G3500550","2008-2012","New Mexico","35","350","Taos County","055","0550","Taos County, New Mexico",33835,3264
"G3500570","2008-2012","New Mexico","35","350","Torrance County","057","0570","Torrance County, New Mexico",31538,3549
"G3500590","2008-2012","New Mexico","35","350","Union County","059","0590","Union County, New Mexico",40507,5773
"G3500610","2008-2012","New Mexico","35","350","Valencia County","061","0610","Valencia County, New Mexico",42525,1510
"G3600010","2008-2012","New York","36","360","Albany County","001","0010","Albany County, New York",59359,1210
"G3600030","2008-2012","New York","36","360","Allegany County","003","0030","Allegany County, New York",42095,1251
"G3600050","2008-2012","New York","36","360","Bronx County","005","0050","Bronx County, New York",34300,509
"G3600070","2008-2012","New York","36","360","Broome County","007","0070","Broome County, New York",45856,892
"G3600090","2008-2012","New York","36","360","Cattaraugus County","009","0090","Cattaraugus County, New York",43202,1082
"G3600110","2008-2012","New York","36","360","Cayuga County","011","0110","Cayuga County, New York",50950,1078
"G3600130","2008-2012","New York","36","360","Chautauqua County","013","0130","Chautauqua County, New York",41975,873
"G3600150","2008-2012","New York","36","360","Chemung County","015","0150","Chemung County, New York",48128,1971
"G3600170","2008-2012","New York","36","360","Chenango County","017","0170","Chenango County, New York",44127,1617
"G3600190","2008-2012","New York","36","360","Clinton County","019","0190","Clinton County, New York",50522,2306
"G3600210","2008-2012","New York","36","360","Columbia County","021","0210","Columbia County, New York",56445,2349
"G3600230","2008-2012","New York","36","360","Cortland County","023","0230","Cortland County, New York",47497,2042
"G3600250","2008-2012","New York","36","360","Delaware County","025","0250","Delaware County, New York",43004,1891
"G3600270","2008-2012","New York","36","360","Dutchess County","027","0270","Dutchess County, New York",71508,1544
"G3600290","2008-2012","New York","36","360","Erie County","029","0290","Erie County, New York",49977,533
"G3600310","2008-2012","New York","36","360","Essex County","031","0310","Essex County, New York",47400,2550
"G3600330","2008-2012","New York","36","360","Franklin County","033","0330","Franklin County, New York",45702,1869
"G3600350","2008-2012","New York","36","360","Fulton County","035","0350","Fulton County, New York",45333,2016
"G3600370","2008-2012","New York","36","360","Genesee County","037","0370","Genesee County, New York",51734,1531
"G3600390","2008-2012","New York","36","360","Greene County","039","0390","Greene County, New York",47539,2247
"G3600410","2008-2012","New York","36","360","Hamilton County","041","0410","Hamilton County, New York",51595,3048
"G3600430","2008-2012","New York","36","360","Herkimer County","043","0430","Herkimer County, New York",44288,1559
"G3600450","2008-2012","New York","36","360","Jefferson County","045","0450","Jefferson County, New York",46549,991
"G3600470","2008-2012","New York","36","360","Kings County","047","0470","Kings County, New York",45215,420
"G3600490","2008-2012","New York","36","360","Lewis County","049","0490","Lewis County, New York",45187,1876
"G3600510","2008-2012","New York","36","360","Livingston County","051","0510","Livingston County, New York",54244,1097
"G3600530","2008-2012","New York","36","360","Madison County","053","0530","Madison County, New York",52293,1860
"G3600550","2008-2012","New York","36","360","Monroe County","055","0550","Monroe County, New York",52700,561
"G3600570","2008-2012","New York","36","360","Montgomery County","057","0570","Montgomery County, New York",42830,1624
"G3600590","2008-2012","New York","36","360","Nassau County","059","0590","Nassau County, New York",97049,864
