GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,B79AA125,B79AA125M
"G5501030","2008-2012","Wisconsin","55","550","Richland County","103","1030","Richland County, Wisconsin",44821,1996
"G5501050","2008-2012","Wisconsin","55","550","Rock County","105","1050","Rock County, Wisconsin",50316,1022
"G5501070","2008-2012","Wisconsin","55","550","Rusk County","107","1070","Rusk County, Wisconsin",38629,1943
"G5501090","2008-2012","Wisconsin","55","550","St. Croix County","109","1090","St. Croix County, Wisconsin",68139,1311
"G5501110","2008-2012","Wisconsin","55","550","Sauk County","111","1110","Sauk County, Wisconsin",52355,1589
"G5501130","2008-2012","Wisconsin","55","550","Sawyer County","113","1130","Sawyer County, Wisconsin",39814,1849
"G5501150","2008-2012","Wisconsin","55","550","Shawano County","115","1150","Shawano County, Wisconsin",45901,1487
"G5501170","2008-2012","Wisconsin","55","550","Sheboygan County","117","1170","Sheboygan County, Wisconsin",52967,1036
"G5501190","2008-2012","Wisconsin","55","550","Taylor County","119","1190","Taylor County, Wisconsin",44578,1250
"G5501210","2008-2012","Wisconsin","55","550","Trempealeau County","121","1210","Trempealeau County, Wisconsin",48624,1245
"G5501230","2008-2012","Wisconsin","55","550","Vernon County","123","1230","Vernon County, Wisconsin",44676,1838
"G5501250","2008-2012","Wisconsin","55","550","Vilas County","125","1250","Vilas County, Wisconsin",40743,1440
"G5501270","2008-2012","Wisconsin","55","550","Walworth County","127","1270","Walworth County, Wisconsin",54443,1404
"G5501290","2008-2012","Wisconsin","55","550","Washburn County","129","1290","Washburn County, Wisconsin",40892,1467
"G5501310","2008-2012","Wisconsin","55","550","Washington County","131","1310","Washington County, Wisconsin",66485,1728
"G5501330","2008-2012","Wisconsin","55","550","Waukesha County","133","1330","Waukesha County, Wisconsin",75689,1131
"G5501350","2008-2012","Wisconsin","55","550","Waupaca County","135","1350","Waupaca County, Wisconsin",49777,1797
"G5501370","2008-2012","Wisconsin","55","550","Waushara County","137","1370","Waushara County, Wisconsin",43582,1598
"G5501390","2008-2012","Wisconsin","55","550","Winnebago County","139","1390","Winnebago County, Wisconsin",51603,933
"G5501410","2008-2012","Wisconsin","55","550","Wood County","141","1410","Wood County, Wisconsin",46999,1221
"G5600010","2008-2012","Wyoming","56","560","Albany County","001","0010","Albany County, Wyoming",42882,3321
"G5600030","2008-2012","Wyoming","56","560","Big Horn County","003","0030","Big Horn County, Wyoming",51002,2907
"G5600050","2008-2012","Wyoming","56","560","Campbell County","005","0050","Campbell County, Wyoming",77090,3194
"G5600070","2008-2012","Wyoming","56","560","Carbon County","007","0070","Carbon County, Wyoming",57787,4726
"G5600090","2008-2012","Wyoming","56","560","Converse County","009","0090","Converse County, Wyoming",62554,5741
"G5600110","2008-2012","Wyoming","56","560","Crook County","011","0110","Crook County, Wyoming",51319,3469
"G5600130","2008-2012","Wyoming","56","560","Fremont County","013","0130","Fremont County, Wyoming",48565,2777
"G5600150","2008-2012","Wyoming","56","560","Goshen County","015","0150","Goshen County, Wyoming",43401,1977
"G5600170","2008-2012","Wyoming","56","560","Hot Springs County","017","0170","Hot Springs County, Wyoming",41786,6452
"G5600190","2008-2012","Wyoming","56","560","Johnson County","019","0190","Johnson County, Wyoming",57175,5614
"G5600210","2008-2012","Wyoming","56","560","Laramie County","021","0210","Laramie County, Wyoming",54596,1570
"G5600230","2008-2012","Wyoming","56","560","Lincoln County","023","0230","Lincoln County, Wyoming",62542,4009
"G5600250","2008-2012","Wyoming","56","560","Natrona County","025","0250","Natrona County, Wyoming",55786,1742
"G5600270","2008-2012","Wyoming","56","560","Niobrara County","027","0270","Niobrara County, Wyoming",39107,6331
"G5600290","2008-2012","Wyoming","56","560","Park County","029","0290","Park County, Wyoming",51449,2896
"G5600310","2008-2012","Wyoming","56","560","Platte County","031","0310","Platte County, Wyoming",44917,7101
"G5600330","2008-2012","Wyoming","56","560","Sheridan County","033","0330","Sheridan County, Wyoming",52352,2524
"G5600350","2008-2012","Wyoming","56","560","Sublette County","035","0350","Sublette County, Wyoming",79776,8218
"G5600370","2008-2012","Wyoming","56","560","Sweetwater County","037","0370","Sweetwater County, Wyoming",72139,3299
"G5600390","2008-2012","Wyoming","56","560","Teton County","039","0390","Teton County, Wyoming",69020,4489
"G5600410","2008-2012","Wyoming","56","560","Uinta County","041","0410","Uinta County, Wyoming",59714,5039
"G5600430","2008-2012","Wyoming","56","560","Washakie County","043","0430","Washakie County, Wyoming",44519,3748
"G5600450","2008-2012","Wyoming","56","560","Weston County","045","0450","Weston County, Wyoming",53802,7431
"G7200010","2008-2012","Puerto Rico","72","720","Adjuntas Municipio","001","0010","Adjuntas Municipio, Puerto Rico",13095,1366
"G7200030","2008-2012","Puerto Rico","72","720","Aguada Municipio","003","0030","Aguada Municipio, Puerto Rico",15106,958
"G7200050","2008-2012","Puerto Rico","72","720","Aguadilla Municipio","005","0050","Aguadilla Municipio, Puerto Rico",15302,996
"G7200070","2008-2012","Puerto Rico","72","720","Aguas Buenas Municipio","007","0070","Aguas Buenas Municipio, Puerto Rico",13994,1337
"G7200090","2008-2012","Puerto Rico","72","720","Aibonito Municipio","009","0090","Aibonito Municipio, Puerto Rico",16235,1444
"G7200110","2008-2012","Puerto Rico","72","720","Añasco Municipio","011","0110","Añasco Municipio, Puerto Rico",16771,936
"G7200130","2008-2012","Puerto Rico","72","720","Arecibo Municipio","013","0130","Arecibo Municipio, Puerto Rico",17077,791
"G7200150","2008-2012","Puerto Rico","72","720","Arroyo Municipio","015","0150","Arroyo Municipio, Puerto Rico",16114,1197
"G7200170","2008-2012","Puerto Rico","72","720","Barceloneta Municipio","017","0170","Barceloneta Municipio, Puerto Rico",15034,1166
"G7200190","2008-2012","Puerto Rico","72","720","Barranquitas Municipio","019","0190","Barranquitas Municipio, Puerto Rico",14907,1199
"G7200210","2008-2012","Puerto Rico","72","720","Bayamón Municipio","021","0210","Bayamón Municipio, Puerto Rico",24609,722
"G7200230","2008-2012","Puerto Rico","72","720","Cabo Rojo Municipio","023","0230","Cabo Rojo Municipio, Puerto Rico",16003,906
"G7200250","2008-2012","Puerto Rico","72","720","Caguas Municipio","025","0250","Caguas Municipio, Puerto Rico",23845,695
"G7200270","2008-2012","Puerto Rico","72","720","Camuy Municipio","027","0270","Camuy Municipio, Puerto Rico",17762,1653
"G7200290","2008-2012","Puerto Rico","72","720","Canóvanas Municipio","029","0290","Canóvanas Municipio, Puerto Rico",22746,1175
"G7200310","2008-2012","Puerto Rico","72","720","Carolina Municipio","031","0310","Carolina Municipio, Puerto Rico",29470,1001
"G7200330","2008-2012","Puerto Rico","72","720","Cataño Municipio","033","0330","Cataño Municipio, Puerto Rico",17780,2039
"G7200350","2008-2012","Puerto Rico","72","720","Cayey Municipio","035","0350","Cayey Municipio, Puerto Rico",20912,1129
"G7200370","2008-2012","Puerto Rico","72","720","Ceiba Municipio","037","0370","Ceiba Municipio, Puerto Rico",20455,2556
"G7200390","2008-2012","Puerto Rico","72","720","Ciales Municipio","039","0390","Ciales Municipio, Puerto Rico",13722,1055
"G7200410","2008-2012","Puerto Rico","72","720","Cidra Municipio","041","0410","Cidra Municipio, Puerto Rico",23804,1394
"G7200430","2008-2012","Puerto Rico","72","720","Coamo Municipio","043","0430","Coamo Municipio, Puerto Rico",16658,1269
"G7200450","2008-2012","Puerto Rico","72","720","Comerío Municipio","045","0450","Comerío Municipio, Puerto Rico",12481,1261
"G7200470","2008-2012","Puerto Rico","72","720","Corozal Municipio","047","0470","Corozal Municipio, Puerto Rico",15828,1119
"G7200490","2008-2012","Puerto Rico","72","720","Culebra Municipio","049","0490","Culebra Municipio, Puerto Rico",16375,3172
"G7200510","2008-2012","Puerto Rico","72","720","Dorado Municipio","051","0510","Dorado Municipio, Puerto Rico",28530,1876
"G7200530","2008-2012","Puerto Rico","72","720","Fajardo Municipio","053","0530","Fajardo Municipio, Puerto Rico",21194,1326
"G7200540","2008-2012","Puerto Rico","72","720","Florida Municipio","054","0540","Florida Municipio, Puerto Rico",16150,1792
"G7200550","2008-2012","Puerto Rico","72","720","Guánica Municipio","055","0550","Guánica Municipio, Puerto Rico",13567,1213
"G7200570","2008-2012","Puerto Rico","72","720","Guayama Municipio","057","0570","Guayama Municipio, Puerto Rico",17496,1321
"G7200590","2008-2012","Puerto Rico","72","720","Guayanilla Municipio","059","0590","Guayanilla Municipio, Puerto Rico",14679,1315
"G7200610","2008-2012","Puerto Rico","72","720","Guaynabo Municipio","061","0610","Guaynabo Municipio, Puerto Rico",34638,1731
"G7200630","2008-2012","Puerto Rico","72","720","Gurabo Municipio","063","0630","Gurabo Municipio, Puerto Rico",27817,2312
"G7200650","2008-2012","Puerto Rico","72","720","Hatillo Municipio","065","0650","Hatillo Municipio, Puerto Rico",18669,922
"G7200670","2008-2012","Puerto Rico","72","720","Hormigueros Municipio","067","0670","Hormigueros Municipio, Puerto Rico",20428,1789
"G7200690","2008-2012","Puerto Rico","72","720","Humacao Municipio","069","0690","Humacao Municipio, Puerto Rico",19918,1176
"G7200710","2008-2012","Puerto Rico","72","720","Isabela Municipio","071","0710","Isabela Municipio, Puerto Rico",14570,847
"G7200730","2008-2012","Puerto Rico","72","720","Jayuya Municipio","073","0730","Jayuya Municipio, Puerto Rico",17137,1966
"G7200750","2008-2012","Puerto Rico","72","720","Juana Díaz Municipio","075","0750","Juana Díaz Municipio, Puerto Rico",16938,1020
"G7200770","2008-2012","Puerto Rico","72","720","Juncos Municipio","077","0770","Juncos Municipio, Puerto Rico",18946,1378
"G7200790","2008-2012","Puerto Rico","72","720","Lajas Municipio","079","0790","Lajas Municipio, Puerto Rico",13698,1101
"G7200810","2008-2012","Puerto Rico","72","720","Lares Municipio","081","0810","Lares Municipio, Puerto Rico",12094,1077
"G7200830","2008-2012","Puerto Rico","72","720","Las Marías Municipio","083","0830","Las Marías Municipio, Puerto Rico",14460,1727
"G7200850","2008-2012","Puerto Rico","72","720","Las Piedras Municipio","085","0850","Las Piedras Municipio, Puerto Rico",19345,1368
"G7200870","2008-2012","Puerto Rico","72","720","Loíza Municipio","087","0870","Loíza Municipio, Puerto Rico",19100,1529
"G7200890","2008-2012","Puerto Rico","72","720","Luquillo Municipio","089","0890","Luquillo Municipio, Puerto Rico",20084,2193
"G7200910","2008-2012","Puerto Rico","72","720","Manatí Municipio","091","0910","Manatí Municipio, Puerto Rico",17513,1196
"G7200930","2008-2012","Puerto Rico","72","720","Maricao Municipio","093","0930","Maricao Municipio, Puerto Rico",12288,2233
"G7200950","2008-2012","Puerto Rico","72","720","Maunabo Municipio","095","0950","Maunabo Municipio, Puerto Rico",16043,2135
"G7200970","2008-2012","Puerto Rico","72","720","Mayagüez Municipio","097","0970","Mayagüez Municipio, Puerto Rico",15060,680
"G7200990","2008-2012","Puerto Rico","72","720","Moca Municipio","099","0990","Moca Municipio, Puerto Rico",14384,787
"G7201010","2008-2012","Puerto Rico","72","720","Morovis Municipio","101","1010","Morovis Municipio, Puerto Rico",14596,1946
"G7201030","2008-2012","Puerto Rico","72","720","Naguabo Municipio","103","1030","Naguabo Municipio, Puerto Rico",16706,1497
"G7201050","2008-2012","Puerto Rico","72","720","Naranjito Municipio","105","1050","Naranjito Municipio, Puerto Rico",16007,1071
"G7201070","2008-2012","Puerto Rico","72","720","Orocovis Municipio","107","1070","Orocovis Municipio, Puerto Rico",14296,838
"G7201090","2008-2012","Puerto Rico","72","720","Patillas Municipio","109","1090","Patillas Municipio, Puerto Rico",14777,1471
"G7201110","2008-2012","Puerto Rico","72","720","Peñuelas Municipio","111","1110","Peñuelas Municipio, Puerto Rico",15541,1359
"G7201130","2008-2012","Puerto Rico","72","720","Ponce Municipio","113","1130","Ponce Municipio, Puerto Rico",17459,455
"G7201150","2008-2012","Puerto Rico","72","720","Quebradillas Municipio","115","1150","Quebradillas Municipio, Puerto Rico",14255,1264
"G7201170","2008-2012","Puerto Rico","72","720","Rincón Municipio","117","1170","Rincón Municipio, Puerto Rico",16548,976
"G7201190","2008-2012","Puerto Rico","72","720","Río Grande Municipio","119","1190","Río Grande Municipio, Puerto Rico",22491,1455
"G7201210","2008-2012","Puerto Rico","72","720","Sabana Grande Municipio","121","1210","Sabana Grande Municipio, Puerto Rico",15958,1067
"G7201230","2008-2012","Puerto Rico","72","720","Salinas Municipio","123","1230","Salinas Municipio, Puerto Rico",13386,1187
